bbl,bldg,m,og_address,zip code,cd,fc,ss,sa,cc,bin,dev_name,boro,units,transfer,new_address
3014710006,7,M,507A HOWARD AVENUE,11233,16,09,25,55,41,3393519,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,507A HOWARD AVENUE
3014710006,7,M,507B HOWARD AVENUE,11233,16,09,25,55,41,3393519,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,507B HOWARD AVENUE
3014710005,7,M,509 HOWARD AVENUE,11233,16,09,25,55,41,3393518,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,509 HOWARD AVENUE
3014710005,7,M,509A HOWARD AVENUE,11233,16,09,25,55,41,3393518,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,509A HOWARD AVENUE
3014710005,7,M,509B HOWARD AVENUE,11233,16,09,25,55,41,3393518,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,509B HOWARD AVENUE
3014710001,7,M,511 HOWARD AVENUE,11233,16,09,25,55,41,3039448,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,511 HOWARD AVENUE
3014710001,7,M,511A HOWARD AVENUE,11233,16,09,25,55,41,3039448,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,511A HOWARD AVENUE
3014710001,7,,513 HOWARD AVENUE,11233,16,09,25,55,41,3000000,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,513 HOWARD AVENUE
3014710001,7,,515 HOWARD AVENUE,11233,16,09,25,55,41,3000000,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,515 HOWARD AVENUE
3014710001,7,,1745 SAINT JOHNS PLACE,11233,16,09,25,55,41,3000000,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1745 SAINT JOHNS PLACE
3014710001,7,,1737 SAINT JOHNS PLACE,11233,16,09,25,55,41,3000000,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1737 SAINT JOHNS PLACE
3014710001,7,M,511B HOWARD AVENUE,11233,16,09,25,55,41,3039448,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,511B HOWARD AVENUE
3014710014,8,M,1790 STERLING PLACE,11233,16,09,25,55,41,3393524,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1790 STERLING PLACE
3014710014,8,M,1790A STERLING PLACE,11233,16,09,25,55,41,3393524,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1790A STERLING PLACE
3014710014,8,M,1790B STERLING PLACE,11233,16,09,25,55,41,3393524,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1790B STERLING PLACE
3014710015,8,M,1792 STERLING PLACE,11233,16,09,25,55,41,3393525,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1792 STERLING PLACE
3014710015,8,M,1792A STERLING PLACE,11233,16,09,25,55,41,3393525,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1792A STERLING PLACE
3014710015,8,M,1792B STERLING PLACE,11233,16,09,25,55,41,3393525,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1792B STERLING PLACE
3014710016,8,M,1794 STERLING PLACE,11233,16,09,25,55,41,3039449,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1794 STERLING PLACE
3014710016,8,M,1794A STERLING PLACE,11233,16,09,25,55,41,3039449,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1794A STERLING PLACE
3014710016,8,M,1794B STERLING PLACE,11233,16,09,25,55,41,3039449,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1794B STERLING PLACE
3014710017,8,M,1796 STERLING PLACE,11233,16,09,25,55,41,3393526,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1796 STERLING PLACE
3014710017,8,M,1796A STERLING PLACE,11233,16,09,25,55,41,3393526,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1796A STERLING PLACE
3014710017,8,M,1796B STERLING PLACE,11233,16,09,25,55,41,3393526,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1796B STERLING PLACE
3014710019,8,M,1798 STERLING PLACE,11233,16,09,25,55,41,3039450,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1798 STERLING PLACE
3014710019,8,M,1798A STERLING PLACE,11233,16,09,25,55,41,3039450,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1798A STERLING PLACE
3014710019,8,M,1798B STERLING PLACE,11233,16,09,25,55,41,3039450,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1798B STERLING PLACE
3014710020,8,M,1800 STERLING PLACE,11233,16,09,25,55,41,3039451,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1800 STERLING PLACE
3014710020,8,M,1800A STERLING PLACE,11233,16,09,25,55,41,3039451,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1800A STERLING PLACE
3014710020,8,M,1800B STERLING PLACE,11233,16,09,25,55,41,3039451,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1800B STERLING PLACE
3014710021,8,M,1802 STERLING PLACE,11233,16,09,25,55,41,3039452,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1802 STERLING PLACE
3014710021,8,M,1802A STERLING PLACE,11233,16,09,25,55,41,3039452,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1802A STERLING PLACE
3014710021,8,M,1802B STERLING PLACE,11233,16,09,25,55,41,3039452,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1802B STERLING PLACE
3014710023,8,M,1804 STERLING PLACE,11233,16,09,25,55,41,3406675,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1804 STERLING PLACE
3014710023,8,M,1804A STERLING PLACE,11233,16,09,25,55,41,3406675,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1804A STERLING PLACE
3014710023,8,M,1804B STERLING PLACE,11233,16,09,25,55,41,3406675,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1804B STERLING PLACE
,8,,1810 STERLING PLACE,11233,16,09,25,55,41,,HOWARD AVENUE-PARK PLACE,brooklyn,,,1810 STERLING PLACE
3014710024,8,,1814 STERLING PLACE,11233,16,09,25,55,41,3000000,HOWARD AVENUE-PARK PLACE,brooklyn,156, 11/28/2023,1814 STERLING PLACE
,8,,1812 STERLING PLACE,11233,16,09,25,55,41,,HOWARD AVENUE-PARK PLACE,brooklyn,,,1812 STERLING PLACE
,8,,1806 STERLING PLACE,11233,16,09,25,55,41,,HOWARD AVENUE-PARK PLACE,brooklyn,,,1806 STERLING PLACE
3043710001,5,,914 VAN SICLEN AVENUE,11207,05,08,19,60,42,3324016,LINDEN,brooklyn,"1,586", 12/28/2021,914 VAN SICLEN AVENUE
3043710001,6,M,225 WORTMAN AVENUE,11207,05,08,19,60,42,3324017,LINDEN,brooklyn,"1,586", 12/28/2021,225 WORTMAN AVENUE
3043710001,7,M,215 WORTMAN AVENUE,11207,05,08,19,60,42,3324022,LINDEN,brooklyn,"1,586", 12/28/2021,215 WORTMAN AVENUE
3043710001,8,M,185 WORTMAN AVENUE,11207,05,08,19,60,42,3324021,LINDEN,brooklyn,"1,586", 12/28/2021,185 WORTMAN AVENUE
3043710001,8,,187 WORTMAN AVENUE,11207,05,08,19,60,42,3324021,LINDEN,brooklyn,"1,586", 12/28/2021,187 WORTMAN AVENUE
3043710001,8,,183 WORTMAN AVENUE,11207,05,08,19,60,42,3324021,LINDEN,brooklyn,"1,586", 12/28/2021,183 WORTMAN AVENUE
3043930001,9,M,180 WORTMAN AVENUE,11207,05,08,19,60,42,3337066,LINDEN,brooklyn,"1,586", 12/28/2021,180 WORTMAN AVENUE
4160020001,17,M,54-30 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436452,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,54-30 BEACH CHANNEL DRIVE
4160020001,18,M,56-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436453,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,56-10 BEACH CHANNEL DRIVE
4160020001,19,M,56-16 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436454,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,56-16 BEACH CHANNEL DRIVE
4160020001,2,M,54-75 ALMEDA AVENUE,11692,14,05,10,31,31,4436446,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,54-75 ALMEDA AVENUE
4160020001,20,M,414 BEACH 58TH STREET,11692,14,05,10,31,31,4436449,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,414 BEACH 58 STREET
4160020001,20,,57-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436449,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,57-10 BEACH CHANNEL DRIVE
4160010002,21,M,441 BEACH 51ST STREET,11691,14,05,10,31,31,4436437,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,441 BEACH 51 STREET
4160010002,21,M,445 BEACH 51ST STREET,11691,14,05,10,31,31,4436437,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,445 BEACH 51 STREET
4160010002,22,,434 BEACH 54TH STREET,11692,14,05,10,31,31,4436439,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,434 BEACH 54 STREET
4160010002,22,M,440 BEACH 54TH STREET,11692,14,05,10,31,31,4436439,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,440 BEACH 54 STREET
4160010002,22,,430 BEACH 54TH STREET,11692,14,05,10,31,31,4436439,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,430 BEACH 54 STREET
4160010002,22,M,444 BEACH 54TH STREET,11692,14,05,10,31,31,4436439,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,444 BEACH 54 STREET
4160020001,23,M,439 BEACH 54TH STREET,11692,14,05,10,31,31,4436448,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,439 BEACH 54 STREET
4160020001,23,,447 BEACH 54TH STREET,11692,14,05,10,31,31,4436448,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,447 BEACH 54 STREET
4160020001,23,M,443 BEACH 54TH STREET,11692,14,05,10,31,31,4436448,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,443 BEACH 54 STREET
4160020001,24,M,434 BEACH 58TH STREET,11692,14,05,10,31,31,4436450,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,434 BEACH 58 STREET
4160020001,24,M,440 BEACH 58TH STREET,11692,14,05,10,31,31,4436450,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,440 BEACH 58 STREET
4160020001,3,M,54-49 ALMEDA AVENUE,11692,14,05,10,31,31,4436445,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,54-49 ALMEDA AVENUE
4160020001,4,M,54-41 ALMEDA AVENUE,11692,14,05,10,31,31,4436444,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,54-41 ALMEDA AVENUE
4160020001,5,M,54-15 ALMEDA AVENUE,11692,14,05,10,31,31,4436443,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,54-15 ALMEDA AVENUE
4160020001,6,M,54-09 ALMEDA AVENUE,11692,14,05,10,31,31,4436456,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,54-09 ALMEDA AVENUE
4160010002,7,M,51-49 ALMEDA AVENUE,11691,14,05,10,31,31,4436435,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,51-49 ALMEDA AVENUE
4160010002,8,M,51-45 ALMEDA AVENUE,11691,14,05,10,31,31,4436434,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,51-45 ALMEDA AVENUE
4160010002,9,M,51-15 ALMEDA AVENUE,11691,14,05,10,31,31,4436433,OCEAN BAY APARTMENTS (BAYSIDE),queens,"1,395", 12/31/2016,51-15 ALMEDA AVENUE
3013730037,2,M,1474 PARK PLACE,11213,08,09,20,55,36,3036564,PARK ROCK REHAB,brooklyn,134, 11/28/2023,1474 PARK PLACE
3013730040,3,,1484 PARK PLACE,11213,08,09,20,55,36,3036565,PARK ROCK REHAB,brooklyn,134, 11/28/2023,1484 PARK PLACE
3013730040,3,M,1480 PARK PLACE,11213,08,09,20,55,36,3036565,PARK ROCK REHAB,brooklyn,134, 11/28/2023,1480 PARK PLACE
3013730043,4,M,208 ROCHESTER AVENUE,11213,08,09,20,55,36,3036566,PARK ROCK REHAB,brooklyn,134, 11/28/2023,208 ROCHESTER AVENUE
3013730046,5,M,218 ROCHESTER AVENUE,11213,08,09,20,55,36,3036567,PARK ROCK REHAB,brooklyn,134, 11/28/2023,218 ROCHESTER AVENUE
3013730049,6,M,1521 STERLING PLACE,11213,08,09,20,55,36,3036568,PARK ROCK REHAB,brooklyn,134, 11/28/2023,1521 STERLING PLACE
3013790039,7,M,1522 STERLING PLACE,11213,08,09,20,55,36,3036863,PARK ROCK REHAB,brooklyn,134, 11/28/2023,1522 STERLING PLACE
3013790039,7,,230 ROCHESTER AVENUE,11213,08,09,20,55,36,3036863,PARK ROCK REHAB,brooklyn,134, 11/28/2023,230 ROCHESTER AVENUE
3013790041,8,M,232 ROCHESTER AVENUE,11213,08,09,20,55,36,3036864,PARK ROCK REHAB,brooklyn,134, 11/28/2023,232 ROCHESTER AVENUE
3013790043,9,M,234 ROCHESTER AVENUE,11213,08,09,20,55,36,3036865,PARK ROCK REHAB,brooklyn,134, 11/28/2023,234 ROCHESTER AVENUE
1020130022,3,M,117 WEST 144TH STREET,10030,10,13,30,71,09,1060167,SAMUEL (CITY),manhattan,664, 9/26/2024,117 WEST 144 STREET
1020110014,30,M,143 WEST 142ND STREET,10030,10,13,30,71,09,1060106,SAMUEL (CITY),manhattan,664, 9/26/2024,143 WEST 142 STREET
1020110013,31,M,145 WEST 142ND STREET,10030,10,13,30,71,09,1060105,SAMUEL (CITY),manhattan,664, 9/26/2024,145 WEST 142 STREET
1020110011,32,M,149 WEST 142ND STREET,10030,10,13,30,71,09,1060103,SAMUEL (CITY),manhattan,664, 9/26/2024,149 WEST 142 STREET
1020110061,33,M,2453 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060126,SAMUEL (CITY),manhattan,664, 9/26/2024,2453 ADAM C POWELL BOULEVARD
1020110063,34,M,2449 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060127,SAMUEL (CITY),manhattan,664, 9/26/2024,2449 ADAM C POWELL BOULEVARD
1020110001,35,M,2441 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060101,SAMUEL (CITY),manhattan,664, 9/26/2024,2441 ADAM C POWELL BOULEVARD
1020090044,36,M,144 WEST 141ST STREET,10030,10,13,30,70,09,1060069,SAMUEL (CITY),manhattan,664, 9/26/2024,144 WEST 141 STREET
1020090063,37,M,2409 A C POWELL BOULEVARD,10030,10,13,30,70,09,1060081,SAMUEL (CITY),manhattan,664, 9/26/2024,2409 ADAM C POWELL BOULEVARD
1020090064,38,M,2407 A C POWELL BOULEVARD,10030,10,13,30,70,09,1060082,SAMUEL (CITY),manhattan,664, 9/26/2024,2407 ADAM C POWELL BOULEVARD
1020130018,4,M,125 WEST 144TH STREET,10030,10,13,30,71,09,1060165,SAMUEL (CITY),manhattan,664, 9/26/2024,125 WEST 144 STREET
1020070045,44,M,116 WEST 139TH STREET,10030,10,13,30,70,09,1060039,SAMUEL (CITY),manhattan,664, 9/26/2024,116 WEST 139 STREET
1020070043,45,M,112 WEST 139TH STREET,10030,10,13,30,70,09,1060038,SAMUEL (CITY),manhattan,664, 9/26/2024,112 WEST 139 STREET
1020120025,48,,669 LENOX AVENUE,10037,10,13,30,71,09,1085366,SAMUEL (CITY),manhattan,664, 9/26/2024,669 LENOX AVENUE
1020120025,49,,103 WEST 143RD STREET,10030,10,13,30,71,09,1085367,SAMUEL (CITY),manhattan,664, 9/26/2024,103 WEST 143 STREET
1020120025,49,,105 WEST 143RD STREET,10030,10,13,30,71,09,1085367,SAMUEL (CITY),manhattan,664, 9/26/2024,105 WEST 143 STREET
1020130016,5,M,129 WEST 144TH STREET,10030,10,13,30,71,09,1060164,SAMUEL (CITY),manhattan,664, 9/26/2024,129 WEST 144 STREET
1020130014,6,M,133 WEST 144TH STREET,10030,10,13,30,71,09,1060163,SAMUEL (CITY),manhattan,664, 9/26/2024,133 WEST 144 STREET
1020120052,7,M,148 WEST 144TH STREET,10030,10,13,30,71,09,1060150,SAMUEL (CITY),manhattan,664, 9/26/2024,148 WEST 144 STREET
1020120056,8,M,158 WEST 144TH STREET,10030,10,13,30,71,09,1060152,SAMUEL (CITY),manhattan,664, 9/26/2024,158 WEST 144 STREET
1020120058,9,M,162 WEST 144TH STREET,10030,10,13,30,71,09,1060154,SAMUEL (CITY),manhattan,664, 9/26/2024,162 WEST 144 STREET
2026260001,2,M,825 CAULDWELL AVENUE,10456,01,15,32,79,17,2091325,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,825 CAULDWELL AVENUE
2026260001,2,M,829 CAULDWELL AVENUE,10456,01,15,32,79,17,2091325,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,829 CAULDWELL AVENUE
2026260001,3,M,611 EAST 158TH STREET,10456,01,15,32,79,17,2091328,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,611 EAST 158 STREET
2026260001,3,M,615 EAST 158TH STREET,10456,01,15,32,79,17,2091328,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,615 EAST 158 STREET
2026260001,3,M,625 EAST 158TH STREET,10456,01,15,32,79,17,2091328,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,625 EAST 158 STREET
2026260001,3,M,635 EAST 158TH STREET,10456,01,15,32,79,17,2091328,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,635 EAST 158 STREET
2026260001,3,M,645 EAST 158TH STREET,10456,01,15,32,79,17,2091328,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,645 EAST 158 STREET
2026260001,4,M,854 EAGLE AVENUE,10456,01,15,32,79,17,2091327,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,854 EAGLE AVENUE
2026260001,4,M,850 EAGLE AVENUE,10456,01,15,32,79,17,2091327,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,850 EAGLE AVENUE
2026260001,4,M,844 EAGLE AVENUE,10456,01,15,32,79,17,2091327,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,844 EAGLE AVENUE
2026260001,4,M,840 EAGLE AVENUE,10456,01,15,32,79,17,2091327,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,840 EAGLE AVENUE
2026260001,4,M,834 EAGLE AVENUE,10456,01,15,32,79,17,2091327,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,834 EAGLE AVENUE
2026260001,4,M,830 EAGLE AVENUE,10456,01,15,32,79,17,2091327,SOUTH BRONX AREA (SITE 402),bronx,114, 09/28/2023,830 EAGLE AVENUE
2031430155,1,,360 FORD STREET,10457,05,15,33,86,15,2092394,TWIN PARKS WEST (SITES 1 & 2),bronx,312, 10/31/2018,360 FORD STREET
2031430155,1,M,"365 FORD STREET, WING A",10457,05,15,33,86,15,2092394,TWIN PARKS WEST (SITES 1 & 2),bronx,312, 10/31/2018,365 FORD STREET
2031430155,1,,353 FORD STREET,10457,05,15,33,86,15,2092394,TWIN PARKS WEST (SITES 1 & 2),bronx,312, 10/31/2018,353 FORD STREET
2031430155,1,,355 FORD STREET,10457,05,15,33,86,15,2092394,TWIN PARKS WEST (SITES 1 & 2),bronx,312, 10/31/2018,355 FORD STREET
2031430155,1,M,"365 EAST 183RD STREET, WING D",10458,05,15,33,86,15,2092394,TWIN PARKS WEST (SITES 1 & 2),bronx,312, 10/31/2018,365 EAST 183 STREET
2031430155,1,,355 EAST 183RD STREET,10458,05,15,33,86,15,2092394,TWIN PARKS WEST (SITES 1 & 2),bronx,312, 10/31/2018,355 EAST 183 STREET
3013410001,1,M,1575 DEAN STREET,11213,08,09,20,56,36,3324581,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1575 DEAN STREET
3013410001,1,M,87 TROY AVENUE,11213,08,09,20,56,36,3324581,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,87 TROY AVENUE
3013410012,2,M,1620 PACIFIC STREET,11213,08,09,20,56,36,3035671,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1620 PACIFIC STREET
3013410012,2,M,1630 PACIFIC STREET,11213,08,09,20,56,36,3341632,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1630 PACIFIC STREET
3013410012,2,,1640 PACIFIC STREET,11213,08,09,20,56,36,3341633,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1640 PACIFIC STREET
3013410012,2,M,1642 PACIFIC STREET,11213,08,09,20,56,36,3341633,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1642 PACIFIC STREET
3013410012,2,M,1650 PACIFIC STREET,11213,08,09,20,56,36,3341634,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1650 PACIFIC STREET
3013410012,2,M,1660 PACIFIC STREET,11213,08,09,20,56,36,3341635,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1660 PACIFIC STREET
3013410012,2,M,1670 PACIFIC STREET,11213,08,09,20,56,36,3341636,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1670 PACIFIC STREET
3013410012,2,,1672 PACIFIC STREET,11213,08,09,20,56,36,3341636,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,1672 PACIFIC STREET
3013410012,2,M,80 SCHENECTADY AVENUE,11213,08,09,20,56,36,3341637,WEEKSVILLE GARDENS,brooklyn,257, 02/12/2020,80 SCHENECTADY AVENUE
3021410019,4,,188 MARCY AVENUE,11211,01,07,18,50,34,3341977,WILLIAMS PLAZA,brooklyn,577, 02/12/2020,188 MARCY AVENUE
3021410019,4,M,190 MARCY AVENUE,11211,01,07,18,50,34,3341977,WILLIAMS PLAZA,brooklyn,577, 02/12/2020,190 MARCY AVENUE
3021410019,5,,227 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,brooklyn,577, 02/12/2020,227 DIVISION AVENUE
3021410019,5,,221 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,brooklyn,577, 02/12/2020,221 DIVISION AVENUE
3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,brooklyn,577, 02/12/2020,225 DIVISION AVENUE
3021410019,5,,223 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,brooklyn,577, 02/12/2020,223 DIVISION AVENUE
3030260001,13,M,171 SCHOLES STREET,11206,01,07,18,53,34,3344974,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,171 SCHOLES STREET
3030260001,14,M,181 SCHOLES STREET,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,181 SCHOLES STREET
3030260001,14,M,182 STAGG WALK,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,182 STAGG WALK
3030260001,14,M,180 STAGG WALK,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,180 STAGG WALK
3030260001,14,M,178 STAGG WALK,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,178 STAGG WALK
3030260001,14,M,186 STAGG WALK,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,186 STAGG WALK
3030260001,14,M,184 STAGG WALK,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,184 STAGG WALK
3030260001,14,M,183 SCHOLES STREET,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,183 SCHOLES STREET
3030260001,14,M,185 SCHOLES STREET,11206,01,07,18,53,34,3344948,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,185 SCHOLES STREET
3030270001,15,M,197 TEN EYCK WALK,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,197 TEN EYCK WALK
3030270001,15,M,199 TEN EYCK WALK,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,199 TEN EYCK WALK
3030270001,15,M,198 MAUJER STREET,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,198 MAUJER STREET
3030270001,15,M,196 MAUJER STREET,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,196 MAUJER STREET
3030270001,15,M,200 MAUJER STREET,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,200 MAUJER STREET
3030270001,15,M,201 TEN EYCK WALK,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,201 TEN EYCK WALK
3030270001,15,M,203 TEN EYCK WALK,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,203 TEN EYCK WALK
3030270001,15,M,205 TEN EYCK WALK,11206,01,07,18,53,34,3338398,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,205 TEN EYCK WALK
3030270001,16,M,219 TEN EYCK WALK,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,219 TEN EYCK WALK
3030270001,16,M,216 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,216 MAUJER STREET
3030270001,16,M,214 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,214 MAUJER STREET
3030270001,16,M,220 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,220 MAUJER STREET
3030270001,16,,138 BUSHWICK AVENUE,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,138 BUSHWICK AVENUE
3030270001,16,,136 BUSHWICK AVENUE,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,136 BUSHWICK AVENUE
3030270001,16,M,218 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,218 MAUJER STREET
3030270001,16,,134 BUSHWICK AVENUE,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,134 BUSHWICK AVENUE
3030270001,16,,132 BUSHWICK AVENUE,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,132 BUSHWICK AVENUE
3030270001,16,,130 BUSHWICK AVENUE,11206,01,07,18,53,34,3344982,WILLIAMSBURG,brooklyn,"1,621", 12/28/2021,130 BUSHWICK AVENUE
