,bbl,bin,bldg#,m,direction,house_num,street_name,street_type,zip,full_address
216,2022720005,2090711,6,,EAST,512,146,STREET,10455,512 EAST 146 STREET
217,2022720005,2090711,6,M,EAST,510,146,STREET,10455,510 EAST 146 STREET
218,2022720038,2093913,7,M,EAST,530,146,STREET,10455,530 EAST 146 STREET
219,2022720038,2093913,7,,EAST,528,146,STREET,10455,528 EAST 146 STREET
220,2022910050,2000513,8,M,EAST,455,146,STREET,10455,455 EAST 146 STREET
221,2022870026,2129390,8,,EAST,450,143,STREET,10454,450 EAST 143 STREET
222,2022720005,2090712,1,M,EAST,521,146,STREET,10455,521 EAST 146 STREET
223,2022720005,2090713,2,M,EAST,525,146,STREET,10455,525 EAST 146 STREET
224,2022720038,2093909,3,M,EAST,521,145,STREET,10454,521 EAST 145 STREET
225,2022720038,2093909,3,,EAST,525,145,STREET,10454,525 EAST 145 STREET
226,2022910023,2091085,6,M,EAST,409,146,STREET,10455,409 EAST 146 STREET
227,2022910023,2091085,6,,EAST,411,146,STREET,10455,411 EAST 146 STREET
228,2022910023,2091070,7,M,EAST,413,146,STREET,10455,413 EAST 146 STREET
229,2022910023,2091070,7,,EAST,415,146,STREET,10455,415 EAST 146 STREET
230,2022910023,2091092,8,M,EAST,445,146,STREET,10455,445 EAST 146 STREET
231,2022910001,2109608,1,M,EAST,400,147,STREET,10455,400 EAST 147 STREET
232,2022910030,2000508,2,M,EAST,460,147,STREET,10455,460 EAST 147 STREET
233,2022720119,2116543,3,M,EAST,550,147,STREET,10455,550 EAST 147 STREET
234,2022910001,2000000,4,,,474,WILLIS,AVENUE,10455,474 WILLIS AVENUE
235,2022720119,2093910,5,,,465,SAINT ANNS,AVENUE,10455,465 SAINT ANNS AVENUE
236,1021070059,1062490,1,,,1943,AMSTERDAM,AVENUE,10032,1943 AMSTERDAM AVENUE
237,1021070059,1062490,1,M,,1945,AMSTERDAM,AVENUE,10032,1945 AMSTERDAM AVENUE
238,1021070059,1062490,1,,,1949,AMSTERDAM,AVENUE,10032,1949 AMSTERDAM AVENUE
239,1021070059,1062490,1,,,1947,AMSTERDAM,AVENUE,10032,1947 AMSTERDAM AVENUE
240,2044310001,2093400,1,M,,2440,BOSTON,ROAD,10467,2440 BOSTON ROAD
241,2044310001,2093400,1,,,2430,BOSTON,ROAD,10467,2430 BOSTON ROAD
242,2044310001,2093401,2,,,2424,BOSTON,ROAD,10467,2424 BOSTON ROAD
243,2052630040,2093876,1,M,,3475,BIVONA,STREET,10475,3475 BIVONA STREET
244,2052630040,2093876,1,,,3485,BIVONA,STREET,10475,3485 BIVONA STREET
245,2052630040,2093875,2,M,,3555,BIVONA,STREET,10475,3555 BIVONA STREET
246,2052630040,2093875,2,,,3545,BIVONA,STREET,10475,3545 BIVONA STREET
247,2052630040,2093875,2,,,3565,BIVONA,STREET,10475,3565 BIVONA STREET
248,2052630070,2093879,3,,,3560,BIVONA,STREET,10475,3560 BIVONA STREET
249,2052630070,2093879,3,M,,3550,BIVONA,STREET,10475,3550 BIVONA STREET
250,2052630070,2093877,3,,,3540,BIVONA,STREET,10475,3540 BIVONA STREET
251,2052630070,2093879,3,,,3580,BIVONA,STREET,10475,3580 BIVONA STREET
252,2052630070,2093879,3,,,3570,BIVONA,STREET,10475,3570 BIVONA STREET
253,2052630070,2093877,4,,,2185,REEDS MILL,LANE,10475,2185 REEDS MILL LANE
254,2052630070,2093877,4,M,,2175,REEDS MILL,LANE,10475,2175 REEDS MILL LANE
255,2052630070,2112981,5,,,2185,REEDS MILL,LANE,10475,2185 REEDS MILL LANE
256,2052630070,2093877,6,,,3540,BIVONA,STREET,10475,3540 BIVONA STREET
257,3043550001,3324285,1,M,,785,SCHENCK,AVENUE,11207,785 SCHENCK AVENUE
258,3043550001,3324285,1,,,2150,LINDEN,BOULEVARD,11207,2150 LINDEN BOULEVARD
259,3043550001,3324285,1,M,,797,SCHENCK,AVENUE,11207,797 SCHENCK AVENUE
260,3043550001,3324288,10,M,,842,ASHFORD,STREET,11207,842 ASHFORD STREET
261,3043550001,3324288,10,,,773,STANLEY,AVENUE,11207,773 STANLEY AVENUE
262,3043550001,3324288,10,M,,854,ASHFORD,STREET,11207,854 ASHFORD STREET
263,3043770001,3324162,11,M,,845,SCHENCK,AVENUE,11207,845 SCHENCK AVENUE
264,3043770001,3324162,11,M,,857,SCHENCK,AVENUE,11207,857 SCHENCK AVENUE
265,3043770001,3324276,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE
266,3043770001,3324276,12,M,,893,SCHENCK,AVENUE,11207,893 SCHENCK AVENUE
267,3043770001,3324277,13,,,726,STANLEY,AVENUE,11207,726 STANLEY AVENUE
268,3043770001,3324277,13,M,,738,STANLEY,AVENUE,11207,738 STANLEY AVENUE
269,3043770001,3324277,13,M,,740,STANLEY,AVENUE,11207,740 STANLEY AVENUE
270,3043770001,3324279,14,M,,359,WORTMAN,AVENUE,11207,359 WORTMAN AVENUE
271,3043770001,3324279,14,M,,357,WORTMAN,AVENUE,11207,357 WORTMAN AVENUE
272,3043770001,3324278,15,M,,756,STANLEY,AVENUE,11207,756 STANLEY AVENUE
273,3043770001,3324278,15,M,,758,STANLEY,AVENUE,11207,758 STANLEY AVENUE
274,3043770001,3324278,15,,,772,STANLEY,AVENUE,11207,772 STANLEY AVENUE
275,3043770001,3324280,16,M,,363,WORTMAN,AVENUE,11207,363 WORTMAN AVENUE
276,3043770001,3324280,16,M,,361,WORTMAN,AVENUE,11207,361 WORTMAN AVENUE
277,3043770001,3324274,17,M,,872,ASHFORD,STREET,11207,872 ASHFORD STREET
278,3043770001,3324274,17,M,,884,ASHFORD,STREET,11207,884 ASHFORD STREET
279,3043770001,3324275,18,M,,908,ASHFORD,STREET,11207,908 ASHFORD STREET
280,3043770001,3324275,18,M,,920,ASHFORD,STREET,11207,920 ASHFORD STREET
281,3043550001,3324293,2,M,,817,SCHENCK,AVENUE,11207,817 SCHENCK AVENUE
282,3043550001,3324293,2,M,,829,SCHENCK,AVENUE,11207,829 SCHENCK AVENUE
283,3043550001,3324289,3,M,,2156,LINDEN,BOULEVARD,11207,2156 LINDEN BOULEVARD
284,3043550001,3324292,4,M,,807,SCHENCK,AVENUE,11207,807 SCHENCK AVENUE
285,3043550001,3324294,5,M,,725,STANLEY,AVENUE,11207,725 STANLEY AVENUE
286,3043550001,3324290,6,M,,2202,LINDEN,BOULEVARD,11207,2202 LINDEN BOULEVARD
287,3043550001,3324287,7,M,,830,ASHFORD,STREET,11207,830 ASHFORD STREET
288,3043550001,3324295,8,M,,765,STANLEY,AVENUE,11207,765 STANLEY AVENUE
289,3043550001,3324286,9,,,812,ASHFORD,STREET,11207,812 ASHFORD STREET
290,3043550001,3324286,9,,,828,ASHFORD,STREET,11207,828 ASHFORD STREET
291,3043550001,3324286,9,M,,804,ASHFORD,STREET,11207,804 ASHFORD STREET
292,3043550001,3324286,9,M,,816,ASHFORD,STREET,11207,816 ASHFORD STREET
293,3034100033,3326292,1,M,,580,CENTRAL,AVENUE,11207,580 CENTRAL AVENUE
294,3032760001,3325659,10,M,,140,HIMROD,STREET,11221,140 HIMROD STREET
295,3032760001,3325658,11,M,,139,HARMAN,STREET,11221,139 HARMAN STREET
296,3032760001,3325657,12,M,,251,CENTRAL,AVENUE,11221,251 CENTRAL AVENUE
297,3032750047,3074721,13,M,,270,CENTRAL,AVENUE,11221,270 CENTRAL AVENUE
298,3032850049,3075041,14,M,,290,CENTRAL,AVENUE,11221,290 CENTRAL AVENUE
299,3032960046,3075382,15,M,,310,CENTRAL,AVENUE,11221,310 CENTRAL AVENUE
300,3032860001,3325686,16,M,,250,WILSON,AVENUE,11237,250 WILSON AVENUE
301,3032860001,3325688,17,M,,190,HARMAN,STREET,11221,190 HARMAN STREET
302,3032860001,3325685,18,M,,1259,GREENE,AVENUE,11221,1259 GREENE AVENUE
303,3032860001,3325687,19,M,,140,HARMAN,STREET,11221,140 HARMAN STREET
304,3034100033,3326291,2,M,,155,ELDERT,STREET,11207,155 ELDERT STREET
305,3032860001,3325684,20,M,,1229,GREENE,AVENUE,11221,1229 GREENE AVENUE
306,3032860001,3325683,21,M,,269,CENTRAL,AVENUE,11221,269 CENTRAL AVENUE
307,3032970001,3325697,22,M,,270,WILSON,AVENUE,11237,270 WILSON AVENUE
308,3032970001,3325696,23,M,,1280,GREENE,AVENUE,11221,1280 GREENE AVENUE
309,3032970001,3325695,24,M,,1240,GREENE,AVENUE,11221,1240 GREENE AVENUE
310,3032970001,3325694,25,M,,289,CENTRAL,AVENUE,11221,289 CENTRAL AVENUE
311,3034030001,3078553,3,M,,595,EVERGREEN,AVENUE,11207,595 EVERGREEN AVENUE
312,3034100001,3078789,4,M,,615,EVERGREEN,AVENUE,11207,615 EVERGREEN AVENUE
313,3034150039,3326305,5,M,,690,EVERGREEN,AVENUE,11207,690 EVERGREEN AVENUE
314,3034090032,3078774,6,M,,670,EVERGREEN,AVENUE,11207,670 EVERGREEN AVENUE
315,3034150039,3326315,7,M,,85,COVERT,STREET,11207,85 COVERT STREET
316,3034150039,3326314,8,M,,75,COVERT,STREET,11207,75 COVERT STREET
317,3032760001,3325660,9,M,,160,HIMROD,STREET,11221,160 HIMROD STREET
318,3033320001,3325725,26,M,,1201,GATES,AVENUE,11221,1201 GATES AVENUE
319,3033320001,3325726,27,M,,415,EVERGREEN,AVENUE,11221,415 EVERGREEN AVENUE
320,3033410001,3326139,28,M,,431,EVERGREEN,AVENUE,11221,431 EVERGREEN AVENUE
321,3033410001,3326140,29,M,,1210,GATES,AVENUE,11221,1210 GATES AVENUE
322,3033410001,3326141,30,M,,1230,GATES,AVENUE,11221,1230 GATES AVENUE
323,3033410001,3326142,31,M,,1240,GATES,AVENUE,11221,1240 GATES AVENUE
324,3033410001,3326137,32,M,,1260,GATES,AVENUE,11221,1260 GATES AVENUE
325,3033410001,3326138,33,M,,400,CENTRAL,AVENUE,11221,400 CENTRAL AVENUE
326,3033410001,3326146,34,M,,143,PALMETTO,STREET,11221,143 PALMETTO STREET
327,3033410001,3326145,35,M,,125,PALMETTO,STREET,11221,125 PALMETTO STREET
328,3033410001,3326144,36,M,,105,PALMETTO,STREET,11221,105 PALMETTO STREET
329,3033410001,3326143,37,M,,95,PALMETTO,STREET,11221,95 PALMETTO STREET
330,3033590029,3076768,38,M,,440,CENTRAL,AVENUE,11221,440 CENTRAL AVENUE
331,3033420001,3326150,39,M,,1320,GATES,AVENUE,11221,1320 GATES AVENUE
332,3033420001,3326149,40,M,,1300,GATES,AVENUE,11221,1300 GATES AVENUE
333,3033420001,3326148,41,M,,375,CENTRAL,AVENUE,11221,375 CENTRAL AVENUE
334,3033420001,3326147,42,M,,161,PALMETTO,STREET,11221,161 PALMETTO STREET
335,3033510001,3326174,43,M,,390,WILSON,AVENUE,11221,390 WILSON AVENUE
336,3033510001,3326173,44,M,,210,PALMETTO,STREET,11221,210 PALMETTO STREET
337,3033510001,3326172,45,M,,200,PALMETTO,STREET,11221,200 PALMETTO STREET
338,3033510001,3326171,46,M,,190,PALMETTO,STREET,11221,190 PALMETTO STREET
339,3033510001,3326175,47,M,,191,WOODBINE,STREET,11221,191 WOODBINE STREET
340,3033510001,3326170,48,M,,180,PALMETTO,STREET,11221,180 PALMETTO STREET
341,3033510001,3326165,49,M,,170,PALMETTO,STREET,11221,170 PALMETTO STREET
342,3033510001,3326169,50,M,,399,CENTRAL,AVENUE,11221,399 CENTRAL AVENUE
343,3033500028,3076595,51,,,420,CENTRAL,AVENUE,11221,420 CENTRAL AVENUE
344,3033500028,3076595,51,,,422,CENTRAL,AVENUE,11221,422 CENTRAL AVENUE
345,3033340001,3342119,51,,,1387,GATES,AVENUE,11221,1387 GATES AVENUE
346,3033340022,3000000,51,,,230,LINDEN,STREET,11221,230 LINDEN STREET
347,3033160001,3075907,1,M,,176,MENAHAN,STREET,11237,176 MENAHAN STREET
348,3033160001,3075907,1,M,,172,MENAHAN,STREET,11237,172 MENAHAN STREET
349,3033160001,3075907,1,M,,319,WILSON,AVENUE,11237,319 WILSON AVENUE
350,3033160001,3075907,1,M,,323,WILSON,AVENUE,11237,323 WILSON AVENUE
351,3033160001,3075907,1,M,,327,WILSON,AVENUE,11237,327 WILSON AVENUE
352,3033250001,3338492,2,M,,242,GROVE,STREET,11237,242 GROVE STREET
353,3033250001,3338492,2,M,,238,GROVE,STREET,11237,238 GROVE STREET
354,3033250001,3338492,2,M,,234,GROVE,STREET,11237,234 GROVE STREET
355,3033250001,3338492,2,M,,230,GROVE,STREET,11237,230 GROVE STREET
356,3033250001,3338492,2,M,,226,GROVE,STREET,11237,226 GROVE STREET
357,3033250001,3338492,2,M,,339,WILSON,AVENUE,11221,339 WILSON AVENUE
358,3033250001,3338492,2,M,,343,WILSON,AVENUE,11221,343 WILSON AVENUE
359,3033250001,3338492,2,M,,347,WILSON,AVENUE,11221,347 WILSON AVENUE
360,3033250001,3338491,3,M,,235,LINDEN,STREET,11221,235 LINDEN STREET
361,3033250001,3338491,3,M,,239,LINDEN,STREET,11221,239 LINDEN STREET
362,3033250001,3338491,3,M,,243,LINDEN,STREET,11221,243 LINDEN STREET
363,3033250001,3338491,3,M,,247,LINDEN,STREET,11221,247 LINDEN STREET
364,3033250001,3338491,3,M,,251,LINDEN,STREET,11221,251 LINDEN STREET
365,3033250001,3338491,3,M,,532,KNICKERBOCKER,AVENUE,11221,532 KNICKERBOCKER AVENUE
366,3033250001,3338491,3,M,,528,KNICKERBOCKER,AVENUE,11221,528 KNICKERBOCKER AVENUE
367,3033250001,3338491,3,M,,524,KNICKERBOCKER,AVENUE,11221,524 KNICKERBOCKER AVENUE
368,3033340001,3338493,4,M,,236,LINDEN,STREET,11221,236 LINDEN STREET
369,3033340001,3338493,4,M,,232,LINDEN,STREET,11221,232 LINDEN STREET
370,3033340001,3338493,4,M,,228,LINDEN,STREET,11221,228 LINDEN STREET
371,3033340001,3338493,4,M,,224,LINDEN,STREET,11221,224 LINDEN STREET
372,3033340001,3338493,4,M,,220,LINDEN,STREET,11221,220 LINDEN STREET
373,3033340001,3338493,4,M,,357,WILSON,AVENUE,11221,357 WILSON AVENUE
374,3033340001,3338493,4,M,,361,WILSON,AVENUE,11221,361 WILSON AVENUE
375,3033340001,3338493,4,M,,365,WILSON,AVENUE,11221,365 WILSON AVENUE
376,3033340001,3342119,5,M,,1389,GATES,AVENUE,11221,1389 GATES AVENUE
377,3033340001,3396593,5,M,,1393,GATES,AVENUE,11221,1393 GATES AVENUE
378,3033340001,3342119,5,M,,1397,GATES,AVENUE,11221,1397 GATES AVENUE
379,3033340001,3342119,5,M,,1411,GATES,AVENUE,11221,1411 GATES AVENUE
380,3033340001,3342119,5,M,,1415,GATES,AVENUE,11221,1415 GATES AVENUE
381,3033340001,3342119,5,M,,558,KNICKERBOCKER,AVENUE,11221,558 KNICKERBOCKER AVENUE
382,3033340001,3342119,5,M,,554,KNICKERBOCKER,AVENUE,11221,554 KNICKERBOCKER AVENUE
383,3033340001,3342119,5,M,,550,KNICKERBOCKER,AVENUE,11221,550 KNICKERBOCKER AVENUE
384,2029280028,2092128,1,M,,1525,FULTON,AVENUE,10457,1525 FULTON AVENUE
385,2029280028,2092128,1,M,,1531,FULTON,AVENUE,10457,1531 FULTON AVENUE
386,2029280028,2092128,1,M,,1535,FULTON,AVENUE,10457,1535 FULTON AVENUE
387,2029280028,2092128,1,M,,1545,FULTON,AVENUE,10457,1545 FULTON AVENUE
388,2029280028,2092128,1,M,,560,CLAREMONT,PARKWAY,10457,560 CLAREMONT PARKWAY
389,2029280028,2092128,1,M,,550,CLAREMONT,PARKWAY,10457,550 CLAREMONT PARKWAY
390,2029280028,2092128,1,M,,544,CLAREMONT,PARKWAY,10457,544 CLAREMONT PARKWAY
391,2029280028,2092127,2,M,,3820,3,AVENUE,10457,3820 3 AVENUE
392,2029280028,2092127,2,M,,3812,3,AVENUE,10457,3812 3 AVENUE
393,2029280028,2092127,2,M,,3808,3,AVENUE,10457,3808 3 AVENUE
394,2029280028,2092127,2,M,,3804,3,AVENUE,10457,3804 3 AVENUE
395,2029280028,2092127,2,M,,3800,3,AVENUE,10457,3800 3 AVENUE
396,2029310086,2009713,3,M,,1325,FRANKLIN,AVENUE,10456,1325 FRANKLIN AVENUE
397,2029310086,2009713,3,,,1315,FRANKLIN,AVENUE,10456,1315 FRANKLIN AVENUE
398,3013810013,3036910,1,M,,1634,STERLING,PLACE,11233,1634 STERLING PLACE
399,3013570068,3035983,2,M,,1367,SAINT MARKS,AVENUE,11233,1367 SAINT MARKS AVENUE
400,3013570065,3035982,3,M,,1371,SAINT MARKS,AVENUE,11233,1371 SAINT MARKS AVENUE
401,3013690058,3036364,4,M,,1629,PARK,PLACE,11233,1629 PARK PLACE
402,3013750029,3036636,5,M,,1630,PARK,PLACE,11233,1630 PARK PLACE
403,3013750031,3036637,6,M,,1636,PARK,PLACE,11233,1636 PARK PLACE
404,3013750034,3036638,7,M,,1640,PARK,PLACE,11233,1640 PARK PLACE
405,3013750036,3036639,8,M,,1646,PARK,PLACE,11233,1646 PARK PLACE
406,2026800019,2005038,1,M,,1150,UNION,AVENUE,10459,1150 UNION AVENUE
407,2026800019,2005038,1,,,1152,UNION,AVENUE,10459,1152 UNION AVENUE
408,2026800019,2005038,1,M,,818,HOME,STREET,10459,818 HOME STREET
409,2026800019,2005038,1,,,1221,PROSPECT,AVENUE,10459,1221 PROSPECT AVENUE
410,2026200036,2004383,1,,,907,EAGLE,AVENUE,10456,907 EAGLE AVENUE
411,2026200036,2004383,1,M,,905,EAGLE,AVENUE,10456,905 EAGLE AVENUE
412,2030620021,2011855,1,M,,2111,LAFONTAINE,AVENUE,10457,2111 LAFONTAINE AVENUE
413,2030620021,2011855,1,,,2110,MONTEREY,AVENUE,10457,2110 MONTEREY AVENUE
414,2030620021,2011855,1,,,2125,LAFONTAINE,AVENUE,10457,2125 LAFONTAINE AVENUE
415,2030620021,2011855,1,,,2100,MONTEREY,AVENUE,10457,2100 MONTEREY AVENUE
416,2030620021,2011855,1,M,EAST,558,181,STREET,10457,558 EAST 181 STREET
417,2030620021,2011855,1,,EAST,554,181,STREET,10457,554 EAST 181 STREET
418,2030620021,2011855,1,,EAST,560,181,STREET,10457,560 EAST 181 STREET
419,2030620021,2011855,1,,,2120,MONTEREY,AVENUE,10457,2120 MONTEREY AVENUE
420,2030620006,2011852,2,,,2120,QUARRY,ROAD,10457,2120 QUARRY ROAD
421,2045810001,2093490,1,,,1130,BURKE,AVENUE,10469,1130 BURKE AVENUE
422,2045810001,2093490,1,M,,1134,BURKE,AVENUE,10469,1134 BURKE AVENUE
423,2045810001,2093490,1,M,,1140,BURKE,AVENUE,10469,1140 BURKE AVENUE
424,2045810001,2093503,10,,,3016,YATES,AVENUE,10469,3016 YATES AVENUE
425,2045810001,2093503,10,M,,3020,YATES,AVENUE,10469,3020 YATES AVENUE
426,2045810001,2093503,10,M,,3010,YATES,AVENUE,10469,3010 YATES AVENUE
427,2045810001,2093496,2,M,,1160,BURKE,AVENUE,10469,1160 BURKE AVENUE
428,2045810001,2093497,2,M,,1166,BURKE,AVENUE,10469,1166 BURKE AVENUE
429,2045810001,2093497,2,,,1170,BURKE,AVENUE,10469,1170 BURKE AVENUE
430,2045810001,2093498,3,M,,1210,BURKE,AVENUE,10469,1210 BURKE AVENUE
431,2045810001,2093499,3,M,,1216,BURKE,AVENUE,10469,1216 BURKE AVENUE
432,2045810001,2093499,3,,,1220,BURKE,AVENUE,10469,1220 BURKE AVENUE
433,2045810001,2093500,4,M,,1236,BURKE,AVENUE,10469,1236 BURKE AVENUE
434,2045810001,2093500,4,,,1230,BURKE,AVENUE,10469,1230 BURKE AVENUE
435,2045810001,2093501,4,M,,1240,BURKE,AVENUE,10469,1240 BURKE AVENUE
436,2045810001,2093501,4,,,1246,BURKE,AVENUE,10469,1246 BURKE AVENUE
437,2045810001,2093502,5,M,,1260,BURKE,AVENUE,10469,1260 BURKE AVENUE
438,2045810001,2093494,6,M,,3055,BOUCK,AVENUE,10469,3055 BOUCK AVENUE
439,2045810001,2093493,7,M,,1255,ADEE,AVENUE,10469,1255 ADEE AVENUE
440,2045810001,2093492,8,M,,1245,ADEE,AVENUE,10469,1245 ADEE AVENUE
441,2045810001,2093491,9,,,1221,ADEE,AVENUE,10469,1221 ADEE AVENUE
442,2045810001,2093491,9,M,,1219,ADEE,AVENUE,10469,1219 ADEE AVENUE
443,2049050001,2093739,1,M,,1180,GRENADA,PLACE,10466,1180 GRENADA PLACE
444,2049050001,2093739,1,M,,1186,GRENADA,PLACE,10466,1186 GRENADA PLACE
445,2049050001,2094149,10,M,,1166,GRENADA,PLACE,10466,1166 GRENADA PLACE
446,2049050001,2094149,10,M,,1160,GRENADA,PLACE,10466,1160 GRENADA PLACE
447,2049050001,2094143,11,M,,1137,229 DRIVE,NORTH,10466,1137 229 DRIVE NORTH
448,2049050001,2094143,11,M,,1139,229 DRIVE,NORTH,10466,1139 229 DRIVE NORTH
449,2049050001,2094148,12,M,,1125,229 DRIVE,NORTH,10466,1125 229 DRIVE NORTH
450,2049050001,2094148,12,M,,1127,229 DRIVE,NORTH,10466,1127 229 DRIVE NORTH
451,2049050001,2094146,13,M,EAST,1107,229,STREET,10466,1107 EAST 229 STREET
452,2049050001,2094146,13,M,EAST,1111,229,STREET,10466,1111 EAST 229 STREET
453,2049050001,2094147,14,M,EAST,1135,229,STREET,10466,1135 EAST 229 STREET
454,2049050001,2094147,14,,,1126,229 DRIVE,NORTH,10466,1126 229 DRIVE NORTH
455,2049050001,2094151,15,M,EAST,1141,229,STREET,10466,1141 EAST 229 STREET
456,2049050001,2094152,16,,,1146,229 DRIVE,NORTH,10466,1146 229 DRIVE NORTH
457,2049050001,2094152,16,M,EAST,1151,229,STREET,10466,1151 EAST 229 STREET
458,2049050001,2094152,16,,EAST,1145,229,STREET,10466,1145 EAST 229 STREET
459,2049050001,2094153,17,M,EAST,1165,229,STREET,10466,1165 EAST 229 STREET
460,2049050001,2094154,18,M,EAST,1175,229,STREET,10466,1175 EAST 229 STREET
461,2049050001,2094155,19,M,,1189,229 DRIVE,NORTH,10466,1189 229 DRIVE NORTH
462,2049050001,2094155,19,M,EAST,1195,229,STREET,10466,1195 EAST 229 STREET
463,2049050001,2094142,2,M,,3881,BAYCHESTER,AVENUE,10466,3881 BAYCHESTER AVENUE
464,2049050001,2094142,2,M,,3885,BAYCHESTER,AVENUE,10466,3885 BAYCHESTER AVENUE
465,2049050003,2094150,20,M,,1170,229 DRIVE,SOUTH,10466,1170 229 DRIVE SOUTH
466,2049050003,2094157,21,,,1135,229 DRIVE,SOUTH,10466,1135 229 DRIVE SOUTH
467,2049050003,2094157,21,M,,1153,229 DRIVE,SOUTH,10466,1153 229 DRIVE SOUTH
468,2049050003,2094157,21,M,,1155,229 DRIVE,SOUTH,10466,1155 229 DRIVE SOUTH
469,2049050003,2094156,22,,,1130,229 DRIVE,SOUTH,10466,1130 229 DRIVE SOUTH
470,2049050003,2094156,22,M,,1132,229 DRIVE,SOUTH,10466,1132 229 DRIVE SOUTH
471,2049050003,2094158,23,M,EAST,1128,229,STREET,10466,1128 EAST 229 STREET
472,2049050003,2094158,23,M,EAST,1120,229,STREET,10466,1120 EAST 229 STREET
473,2049050003,2094161,24,M,,4044,LACONIA,AVENUE,10466,4044 LACONIA AVENUE
474,2049050003,2094161,24,M,,4040,LACONIA,AVENUE,10466,4040 LACONIA AVENUE
475,2049050003,2094162,25,M,,4056,LACONIA,AVENUE,10466,4056 LACONIA AVENUE
476,2049050003,2094162,25,M,,4064,LACONIA,AVENUE,10466,4064 LACONIA AVENUE
477,2049050003,2094159,26,M,,4020,LACONIA,AVENUE,10466,4020 LACONIA AVENUE
478,2049050003,2094159,26,M,,4024,LACONIA,AVENUE,10466,4024 LACONIA AVENUE
479,2049050003,2094160,27,M,,4034,LACONIA,AVENUE,10466,4034 LACONIA AVENUE
480,2049050003,2094160,27,M,,4030,LACONIA,AVENUE,10466,4030 LACONIA AVENUE
481,2049050003,2097991,28,M,,1138,229 DRIVE,SOUTH,10466,1138 229 DRIVE SOUTH
482,2049050003,2094168,29,M,,1154,229 DRIVE,SOUTH,10466,1154 229 DRIVE SOUTH
483,2049050001,2094141,3,M,,3861,BAYCHESTER,AVENUE,10466,3861 BAYCHESTER AVENUE
484,2049050001,2094141,3,M,,3865,BAYCHESTER,AVENUE,10466,3865 BAYCHESTER AVENUE
485,2049050003,2094169,30,M,,1160,229 DRIVE,SOUTH,10466,1160 229 DRIVE SOUTH
486,2049050003,2094166,31,M,,1187,226,DRIVE,10466,1187 226 DRIVE
487,2049050003,2094166,31,M,,1183,226,DRIVE,10466,1183 226 DRIVE
488,2049050003,2094165,32,M,,1169,226,DRIVE,10466,1169 226 DRIVE
489,2049050003,2094165,32,M,,1165,226,DRIVE,10466,1165 226 DRIVE
490,2049050003,2094164,33,,,1151,226,DRIVE,10466,1151 226 DRIVE
491,2049050003,2094164,33,M,,1145,226,DRIVE,10466,1145 226 DRIVE
492,2049050003,2094164,33,M,,1141,226,DRIVE,10466,1141 226 DRIVE
493,2049050003,2094163,34,M,,1131,226,DRIVE,10466,1131 226 DRIVE
494,2049050003,2094163,34,M,,1135,226,DRIVE,10466,1135 226 DRIVE
495,2049050003,2094171,35,M,,4000,LACONIA,AVENUE,10466,4000 LACONIA AVENUE
496,2049050003,2094171,35,M,,4010,LACONIA,AVENUE,10466,4010 LACONIA AVENUE
497,2049050003,2094172,36,M,EAST,1115,225,STREET,10466,1115 EAST 225 STREET
498,2049050003,2094172,36,M,EAST,1121,225,STREET,10466,1121 EAST 225 STREET
499,2049050003,2094173,37,M,,1138,226,DRIVE,10466,1138 226 DRIVE
500,2049050003,2094173,37,M,,1130,226,DRIVE,10466,1130 226 DRIVE
501,2049050003,2094176,38,M,EAST,1155,225,STREET,10466,1155 EAST 225 STREET
502,2049050003,2094176,38,M,EAST,1161,225,STREET,10466,1161 EAST 225 STREET
503,2049050003,2094177,39,M,EAST,1181,225,STREET,10466,1181 EAST 225 STREET
504,2049050003,2094177,39,M,EAST,1175,225,STREET,10466,1175 EAST 225 STREET
505,2049050001,2094140,4,M,,3841,BAYCHESTER,AVENUE,10466,3841 BAYCHESTER AVENUE
506,2049050001,2094140,4,M,,3845,BAYCHESTER,AVENUE,10466,3845 BAYCHESTER AVENUE
507,2049050003,2094174,40,M,EAST,1195,225,STREET,10466,1195 EAST 225 STREET
508,2049050003,2094174,40,M,,1855,SCHIEFFELIN,AVENUE,10466,1855 SCHIEFFELIN AVENUE
509,2049050003,2094178,41,,EAST,1140,229,STREET,10466,1140 EAST 229 STREET
510,2049050003,2094178,41,,EAST,1150,229,STREET,10466,1150 EAST 229 STREET
511,2049050001,2112989,42,,,1149,229 DRIVE,NORTH,10466,1149 229 DRIVE NORTH
512,2049050001,2094138,5,M,,1981,SCHIEFFELIN,AVENUE,10466,1981 SCHIEFFELIN AVENUE
513,2049050001,2094138,5,M,,1985,SCHIEFFELIN,AVENUE,10466,1985 SCHIEFFELIN AVENUE
514,2049050001,2094137,6,M,,1961,SCHIEFFELIN,AVENUE,10466,1961 SCHIEFFELIN AVENUE
515,2049050001,2094137,6,M,,1965,SCHIEFFELIN,AVENUE,10466,1965 SCHIEFFELIN AVENUE
516,2049050001,2094139,7,M,,1173,229 DRIVE,NORTH,10466,1173 229 DRIVE NORTH
517,2049050001,2094145,8,,,1161,229 DRIVE,NORTH,10466,1161 229 DRIVE NORTH
518,2049050001,2094145,8,M,,1159,229 DRIVE,NORTH,10466,1159 229 DRIVE NORTH
519,2049050001,2094144,9,M,,1147,229 DRIVE,NORTH,10466,1147 229 DRIVE NORTH
