,bbl,bin,bldg#,m,direction,house_num,street_name,street_type,zip,full_address,index,development,transfer_date,boro,units,_merge
788,3014700008,3393284,5,M,,543,RALPH,AVENUE,11233,543 RALPH AVENUE,797.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
789,3014700008,3393284,5,M,,543,RALPH,AVENUE,11233,543 RALPH AVENUE,797.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
790,3014700008,3393284,5,M,,543,RALPH,AVENUE,11233,543 RALPH AVENUE,797.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
791,3014700003,3393283,5,M,,545,RALPH,AVENUE,11233,545 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
792,3014700003,3393283,5,M,,545,RALPH,AVENUE,11233,545 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
793,3014700003,3393283,5,M,,545,RALPH,AVENUE,11233,545 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
794,3014700003,3426868,5,M,,547,RALPH,AVENUE,11233,547 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
795,3014700003,3426868,5,M,,547,RALPH,AVENUE,11233,547 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
796,3014700003,3426868,5,M,,547,RALPH,AVENUE,11233,547 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
797,3014700003,3426867,5,M,,549,RALPH,AVENUE,11233,549 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
798,3014700003,3426867,5,M,,549,RALPH,AVENUE,11233,549 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
799,3014700003,3426867,5,M,,549,RALPH,AVENUE,11233,549 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
800,3014700003,3348345,5,M,,551,RALPH,AVENUE,11233,551 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
801,3014700003,3348345,5,M,,551,RALPH,AVENUE,11233,551 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
802,3014700003,3348345,5,M,,551,RALPH,AVENUE,11233,551 RALPH AVENUE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
803,3014700003,3348345,5,,,1651,SAINT JOHNS,PLACE,11233,1651 SAINT JOHNS PLACE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
804,3014700003,3348345,5,,,1659,SAINT JOHNS,PLACE,11233,1659 SAINT JOHNS PLACE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
805,3014700003,3348345,5,,,1649,SAINT JOHNS,PLACE,11233,1649 SAINT JOHNS PLACE,800.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
806,3014700011,3348327,6,M,,1720,STERLING,PLACE,11233,1720 STERLING PLACE,783.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
807,3014700011,3348327,6,M,,1720,STERLING,PLACE,11233,1720 STERLING PLACE,783.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
808,3014700011,3348327,6,M,,1720,STERLING,PLACE,11233,1720 STERLING PLACE,783.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
809,3014700011,3426869,6,M,,1722,STERLING,PLACE,11233,1722 STERLING PLACE,783.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
810,3014700011,3426869,6,M,,1722,STERLING,PLACE,11233,1722 STERLING PLACE,783.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
811,3014700011,3426869,6,M,,1722,STERLING,PLACE,11233,1722 STERLING PLACE,783.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
812,3014700015,3393508,6,M,,1724,STERLING,PLACE,11233,1724 STERLING PLACE,814.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
813,3014700015,3393508,6,M,,1724,STERLING,PLACE,11233,1724 STERLING PLACE,814.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
814,3014700015,3393508,6,M,,1724,STERLING,PLACE,11233,1724 STERLING PLACE,814.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
815,3014700017,3393509,6,M,,1726,STERLING,PLACE,11233,1726 STERLING PLACE,820.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
816,3014700017,3393509,6,M,,1726,STERLING,PLACE,11233,1726 STERLING PLACE,820.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
817,3014700017,3393509,6,M,,1726,STERLING,PLACE,11233,1726 STERLING PLACE,820.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
818,3014700018,3393510,6,M,,1728,STERLING,PLACE,11233,1728 STERLING PLACE,823.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
819,3014700018,3393510,6,M,,1728,STERLING,PLACE,11233,1728 STERLING PLACE,823.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
820,3014700018,3393510,6,M,,1728,STERLING,PLACE,11233,1728 STERLING PLACE,823.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
821,3014700019,3392444,6,M,,1730,STERLING,PLACE,11233,1730 STERLING PLACE,826.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
822,3014700019,3392444,6,M,,1730,STERLING,PLACE,11233,1730 STERLING PLACE,826.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
823,3014700019,3392444,6,M,,1730,STERLING,PLACE,11233,1730 STERLING PLACE,826.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
824,3014700020,3251210,6,M,,1732,STERLING,PLACE,11233,1732 STERLING PLACE,829.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
825,3014700020,3251210,6,M,,1732,STERLING,PLACE,11233,1732 STERLING PLACE,829.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
826,3014700020,3251210,6,M,,1732,STERLING,PLACE,11233,1732 STERLING PLACE,829.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
827,3014700022,3392455,6,M,,1734,STERLING,PLACE,11233,1734 STERLING PLACE,835.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
828,3014700022,3392455,6,M,,1734,STERLING,PLACE,11233,1734 STERLING PLACE,835.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
829,3014700022,3392455,6,M,,1734,STERLING,PLACE,11233,1734 STERLING PLACE,835.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
830,3014700023,3392466,6,M,,1736,STERLING,PLACE,11233,1736 STERLING PLACE,838.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
831,3014700023,3392466,6,M,,1736,STERLING,PLACE,11233,1736 STERLING PLACE,838.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
832,3014700023,3392466,6,M,,1736,STERLING,PLACE,11233,1736 STERLING PLACE,838.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
833,3014710011,3392621,7,M,,497,HOWARD,AVENUE,11233,497 HOWARD AVENUE,841.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
834,3014710011,3392621,7,M,,497,HOWARD,AVENUE,11233,497 HOWARD AVENUE,841.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
835,3014710011,3392621,7,M,,497,HOWARD,AVENUE,11233,497 HOWARD AVENUE,841.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
836,3014710010,3348346,7,M,,499,HOWARD,AVENUE,11233,499 HOWARD AVENUE,847.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
837,3014710010,3348346,7,M,,499,HOWARD,AVENUE,11233,499 HOWARD AVENUE,847.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
838,3014710010,3348346,7,M,,499,HOWARD,AVENUE,11233,499 HOWARD AVENUE,847.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
839,3014710009,3392551,7,M,,501,HOWARD,AVENUE,11233,501 HOWARD AVENUE,850.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
840,3014710009,3392551,7,M,,501,HOWARD,AVENUE,11233,501 HOWARD AVENUE,850.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
841,3014710009,3392551,7,M,,501,HOWARD,AVENUE,11233,501 HOWARD AVENUE,850.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
842,3014710008,3393522,7,M,,503,HOWARD,AVENUE,11233,503 HOWARD AVENUE,853.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
843,3014710008,3393522,7,M,,503,HOWARD,AVENUE,11233,503 HOWARD AVENUE,853.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
844,3014710008,3393522,7,M,,503,HOWARD,AVENUE,11233,503 HOWARD AVENUE,853.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
845,3014710007,3393520,7,M,,505,HOWARD,AVENUE,11233,505 HOWARD AVENUE,856.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
846,3014710007,3393520,7,M,,505,HOWARD,AVENUE,11233,505 HOWARD AVENUE,856.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
847,3014710007,3393520,7,M,,505,HOWARD,AVENUE,11233,505 HOWARD AVENUE,856.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
848,3014710006,3393519,7,M,,507,HOWARD,AVENUE,11233,507 HOWARD AVENUE,859.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
849,3014710006,3393519,7,M,,507,HOWARD,AVENUE,11233,507 HOWARD AVENUE,859.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
850,3014710006,3393519,7,M,,507,HOWARD,AVENUE,11233,507 HOWARD AVENUE,859.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
851,3014710005,3393518,7,M,,509,HOWARD,AVENUE,11233,509 HOWARD AVENUE,862.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
852,3014710005,3393518,7,M,,509,HOWARD,AVENUE,11233,509 HOWARD AVENUE,862.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
853,3014710005,3393518,7,M,,509,HOWARD,AVENUE,11233,509 HOWARD AVENUE,862.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
854,3014710001,3039448,7,M,,511,HOWARD,AVENUE,11233,511 HOWARD AVENUE,864.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
855,3014710001,3039448,7,M,,511,HOWARD,AVENUE,11233,511 HOWARD AVENUE,864.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
856,3014710001,3000000,7,,,513,HOWARD,AVENUE,11233,513 HOWARD AVENUE,864.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
857,3014710001,3000000,7,,,515,HOWARD,AVENUE,11233,515 HOWARD AVENUE,864.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
858,3014710001,3000000,7,,,1745,SAINT JOHNS,PLACE,11233,1745 SAINT JOHNS PLACE,864.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
859,3014710001,3000000,7,,,1737,SAINT JOHNS,PLACE,11233,1737 SAINT JOHNS PLACE,864.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
860,3014710001,3039448,7,M,,511,HOWARD,AVENUE,11233,511 HOWARD AVENUE,864.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
861,3014710014,3393524,8,M,,1790,STERLING,PLACE,11233,1790 STERLING PLACE,869.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
862,3014710014,3393524,8,M,,1790,STERLING,PLACE,11233,1790 STERLING PLACE,869.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
863,3014710014,3393524,8,M,,1790,STERLING,PLACE,11233,1790 STERLING PLACE,869.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
864,3014710015,3393525,8,M,,1792,STERLING,PLACE,11233,1792 STERLING PLACE,872.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
865,3014710015,3393525,8,M,,1792,STERLING,PLACE,11233,1792 STERLING PLACE,872.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
866,3014710015,3393525,8,M,,1792,STERLING,PLACE,11233,1792 STERLING PLACE,872.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
867,3014710016,3039449,8,M,,1794,STERLING,PLACE,11233,1794 STERLING PLACE,875.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
868,3014710016,3039449,8,M,,1794,STERLING,PLACE,11233,1794 STERLING PLACE,875.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
869,3014710016,3039449,8,M,,1794,STERLING,PLACE,11233,1794 STERLING PLACE,875.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
870,3014710017,3393526,8,M,,1796,STERLING,PLACE,11233,1796 STERLING PLACE,878.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
871,3014710017,3393526,8,M,,1796,STERLING,PLACE,11233,1796 STERLING PLACE,878.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
872,3014710017,3393526,8,M,,1796,STERLING,PLACE,11233,1796 STERLING PLACE,878.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
873,3014710019,3039450,8,M,,1798,STERLING,PLACE,11233,1798 STERLING PLACE,887.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
874,3014710019,3039450,8,M,,1798,STERLING,PLACE,11233,1798 STERLING PLACE,887.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
875,3014710019,3039450,8,M,,1798,STERLING,PLACE,11233,1798 STERLING PLACE,887.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
876,3014710020,3039451,8,M,,1800,STERLING,PLACE,11233,1800 STERLING PLACE,890.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
877,3014710020,3039451,8,M,,1800,STERLING,PLACE,11233,1800 STERLING PLACE,890.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
878,3014710020,3039451,8,M,,1800,STERLING,PLACE,11233,1800 STERLING PLACE,890.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
879,3014710021,3039452,8,M,,1802,STERLING,PLACE,11233,1802 STERLING PLACE,894.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
880,3014710021,3039452,8,M,,1802,STERLING,PLACE,11233,1802 STERLING PLACE,894.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
881,3014710021,3039452,8,M,,1802,STERLING,PLACE,11233,1802 STERLING PLACE,894.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
882,3014710023,3406675,8,M,,1804,STERLING,PLACE,11233,1804 STERLING PLACE,893.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
883,3014710023,3406675,8,M,,1804,STERLING,PLACE,11233,1804 STERLING PLACE,893.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
884,3014710023,3406675,8,M,,1804,STERLING,PLACE,11233,1804 STERLING PLACE,893.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
885,3014710024,3000000,8,,,1814,STERLING,PLACE,11233,1814 STERLING PLACE,896.0,HOWARD AVENUE-PARK PLACE,2023-11-28,BROOKLYN,156.0,both
886,3021720001,3334990,1,,,83,TAYLOR,STREET,11249,83 TAYLOR STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
887,3021720001,3334990,1,M,,85,TAYLOR,STREET,11249,85 TAYLOR STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
888,3021720001,3334991,2,,,128,CLYMER,STREET,11249,128 CLYMER STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
889,3021720001,3334991,2,M,,130,CLYMER,STREET,11249,130 CLYMER STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
890,3021720001,3334989,3,,,140,CLYMER,STREET,11249,140 CLYMER STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
891,3021720001,3334989,3,,,123,TAYLOR,STREET,11249,123 TAYLOR STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
892,3021720001,3334989,3,M,,125,TAYLOR,STREET,11249,125 TAYLOR STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
893,3021720001,3334989,3,,,119,TAYLOR,STREET,11249,119 TAYLOR STREET,897.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
894,3021760001,3059905,4,,,119,WILSON,STREET,11249,119 WILSON STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
895,3021760001,3059905,4,,,114,TAYLOR,STREET,11249,114 TAYLOR STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
896,3021760001,3059905,4,M,,121,WILSON,STREET,11249,121 WILSON STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
897,3021760001,3341986,5,,,97,WILSON,STREET,11249,97 WILSON STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
898,3021760001,3341989,5,,,110,TAYLOR,STREET,11249,110 TAYLOR STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
899,3021760001,3341986,5,,,95,WILSON,STREET,11249,95 WILSON STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
900,3021760001,3341986,5,M,,99,WILSON,STREET,11249,99 WILSON STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
901,3021760001,3341987,6,M,,75,WILSON,STREET,11249,75 WILSON STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
902,3021760001,3341987,6,,,73,WILSON,STREET,11249,73 WILSON STREET,905.0,INDEPENDENCE,2020-02-12,BROOKLYN,744.0,both
903,3046710007,3101906,1,M,,1142,LENOX,ROAD,11212,1142 LENOX ROAD,914.0,LENOX ROAD-ROCKAWAY PARKWAY,2023-11-28,BROOKLYN,74.0,both
904,3046720001,3101952,2,M,,1144,LENOX,ROAD,11212,1144 LENOX ROAD,915.0,LENOX ROAD-ROCKAWAY PARKWAY,2023-11-28,BROOKLYN,74.0,both
905,3046520045,3101290,3,M,,1145,LENOX,ROAD,11212,1145 LENOX ROAD,916.0,LENOX ROAD-ROCKAWAY PARKWAY,2023-11-28,BROOKLYN,74.0,both
906,3043710001,3324019,1,M,,570,STANLEY,AVENUE,11207,570 STANLEY AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
907,3043930001,3337067,10,M,,190,WORTMAN,AVENUE,11207,190 WORTMAN AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
908,3043930001,3337068,11,M,,240,WORTMAN,AVENUE,11207,240 WORTMAN AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
909,3043930001,3337069,12,M,,250,WORTMAN,AVENUE,11207,250 WORTMAN AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
910,3043930001,3337065,13,M,,245,COZINE,AVENUE,11207,245 COZINE AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
911,3043930001,3337062,14,M,,215,COZINE,AVENUE,11207,215 COZINE AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
912,3043930001,3337062,14,,,213,COZINE,AVENUE,11207,213 COZINE AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
913,3043930001,3337062,14,,,217,COZINE,AVENUE,11207,217 COZINE AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
914,3043930001,3337061,15,M,,195,COZINE,AVENUE,11207,195 COZINE AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
915,3043970001,3324281,16,M,,270,WORTMAN,AVENUE,11207,270 WORTMAN AVENUE,926.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
916,3043970001,3324284,17,M,,300,WORTMAN,AVENUE,11207,300 WORTMAN AVENUE,926.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
917,3043970001,3324283,18,M,,295,COZINE,AVENUE,11207,295 COZINE AVENUE,926.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
918,3043970001,3324282,19,M,,285,COZINE,AVENUE,11207,285 COZINE AVENUE,926.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
919,3043710001,3324020,2,M,,580,STANLEY,AVENUE,11207,580 STANLEY AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
920,3043750050,3396477,20,,,696,STANLEY,AVENUE,11207,696 STANLEY AVENUE,931.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
921,3043750050,3412949,21,,,670,STANLEY,AVENUE,11207,670 STANLEY AVENUE,931.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
922,3043710001,3324015,3,M,,630,STANLEY,AVENUE,11207,630 STANLEY AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
923,3043710001,3324018,4,M,,640,STANLEY,AVENUE,11207,640 STANLEY AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
924,3043710001,3324016,5,,,247,WORTMAN,AVENUE,11207,247 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
925,3043710001,3324016,5,,,912,VAN SICLEN,AVENUE,11207,912 VAN SICLEN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
926,3043710001,3324016,5,M,,245,WORTMAN,AVENUE,11207,245 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
927,3043710001,3324016,5,,,243,WORTMAN,AVENUE,11207,243 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
928,3043710001,3324016,5,,,914,VAN SICLEN,AVENUE,11207,914 VAN SICLEN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
929,3043710001,3324017,6,M,,225,WORTMAN,AVENUE,11207,225 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
930,3043710001,3324022,7,M,,215,WORTMAN,AVENUE,11207,215 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
931,3043710001,3324021,8,M,,185,WORTMAN,AVENUE,11207,185 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
932,3043710001,3324021,8,,,187,WORTMAN,AVENUE,11207,187 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
933,3043710001,3324021,8,,,183,WORTMAN,AVENUE,11207,183 WORTMAN AVENUE,917.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
934,3043930001,3337066,9,M,,180,WORTMAN,AVENUE,11207,180 WORTMAN AVENUE,918.0,LINDEN,2021-12-28,BROOKLYN,1586.0,both
935,1019840001,1084125,1,,WEST,549,126,STREET,10027,549 WEST 126 STREET,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
936,1019840001,1084125,1,,WEST,555,126,STREET,10027,555 WEST 126 STREET,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
937,1019840001,1084125,1,M,WEST,545,126,STREET,10027,545 WEST 126 STREET,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
938,1019840001,1084125,2,,,3240,BROADWAY,STREET,10027,3240 BROADWAY STREET,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
939,1019840001,1084125,2,M,,3250,BROADWAY,STREET,10027,3250 BROADWAY STREET,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
940,1019840001,1084127,3,,,1414,AMSTERDAM,AVENUE,10027,1414 AMSTERDAM AVENUE,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
941,1019840001,1084127,3,M,,1420,AMSTERDAM,AVENUE,10027,1420 AMSTERDAM AVENUE,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
942,1019840001,1084128,4,M,,1430,AMSTERDAM,AVENUE,10027,1430 AMSTERDAM AVENUE,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
943,1019840001,1084129,5,M,,1470,AMSTERDAM,AVENUE,10027,1470 AMSTERDAM AVENUE,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
944,1019840001,1084130,6,,WEST,530,133,STREET,10027,530 WEST 133 STREET,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
945,1019840001,1084130,6,M,,95,OLD BROADWAY,STREET,10027,95 OLD BROADWAY STREET,946.0,MANHATTANVILLE,2024-12-12,MANHATTAN,1272.0,both
946,1019880020,1059758,1,M,WEST,515,134,STREET,10031,515 WEST 134 STREET,957.0,MANHATTANVILLE REHAB (GROUP 2),2020-11-30,MANHATTAN,46.0,both
947,1019880022,1059760,2,M,WEST,511,134,STREET,10031,511 WEST 134 STREET,958.0,MANHATTANVILLE REHAB (GROUP 2),2020-11-30,MANHATTAN,46.0,both
948,1019880031,1059765,3,M,,1504,AMSTERDAM,AVENUE,10031,1504 AMSTERDAM AVENUE,959.0,MANHATTANVILLE REHAB (GROUP 2),2020-11-30,MANHATTAN,46.0,both
949,1019870017,1079738,1,M,WEST,529,133,STREET,10027,529 WEST 133 STREET,960.0,MANHATTANVILLE REHAB (GROUP 3),2020-11-30,MANHATTAN,51.0,both
