,bbl,bin,bldg#,m,direction,house_num,street_name,street_type,zip,full_address,index,development,transfer_date,boro,units,_merge
370,3033340001,3338493,4,M,,228,LINDEN,STREET,11221,228 LINDEN STREET,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
371,3033340001,3338493,4,M,,224,LINDEN,STREET,11221,224 LINDEN STREET,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
372,3033340001,3338493,4,M,,220,LINDEN,STREET,11221,220 LINDEN STREET,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
373,3033340001,3338493,4,M,,357,WILSON,AVENUE,11221,357 WILSON AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
374,3033340001,3338493,4,M,,361,WILSON,AVENUE,11221,361 WILSON AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
375,3033340001,3338493,4,M,,365,WILSON,AVENUE,11221,365 WILSON AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
376,3033340001,3342119,5,M,,1389,GATES,AVENUE,11221,1389 GATES AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
377,3033340001,3396593,5,M,,1393,GATES,AVENUE,11221,1393 GATES AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
378,3033340001,3342119,5,M,,1397,GATES,AVENUE,11221,1397 GATES AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
379,3033340001,3342119,5,M,,1411,GATES,AVENUE,11221,1411 GATES AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
380,3033340001,3342119,5,M,,1415,GATES,AVENUE,11221,1415 GATES AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
381,3033340001,3342119,5,M,,558,KNICKERBOCKER,AVENUE,11221,558 KNICKERBOCKER AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
382,3033340001,3342119,5,M,,554,KNICKERBOCKER,AVENUE,11221,554 KNICKERBOCKER AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
383,3033340001,3342119,5,M,,550,KNICKERBOCKER,AVENUE,11221,550 KNICKERBOCKER AVENUE,348.0,BUSHWICK II CDA (GROUP E),2019-07-18,BROOKLYN,276.0,both
384,2029280028,2092128,1,M,,1525,FULTON,AVENUE,10457,1525 FULTON AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
385,2029280028,2092128,1,M,,1531,FULTON,AVENUE,10457,1531 FULTON AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
386,2029280028,2092128,1,M,,1535,FULTON,AVENUE,10457,1535 FULTON AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
387,2029280028,2092128,1,M,,1545,FULTON,AVENUE,10457,1545 FULTON AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
388,2029280028,2092128,1,M,,560,CLAREMONT,PARKWAY,10457,560 CLAREMONT PARKWAY,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
389,2029280028,2092128,1,M,,550,CLAREMONT,PARKWAY,10457,550 CLAREMONT PARKWAY,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
390,2029280028,2092128,1,M,,544,CLAREMONT,PARKWAY,10457,544 CLAREMONT PARKWAY,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
391,2029280028,2092127,2,M,,3820,3,AVENUE,10457,3820 3 AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
392,2029280028,2092127,2,M,,3812,3,AVENUE,10457,3812 3 AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
393,2029280028,2092127,2,M,,3808,3,AVENUE,10457,3808 3 AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
394,2029280028,2092127,2,M,,3804,3,AVENUE,10457,3804 3 AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
395,2029280028,2092127,2,M,,3800,3,AVENUE,10457,3800 3 AVENUE,387.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
396,2029310086,2009713,3,M,,1325,FRANKLIN,AVENUE,10456,1325 FRANKLIN AVENUE,399.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
397,2029310086,2009713,3,,,1315,FRANKLIN,AVENUE,10456,1315 FRANKLIN AVENUE,399.0,CLAREMONT PARKWAY-FRANKLIN AVENUE,2023-11-28,BRONX,188.0,both
398,3013810013,3036910,1,M,,1634,STERLING,PLACE,11233,1634 STERLING PLACE,401.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
399,3013570068,3035983,2,M,,1367,SAINT MARKS,AVENUE,11233,1367 SAINT MARKS AVENUE,402.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
400,3013570065,3035982,3,M,,1371,SAINT MARKS,AVENUE,11233,1371 SAINT MARKS AVENUE,403.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
401,3013690058,3036364,4,M,,1629,PARK,PLACE,11233,1629 PARK PLACE,404.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
402,3013750029,3036636,5,M,,1630,PARK,PLACE,11233,1630 PARK PLACE,405.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
403,3013750031,3036637,6,M,,1636,PARK,PLACE,11233,1636 PARK PLACE,406.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
404,3013750034,3036638,7,M,,1640,PARK,PLACE,11233,1640 PARK PLACE,407.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
405,3013750036,3036639,8,M,,1646,PARK,PLACE,11233,1646 PARK PLACE,408.0,CROWN HEIGHTS,2023-11-28,BROOKLYN,121.0,both
406,2026800019,2005038,1,M,,1150,UNION,AVENUE,10459,1150 UNION AVENUE,409.0,DAVIDSON,2023-11-28,BRONX,175.0,both
407,2026800019,2005038,1,,,1152,UNION,AVENUE,10459,1152 UNION AVENUE,409.0,DAVIDSON,2023-11-28,BRONX,175.0,both
408,2026800019,2005038,1,M,,818,HOME,STREET,10459,818 HOME STREET,409.0,DAVIDSON,2023-11-28,BRONX,175.0,both
409,2026800019,2005038,1,,,1221,PROSPECT,AVENUE,10459,1221 PROSPECT AVENUE,409.0,DAVIDSON,2023-11-28,BRONX,175.0,both
410,2026200036,2004383,1,,,907,EAGLE,AVENUE,10456,907 EAGLE AVENUE,413.0,EAGLE AVENUE-EAST 163RD STREET,2023-11-28,BRONX,66.0,both
411,2026200036,2004383,1,M,,905,EAGLE,AVENUE,10456,905 EAGLE AVENUE,413.0,EAGLE AVENUE-EAST 163RD STREET,2023-11-28,BRONX,66.0,both
412,2030620021,2011855,1,M,,2111,LAFONTAINE,AVENUE,10457,2111 LAFONTAINE AVENUE,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
413,2030620021,2011855,1,,,2110,MONTEREY,AVENUE,10457,2110 MONTEREY AVENUE,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
414,2030620021,2011855,1,,,2125,LAFONTAINE,AVENUE,10457,2125 LAFONTAINE AVENUE,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
415,2030620021,2011855,1,,,2100,MONTEREY,AVENUE,10457,2100 MONTEREY AVENUE,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
416,2030620021,2011855,1,M,EAST,558,181,STREET,10457,558 EAST 181 STREET,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
417,2030620021,2011855,1,,EAST,554,181,STREET,10457,554 EAST 181 STREET,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
418,2030620021,2011855,1,,EAST,560,181,STREET,10457,560 EAST 181 STREET,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
419,2030620021,2011855,1,,,2120,MONTEREY,AVENUE,10457,2120 MONTEREY AVENUE,415.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
420,2030620006,2011852,2,,,2120,QUARRY,ROAD,10457,2120 QUARRY ROAD,423.0,EAST 180TH STREET-MONTEREY AVENUE,2025-06-24,BRONX,239.0,both
421,2045810001,2093490,1,,,1130,BURKE,AVENUE,10469,1130 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
422,2045810001,2093490,1,M,,1134,BURKE,AVENUE,10469,1134 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
423,2045810001,2093490,1,M,,1140,BURKE,AVENUE,10469,1140 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
424,2045810001,2093503,10,,,3016,YATES,AVENUE,10469,3016 YATES AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
425,2045810001,2093503,10,M,,3020,YATES,AVENUE,10469,3020 YATES AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
426,2045810001,2093503,10,M,,3010,YATES,AVENUE,10469,3010 YATES AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
427,2045810001,2093496,2,M,,1160,BURKE,AVENUE,10469,1160 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
428,2045810001,2093497,2,M,,1166,BURKE,AVENUE,10469,1166 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
429,2045810001,2093497,2,,,1170,BURKE,AVENUE,10469,1170 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
430,2045810001,2093498,3,M,,1210,BURKE,AVENUE,10469,1210 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
431,2045810001,2093499,3,M,,1216,BURKE,AVENUE,10469,1216 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
432,2045810001,2093499,3,,,1220,BURKE,AVENUE,10469,1220 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
433,2045810001,2093500,4,M,,1236,BURKE,AVENUE,10469,1236 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
434,2045810001,2093500,4,,,1230,BURKE,AVENUE,10469,1230 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
435,2045810001,2093501,4,M,,1240,BURKE,AVENUE,10469,1240 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
436,2045810001,2093501,4,,,1246,BURKE,AVENUE,10469,1246 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
437,2045810001,2093502,5,M,,1260,BURKE,AVENUE,10469,1260 BURKE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
438,2045810001,2093494,6,M,,3055,BOUCK,AVENUE,10469,3055 BOUCK AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
439,2045810001,2093493,7,M,,1255,ADEE,AVENUE,10469,1255 ADEE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
440,2045810001,2093492,8,M,,1245,ADEE,AVENUE,10469,1245 ADEE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
441,2045810001,2093491,9,,,1221,ADEE,AVENUE,10469,1221 ADEE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
442,2045810001,2093491,9,M,,1219,ADEE,AVENUE,10469,1219 ADEE AVENUE,424.0,EASTCHESTER GARDENS,2025-03-27,BRONX,877.0,both
443,2049050001,2093739,1,M,,1180,GRENADA,PLACE,10466,1180 GRENADA PLACE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
444,2049050001,2093739,1,M,,1186,GRENADA,PLACE,10466,1186 GRENADA PLACE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
445,2049050001,2094149,10,M,,1166,GRENADA,PLACE,10466,1166 GRENADA PLACE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
446,2049050001,2094149,10,M,,1160,GRENADA,PLACE,10466,1160 GRENADA PLACE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
447,2049050001,2094143,11,M,,1137,229 DRIVE,NORTH,10466,1137 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
448,2049050001,2094143,11,M,,1139,229 DRIVE,NORTH,10466,1139 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
449,2049050001,2094148,12,M,,1125,229 DRIVE,NORTH,10466,1125 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
450,2049050001,2094148,12,M,,1127,229 DRIVE,NORTH,10466,1127 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
451,2049050001,2094146,13,M,EAST,1107,229,STREET,10466,1107 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
452,2049050001,2094146,13,M,EAST,1111,229,STREET,10466,1111 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
453,2049050001,2094147,14,M,EAST,1135,229,STREET,10466,1135 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
454,2049050001,2094147,14,,,1126,229 DRIVE,NORTH,10466,1126 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
455,2049050001,2094151,15,M,EAST,1141,229,STREET,10466,1141 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
456,2049050001,2094152,16,,,1146,229 DRIVE,NORTH,10466,1146 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
457,2049050001,2094152,16,M,EAST,1151,229,STREET,10466,1151 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
458,2049050001,2094152,16,,EAST,1145,229,STREET,10466,1145 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
459,2049050001,2094153,17,M,EAST,1165,229,STREET,10466,1165 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
460,2049050001,2094154,18,M,EAST,1175,229,STREET,10466,1175 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
461,2049050001,2094155,19,M,,1189,229 DRIVE,NORTH,10466,1189 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
462,2049050001,2094155,19,M,EAST,1195,229,STREET,10466,1195 EAST 229 STREET,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
463,2049050001,2094142,2,M,,3881,BAYCHESTER,AVENUE,10466,3881 BAYCHESTER AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
464,2049050001,2094142,2,M,,3885,BAYCHESTER,AVENUE,10466,3885 BAYCHESTER AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
465,2049050003,2094150,20,M,,1170,229 DRIVE,SOUTH,10466,1170 229 DRIVE SOUTH,,,,,,left_only
466,2049050003,2094157,21,,,1135,229 DRIVE,SOUTH,10466,1135 229 DRIVE SOUTH,,,,,,left_only
467,2049050003,2094157,21,M,,1153,229 DRIVE,SOUTH,10466,1153 229 DRIVE SOUTH,,,,,,left_only
468,2049050003,2094157,21,M,,1155,229 DRIVE,SOUTH,10466,1155 229 DRIVE SOUTH,,,,,,left_only
469,2049050003,2094156,22,,,1130,229 DRIVE,SOUTH,10466,1130 229 DRIVE SOUTH,,,,,,left_only
470,2049050003,2094156,22,M,,1132,229 DRIVE,SOUTH,10466,1132 229 DRIVE SOUTH,,,,,,left_only
471,2049050003,2094158,23,M,EAST,1128,229,STREET,10466,1128 EAST 229 STREET,,,,,,left_only
472,2049050003,2094158,23,M,EAST,1120,229,STREET,10466,1120 EAST 229 STREET,,,,,,left_only
473,2049050003,2094161,24,M,,4044,LACONIA,AVENUE,10466,4044 LACONIA AVENUE,,,,,,left_only
474,2049050003,2094161,24,M,,4040,LACONIA,AVENUE,10466,4040 LACONIA AVENUE,,,,,,left_only
475,2049050003,2094162,25,M,,4056,LACONIA,AVENUE,10466,4056 LACONIA AVENUE,,,,,,left_only
476,2049050003,2094162,25,M,,4064,LACONIA,AVENUE,10466,4064 LACONIA AVENUE,,,,,,left_only
477,2049050003,2094159,26,M,,4020,LACONIA,AVENUE,10466,4020 LACONIA AVENUE,,,,,,left_only
478,2049050003,2094159,26,M,,4024,LACONIA,AVENUE,10466,4024 LACONIA AVENUE,,,,,,left_only
479,2049050003,2094160,27,M,,4034,LACONIA,AVENUE,10466,4034 LACONIA AVENUE,,,,,,left_only
480,2049050003,2094160,27,M,,4030,LACONIA,AVENUE,10466,4030 LACONIA AVENUE,,,,,,left_only
481,2049050003,2097991,28,M,,1138,229 DRIVE,SOUTH,10466,1138 229 DRIVE SOUTH,,,,,,left_only
482,2049050003,2094168,29,M,,1154,229 DRIVE,SOUTH,10466,1154 229 DRIVE SOUTH,,,,,,left_only
483,2049050001,2094141,3,M,,3861,BAYCHESTER,AVENUE,10466,3861 BAYCHESTER AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
484,2049050001,2094141,3,M,,3865,BAYCHESTER,AVENUE,10466,3865 BAYCHESTER AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
485,2049050003,2094169,30,M,,1160,229 DRIVE,SOUTH,10466,1160 229 DRIVE SOUTH,,,,,,left_only
486,2049050003,2094166,31,M,,1187,226,DRIVE,10466,1187 226 DRIVE,,,,,,left_only
487,2049050003,2094166,31,M,,1183,226,DRIVE,10466,1183 226 DRIVE,,,,,,left_only
488,2049050003,2094165,32,M,,1169,226,DRIVE,10466,1169 226 DRIVE,,,,,,left_only
489,2049050003,2094165,32,M,,1165,226,DRIVE,10466,1165 226 DRIVE,,,,,,left_only
490,2049050003,2094164,33,,,1151,226,DRIVE,10466,1151 226 DRIVE,,,,,,left_only
491,2049050003,2094164,33,M,,1145,226,DRIVE,10466,1145 226 DRIVE,,,,,,left_only
492,2049050003,2094164,33,M,,1141,226,DRIVE,10466,1141 226 DRIVE,,,,,,left_only
493,2049050003,2094163,34,M,,1131,226,DRIVE,10466,1131 226 DRIVE,,,,,,left_only
494,2049050003,2094163,34,M,,1135,226,DRIVE,10466,1135 226 DRIVE,,,,,,left_only
495,2049050003,2094171,35,M,,4000,LACONIA,AVENUE,10466,4000 LACONIA AVENUE,,,,,,left_only
496,2049050003,2094171,35,M,,4010,LACONIA,AVENUE,10466,4010 LACONIA AVENUE,,,,,,left_only
497,2049050003,2094172,36,M,EAST,1115,225,STREET,10466,1115 EAST 225 STREET,,,,,,left_only
498,2049050003,2094172,36,M,EAST,1121,225,STREET,10466,1121 EAST 225 STREET,,,,,,left_only
499,2049050003,2094173,37,M,,1138,226,DRIVE,10466,1138 226 DRIVE,,,,,,left_only
500,2049050003,2094173,37,M,,1130,226,DRIVE,10466,1130 226 DRIVE,,,,,,left_only
501,2049050003,2094176,38,M,EAST,1155,225,STREET,10466,1155 EAST 225 STREET,,,,,,left_only
502,2049050003,2094176,38,M,EAST,1161,225,STREET,10466,1161 EAST 225 STREET,,,,,,left_only
503,2049050003,2094177,39,M,EAST,1181,225,STREET,10466,1181 EAST 225 STREET,,,,,,left_only
504,2049050003,2094177,39,M,EAST,1175,225,STREET,10466,1175 EAST 225 STREET,,,,,,left_only
505,2049050001,2094140,4,M,,3841,BAYCHESTER,AVENUE,10466,3841 BAYCHESTER AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
506,2049050001,2094140,4,M,,3845,BAYCHESTER,AVENUE,10466,3845 BAYCHESTER AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
507,2049050003,2094174,40,M,EAST,1195,225,STREET,10466,1195 EAST 225 STREET,,,,,,left_only
508,2049050003,2094174,40,M,,1855,SCHIEFFELIN,AVENUE,10466,1855 SCHIEFFELIN AVENUE,,,,,,left_only
509,2049050003,2094178,41,,EAST,1140,229,STREET,10466,1140 EAST 229 STREET,,,,,,left_only
510,2049050003,2094178,41,,EAST,1150,229,STREET,10466,1150 EAST 229 STREET,,,,,,left_only
511,2049050001,2112989,42,,,1149,229 DRIVE,NORTH,10466,1149 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
512,2049050001,2094138,5,M,,1981,SCHIEFFELIN,AVENUE,10466,1981 SCHIEFFELIN AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
513,2049050001,2094138,5,M,,1985,SCHIEFFELIN,AVENUE,10466,1985 SCHIEFFELIN AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
514,2049050001,2094137,6,M,,1961,SCHIEFFELIN,AVENUE,10466,1961 SCHIEFFELIN AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
515,2049050001,2094137,6,M,,1965,SCHIEFFELIN,AVENUE,10466,1965 SCHIEFFELIN AVENUE,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
516,2049050001,2094139,7,M,,1173,229 DRIVE,NORTH,10466,1173 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
517,2049050001,2094145,8,,,1161,229 DRIVE,NORTH,10466,1161 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
518,2049050001,2094145,8,M,,1159,229 DRIVE,NORTH,10466,1159 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
519,2049050001,2094144,9,M,,1147,229 DRIVE,NORTH,10466,1147 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
520,2049050001,2094144,9,M,,1149,229 DRIVE,NORTH,10466,1149 229 DRIVE NORTH,446.0,EDENWALD,2023-06-27,BRONX,2039.0,both
521,3048180136,3107388,1,M,,752,FENIMORE,STREET,11203,752 FENIMORE STREET,525.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
522,3048180027,3107349,10,M,,730,FENIMORE,STREET,11203,730 FENIMORE STREET,526.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
523,3048180026,3107348,11,M,,728,FENIMORE,STREET,11203,728 FENIMORE STREET,527.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
524,3048180025,3107347,12,M,,726,FENIMORE,STREET,11203,726 FENIMORE STREET,528.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
525,3013300007,3035394,13,M,,334,LEFFERTS,AVENUE,11225,334 LEFFERTS AVENUE,529.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
526,3013300008,3035395,14,M,,336,LEFFERTS,AVENUE,11225,336 LEFFERTS AVENUE,530.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
527,3013300009,3035396,15,M,,338,LEFFERTS,AVENUE,11225,338 LEFFERTS AVENUE,531.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
528,3013300010,3035397,16,M,,340,LEFFERTS,AVENUE,11225,340 LEFFERTS AVENUE,532.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
529,3013300011,3035398,17,M,,342,LEFFERTS,AVENUE,11225,342 LEFFERTS AVENUE,533.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
530,3013300012,3035399,18,M,,344,LEFFERTS,AVENUE,11225,344 LEFFERTS AVENUE,534.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
531,3048180135,3107387,2,M,,750,FENIMORE,STREET,11203,750 FENIMORE STREET,535.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
532,3048180134,3107386,3,M,,748,FENIMORE,STREET,11203,748 FENIMORE STREET,536.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
533,3048180133,3107385,4,M,,746,FENIMORE,STREET,11203,746 FENIMORE STREET,537.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
534,3048180033,3107354,5,M,,742,FENIMORE,STREET,11203,742 FENIMORE STREET,538.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
535,3048180031,3107353,6,M,,740,FENIMORE,STREET,11203,740 FENIMORE STREET,539.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
536,3048180030,3107352,7,M,,738,FENIMORE,STREET,11203,738 FENIMORE STREET,540.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
537,3048180029,3107351,8,M,,736,FENIMORE,STREET,11203,736 FENIMORE STREET,541.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
538,3048180028,3107350,9,M,,732,FENIMORE,STREET,11203,732 FENIMORE STREET,542.0,FENIMORE-LEFFERTS,2023-11-28,BROOKLYN,36.0,both
539,3037240027,3000000,9,,,260,BRADFORD,STREET,11207,260 BRADFORD STREET,543.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
540,3037250001,3327009,10,M,,320,MILLER,AVENUE,11207,320 MILLER AVENUE,544.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
541,3039930001,3328463,11,M,,2211,PITKIN,AVENUE,11207,2211 PITKIN AVENUE,545.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
542,3039930001,3328464,12,M,,2215,PITKIN,AVENUE,11207,2215 PITKIN AVENUE,545.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
543,3039930001,3328465,13,M,,2221,PITKIN,AVENUE,11207,2221 PITKIN AVENUE,545.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
544,3039930001,3328465,13,M,,2219,PITKIN,AVENUE,11207,2219 PITKIN AVENUE,545.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
545,3037240029,3336980,6,M,,2155,PITKIN,AVENUE,11207,2155 PITKIN AVENUE,549.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
546,3037240029,3336981,7,M,,2165,PITKIN,AVENUE,11207,2165 PITKIN AVENUE,549.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
547,3037250001,3327012,8,,,2185,PITKIN,AVENUE,11207,2185 PITKIN AVENUE,544.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
548,3037250001,3327012,8,M,,2189,PITKIN,AVENUE,11207,2189 PITKIN AVENUE,544.0,FIORENTINO PLAZA,2021-12-28,BROOKLYN,160.0,both
