,index,violationid,buildingid,registrationid,boroid,borough,bin_x,bbl_x,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,address,bbl_y,bldg,m,og_address,zip code,cd,fc,ss,sa,cc,bin_y,dev_name,units,transfer,_merge,inspectiondate_year,novissued_year
349,349,14322119,867166,379444,3,brooklyn,3341979,3021450018.0,440,422,440,BERRY STREET,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,722,7342624.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,440 BERRY STREET,3021450018,1,M,440 BERRY STREET,11249,01,07,18,50,34,3341979,65A SOUTH 10TH STREET,150, 02/12/2020,both,2021,2021.0
350,350,14322143,808092,389450,3,brooklyn,3251682,3021410019.0,225,221,227,DIVISION AVENUE,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,778,7342540.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,225 DIVISION AVENUE,3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,577, 02/12/2020,both,2021,2021.0
351,351,14322144,808092,389450,3,brooklyn,3251682,3021410019.0,225,221,227,DIVISION AVENUE,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,722,7342540.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,225 DIVISION AVENUE,3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,577, 02/12/2020,both,2021,2021.0
352,352,14322167,808385,388789,3,brooklyn,3326141,3033410001.0,1230,1230,1230,GATES AVENUE,A,2021-05-04,2021-05-04,08/22/2021,08/08/2021,,,,1506,7337978.0,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",2021-05-05,19,VIOLATION CLOSED,07/19/2023,Original,Close,N,1230 GATES AVENUE,3033410001,30,M,1230 GATES AVENUE,11221,04,07,18,54,37,3326141,BUSHWICK II (GROUPS B & D),300, 7/18/2019,both,2021,2021.0
353,353,14322142,808092,389450,3,brooklyn,3251682,3021410019.0,225,221,227,DIVISION AVENUE,C,2021-05-04,2021-05-07,05/23/2021,05/16/2021,,,05/20/2021,671,7342541.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT PUBLIC HALL, 1st STORY",2021-05-10,19,VIOLATION CLOSED,04/14/2022,Original,Close,N,225 DIVISION AVENUE,3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,577, 02/12/2020,both,2021,2021.0
354,354,14322145,808092,389450,3,brooklyn,3251682,3021410019.0,225,221,227,DIVISION AVENUE,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,1506,7342540.0,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,225 DIVISION AVENUE,3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,577, 02/12/2020,both,2021,2021.0
355,355,14322137,808092,389450,3,brooklyn,3251682,3021410019.0,225,221,227,DIVISION AVENUE,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,500,7342540.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,225 DIVISION AVENUE,3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,577, 02/12/2020,both,2021,2021.0
356,356,14322139,808092,389450,3,brooklyn,3251682,3021410019.0,225,221,227,DIVISION AVENUE,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,1501,7342540.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,225 DIVISION AVENUE,3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,577, 02/12/2020,both,2021,2021.0
357,357,14322141,808092,389450,3,brooklyn,3251682,3021410019.0,225,221,227,DIVISION AVENUE,A,2021-05-04,2021-05-07,08/27/2021,08/13/2021,,,08/24/2021,700,7342540.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY",2021-05-10,9,VIOLATION DISMISSED,11/04/2021,Original,Close,N,225 DIVISION AVENUE,3021410019,5,M,225 DIVISION AVENUE,11211,01,07,18,50,34,3251682,WILLIAMS PLAZA,577, 02/12/2020,both,2021,2021.0
358,358,14322153,808385,388789,3,brooklyn,3326141,3033410001.0,1230,1230,1230,GATES AVENUE,A,2021-05-04,2021-05-04,08/22/2021,08/08/2021,,,,484,7337978.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2021-05-05,19,VIOLATION CLOSED,07/19/2023,Original,Close,N,1230 GATES AVENUE,3033410001,30,M,1230 GATES AVENUE,11221,04,07,18,54,37,3326141,BUSHWICK II (GROUPS B & D),300, 7/18/2019,both,2021,2021.0
359,359,14322158,808385,388789,3,brooklyn,3326141,3033410001.0,1230,1230,1230,GATES AVENUE,A,2021-05-04,2021-05-04,08/22/2021,08/08/2021,,,,500,7337978.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2021-05-05,19,VIOLATION CLOSED,07/19/2023,Original,Close,N,1230 GATES AVENUE,3033410001,30,M,1230 GATES AVENUE,11221,04,07,18,54,37,3326141,BUSHWICK II (GROUPS B & D),300, 7/18/2019,both,2021,2021.0
360,360,14326320,637117,432086,4,queens,4436453,4160020001.0,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,2021-05-06,2021-05-07,06/28/2021,06/14/2021,,,06/28/2021,593,7342408.0,"§ 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET .. IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-05-10,19,VIOLATION CLOSED,08/27/2021,Original,Close,Y,56-10 BEACH CHANNEL DRIVE,4160020001,18,M,56-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436453,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
361,361,14326326,637117,432086,4,queens,4436453,4160020001.0,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,2021-05-06,2021-05-07,06/28/2021,06/14/2021,,,06/28/2021,509,7342408.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE FAUCET AT WASH/BASIN IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-05-10,19,VIOLATION CLOSED,08/27/2021,Original,Close,N,56-10 BEACH CHANNEL DRIVE,4160020001,18,M,56-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436453,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
362,362,14326681,955148,432085,4,queens,4436454,4160020001.0,56-16,56-16,56-16,BEACH CHANNEL DRIVE,B,2021-05-06,2021-05-07,06/28/2021,06/14/2021,,,06/07/2021,550,7342671.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... NORTH ( 2 SQ FT ) & EAST ( 8 SQ FT ) IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 1G, 1st STORY, APARTMENT AT NORTH",2021-05-10,19,VIOLATION CLOSED,07/01/2021,Original,Close,N,56-16 BEACH CHANNEL DRIVE,4160020001,19,M,56-16 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436454,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
363,363,14326692,955148,432085,4,queens,4436454,4160020001.0,56-16,56-16,56-16,BEACH CHANNEL DRIVE,A,2021-05-06,2021-05-07,08/27/2021,08/13/2021,,,06/07/2021,550,7342670.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING ( 6 SQ FT ) IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,9,VIOLATION DISMISSED,08/18/2021,Original,Close,N,56-16 BEACH CHANNEL DRIVE,4160020001,19,M,56-16 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436454,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
364,364,14327401,637117,432086,4,queens,4436453,4160020001.0,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,2021-05-06,2021-05-07,06/10/2021,06/05/2021,,,05/20/2021,568,7342409.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES LOCATED AT APT 7H, 7th STORY, 2nd APARTMENT FROM SOUTH AT WEST",2021-05-10,22,FIRST NO ACCESS TO RE- INSPECT VIOLATION,05/16/2025,Original,Open,N,56-10 BEACH CHANNEL DRIVE,4160020001,18,M,56-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436453,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
365,365,14326310,637117,432086,4,queens,4436453,4160020001.0,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,2021-05-06,2021-05-07,06/28/2021,06/14/2021,,,05/17/2021,702,7342407.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING LOCATED AT APT 7H, 7th STORY, 2nd APARTMENT FROM SOUTH AT WEST",2021-05-10,19,VIOLATION CLOSED,07/14/2021,Original,Close,N,56-10 BEACH CHANNEL DRIVE,4160020001,18,M,56-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436453,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
366,366,14326312,637117,432086,4,queens,4436453,4160020001.0,56-10,56-10,56-10,BEACH CHANNEL DRIVE,B,2021-05-06,2021-05-07,06/28/2021,06/14/2021,,,05/17/2021,1503,7342407.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING LOCATED AT APT 7H, 7th STORY, 2nd APARTMENT FROM SOUTH AT WEST",2021-05-10,19,VIOLATION CLOSED,07/14/2021,Original,Close,N,56-10 BEACH CHANNEL DRIVE,4160020001,18,M,56-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436453,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
367,367,14327433,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,B,2021-05-07,2021-05-11,06/30/2021,06/16/2021,,,,504,7344434.0,"§ 27-2005 ADM CODE PROVIDE SECURITY IN THE EVENT OF A POWER OUTAGE BY MEANS OF AN ACCEPTABLE MECHANICAL HEAVY DUTY LOCK AND LATCH SET AT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY, SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,05/21/2024,Original,Close,N,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
368,368,14327369,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,B,2021-05-07,2021-05-11,06/30/2021,06/16/2021,,,,507,7344434.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,04/23/2025,Original,Close,Y,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
369,369,14327427,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,C,2021-05-07,2021-05-11,05/25/2021,05/18/2021,,,,526,7344435.0,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING CONSISTING OF AN UNACCEPTABLE ELECTROMAGNETIC LOCKING DEVICE AT THE BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY, SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,05/21/2024,Original,Close,Y,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
370,370,14546113,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,B,2021-05-07,2021-09-09,10/29/2021,10/15/2021,,,,550,7469853.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 6 SQ. FT AT CEILING IN THE BATHROOM LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''226'' ORIGINAL VIOLATION 14327410 ISSUED 07-MAY-21 HAS BEEN UPGRADED TO CLASS B PER ADMINISTRATIVE CODE §27-2017.3a(3)(a) or (b).",2021-09-10,19,VIOLATION CLOSED,05/01/2025,Original,Close,N,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
371,371,14327420,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,B,2021-05-07,2021-05-11,06/30/2021,06/16/2021,,,,508,7344434.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING, EAST AND NORTH WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,04/23/2025,Original,Close,N,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
372,372,14327406,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,C,2021-05-07,2021-05-11,06/12/2021,06/07/2021,,,,530,7344437.0,"§ 27-2005, 27-2007, 27-2041.1 HMC: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE ... IN THE ENTRANCE LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,04/23/2025,Original,Close,N,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
373,373,14327410,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,A,2021-05-07,2021-05-11,08/29/2021,08/15/2021,,,,550,7344433.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... APPROXIMATELY 6 SQ. FT AT CEILING IN THE BATHROOM LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,09/09/2021,Original,Close,N,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
374,374,14327359,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,B,2021-05-07,2021-05-11,06/30/2021,06/16/2021,,,,501,7344434.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,04/23/2025,Original,Close,N,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
375,375,14327423,304979,388794,3,brooklyn,3338492,3033250001.0,234,234,236,GROVE STREET,C,2021-05-07,2021-05-11,06/12/2021,06/07/2021,,,,790,7344436.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 3J, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''226''",2021-05-12,19,VIOLATION CLOSED,04/23/2025,Original,Close,N,234 GROVE STREET,3033250001,2,M,234 GROVE STREET,11237,04,07,18,53,37,3338492,BUSHWICK II CDA (GROUP E),276, 7/18/2019,both,2021,2021.0
376,376,14160956,36811,144827,1,manhattan,1077128,1012210007.0,111,111,117,WEST 90 STREET,A,2021-05-08,2021-05-08,08/27/2021,08/13/2021,,,,583,7341050.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,19,VIOLATION CLOSED,03/26/2024,Original,Close,N,111 WEST 90 STREET,1012210007,1,,111 WEST 90TH STREET,10024,07,12,47,69,06,1077128,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
377,377,14160958,36811,144827,1,manhattan,1077128,1012210007.0,111,111,117,WEST 90 STREET,B,2021-05-08,2021-05-08,06/28/2021,06/14/2021,,,,550,7341052.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... AT CEILING IN THE BATHROOM LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,20,DEFECT LETTER ISSUED,09/25/2025,Original,Open,N,111 WEST 90 STREET,1012210007,1,,111 WEST 90TH STREET,10024,07,12,47,69,06,1077128,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
378,378,14160962,36811,144827,1,manhattan,1077128,1012210007.0,111,111,117,WEST 90 STREET,B,2021-05-08,2021-05-08,06/28/2021,06/14/2021,,,06/25/2021,508,7341051.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,9,VIOLATION DISMISSED,09/07/2021,Original,Close,N,111 WEST 90 STREET,1012210007,1,,111 WEST 90TH STREET,10024,07,12,47,69,06,1077128,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
379,379,14160957,36811,144827,1,manhattan,1077128,1012210007.0,111,111,117,WEST 90 STREET,B,2021-05-08,2021-05-08,06/28/2021,06/14/2021,,,06/25/2021,508,7341051.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS AND CEILING IN THE BATHROOM LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,9,VIOLATION DISMISSED,09/07/2021,Original,Close,N,111 WEST 90 STREET,1012210007,1,,111 WEST 90TH STREET,10024,07,12,47,69,06,1077128,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
380,380,14160959,36811,144827,1,manhattan,1077128,1012210007.0,111,111,117,WEST 90 STREET,C,2021-05-08,2021-05-08,06/10/2021,06/05/2021,,,05/21/2021,568,7341053.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,9,VIOLATION DISMISSED,08/02/2021,Original,Close,N,111 WEST 90 STREET,1012210007,1,,111 WEST 90TH STREET,10024,07,12,47,69,06,1077128,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
381,381,14160960,36811,144827,1,manhattan,1077128,1012210007.0,111,111,117,WEST 90 STREET,B,2021-05-08,2021-05-08,06/28/2021,06/14/2021,,,06/25/2021,508,7341051.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST WALL IN THE KITCHEN LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,9,VIOLATION DISMISSED,09/07/2021,Original,Close,N,111 WEST 90 STREET,1012210007,1,,111 WEST 90TH STREET,10024,07,12,47,69,06,1077128,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
382,382,14333462,637117,432086,4,queens,4436453,4160020001.0,56-10,56-10,56-10,BEACH CHANNEL DRIVE,C,2021-05-08,2021-05-13,06/13/2021,06/08/2021,,,06/04/2021,568,7345825.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-05-13,19,VIOLATION CLOSED,05/03/2023,Original,Close,N,56-10 BEACH CHANNEL DRIVE,4160020001,18,M,56-10 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436453,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
383,383,14160961,36811,144827,1,manhattan,1077128,1012210007.0,111,111,117,WEST 90 STREET,A,2021-05-08,2021-05-08,08/27/2021,08/13/2021,,,,556,7341050.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS IN THE PRIVATE HALLWAY LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-05-10,19,VIOLATION CLOSED,03/26/2024,Original,Close,N,111 WEST 90 STREET,1012210007,1,,111 WEST 90TH STREET,10024,07,12,47,69,06,1077128,WISE TOWERS,399, 11/30/2020,both,2021,2021.0
384,384,14334127,811149,432097,4,queens,4436444,4160020001.0,54-41,54-41,54-41,ALMEDA AVENUE,A,2021-05-12,2021-05-13,08/31/2021,08/17/2021,,,,556,7347206.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-14,19,VIOLATION CLOSED,01/13/2022,Original,Close,N,54-41 ALMEDA AVENUE,4160020001,4,M,54-41 ALMEDA AVENUE,11692,14,05,10,31,31,4436444,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
385,385,14334128,811149,432097,4,queens,4436444,4160020001.0,54-41,54-41,54-41,ALMEDA AVENUE,A,2021-05-12,2021-05-13,08/31/2021,08/17/2021,,,,556,7347206.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT NORTH WALL IN THE BATHROOM LOCATED AT APT 2F, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2021-05-14,19,VIOLATION CLOSED,01/13/2022,Original,Close,N,54-41 ALMEDA AVENUE,4160020001,4,M,54-41 ALMEDA AVENUE,11692,14,05,10,31,31,4436444,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
386,386,14334118,811149,432097,4,queens,4436444,4160020001.0,54-41,54-41,54-41,ALMEDA AVENUE,A,2021-05-12,2021-05-14,09/03/2021,08/20/2021,,,05/24/2021,505,7349317.0,"§ 27-2005 ADM CODE REPLACE WITH NEW THE BROKEN OR DEFECTIVE REFRIDGERATOR RUBBER GASKET IN THE KITCHEN LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2021-05-17,9,VIOLATION DISMISSED,08/04/2021,Original,Close,N,54-41 ALMEDA AVENUE,4160020001,4,M,54-41 ALMEDA AVENUE,11692,14,05,10,31,31,4436444,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2021,2021.0
