,building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,m,address
923,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,313 LEXINGTON AVENUE
924,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,315 LEXINGTON AVENUE
925,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,317 LEXINGTON AVENUE
926,MARCY AVENUE-GREENE AVENUE SITE B,BROOKLYN,30,358,2/12/2020,22,3017980077,3,M,319 LEXINGTON AVENUE
927,MARSHALL PLAZA,MANHATTAN,180,344,1/10/2023,22,1021160033,1,M,1970 AMSTERDAM AVENUE
928,MARSHALL PLAZA,MANHATTAN,180,344,1/10/2023,22,1021160033,1,,1968 AMSTERDAM AVENUE
929,MIDDLETOWN PLAZA,BRONX,179,191,9/26/2024,22,2041710024,1,M,3033 MIDDLETOWN ROAD
930,MIDDLETOWN PLAZA,BRONX,179,191,9/26/2024,22,2041710024,1,,3035 MIDDLETOWN ROAD
931,MIDDLETOWN PLAZA,BRONX,179,191,9/26/2024,22,2041710024,1,,3031 MIDDLETOWN ROAD
932,MURPHY,BRONX,281,133,12/27/2018,23,2029440001,1,,1807 CROTONA AVENUE
933,MURPHY,BRONX,281,133,12/27/2018,23,2029440001,1,M,1805 CROTONA AVENUE
934,MURPHY,BRONX,281,133,12/27/2018,23,2029440001,2,,1811 CROTONA AVENUE
935,MURPHY,BRONX,281,133,12/27/2018,23,2029440001,2,,601 CROTONA PARK NORTH
936,MURPHY,BRONX,281,133,12/27/2018,23,2029440001,2,M,611 CROTONA PARK NORTH
937,MURPHY,BRONX,281,133,12/27/2018,23,2029440001,2,,615 CROTONA PARK NORTH
938,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,1,M,54-81 ALMEDA AVENUE
939,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,10,M,51-11 ALMEDA AVENUE
940,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,11,M,409 BEACH 51ST STREET
941,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,12,M,51-24 BEACH CHANNEL DRIVE
942,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,13,M,51-32 BEACH CHANNEL DRIVE
943,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,14,M,410 BEACH 54TH STREET
944,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,15,M,411 BEACH 54TH STREET
945,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,16,M,54-22 BEACH CHANNEL DRIVE
946,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,17,M,54-30 BEACH CHANNEL DRIVE
947,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,18,M,56-10 BEACH CHANNEL DRIVE
948,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,19,M,56-16 BEACH CHANNEL DRIVE
949,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,2,M,54-75 ALMEDA AVENUE
950,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,20,M,414 BEACH 58TH STREET
951,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,20,,57-10 BEACH CHANNEL DRIVE
952,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,21,M,441 BEACH 51ST STREET
953,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,21,M,445 BEACH 51ST STREET
954,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,22,,430 BEACH 54TH STREET
955,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,22,,434 BEACH 54TH STREET
956,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,22,M,440 BEACH 54TH STREET
957,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,22,M,444 BEACH 54TH STREET
958,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,23,M,439 BEACH 54TH STREET
959,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,23,,447 BEACH 54TH STREET
960,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,23,M,443 BEACH 54TH STREET
961,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,24,M,434 BEACH 58TH STREET
962,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,24,M,440 BEACH 58TH STREET
963,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,3,M,54-49 ALMEDA AVENUE
964,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,4,M,54-41 ALMEDA AVENUE
965,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,5,M,54-15 ALMEDA AVENUE
966,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160020001,6,M,54-09 ALMEDA AVENUE
967,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,7,M,51-49 ALMEDA AVENUE
968,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,8,M,51-45 ALMEDA AVENUE
969,OCEAN BAY APARTMENTS (BAYSIDE),QUEENS,1,098,12/31/2016,23,4160010002,9,M,51-15 ALMEDA AVENUE
970,OCEAN HILL-BROWNSVILLE,BROOKLYN,125,313,11/28/2023,23,3014310037,1,M,2041 PACIFIC STREET
971,OCEAN HILL-BROWNSVILLE,BROOKLYN,125,313,11/28/2023,23,3014310043,2,,336 HOWARD AVENUE
972,OCEAN HILL-BROWNSVILLE,BROOKLYN,125,313,11/28/2023,23,3014310043,2,M,334 HOWARD AVENUE
973,OCEAN HILL-BROWNSVILLE,BROOKLYN,125,313,11/28/2023,23,3014310039,3,M,324 HOWARD AVENUE
974,PALMETTO GARDENS,BROOKLYN,115,195,7/18/2019,24,,,M,
975,"PARK AVENUE-EAST 122ND, 123RD STREETS",MANHATTAN,90,204,11/30/2020,24,3033400020,1,M,85 PALMETTO STREET
976,PARK ROCK REHAB,BROOKLYN,134,351,11/28/2023,24,1017710059,1,M,120 EAST 123RD STREET
977,PARK ROCK REHAB,BROOKLYN,134,351,11/28/2023,24,1017710010,2,M,115 EAST 122ND STREET
978,PARK ROCK REHAB,BROOKLYN,134,351,11/28/2023,24,1017710065,3,,114 EAST 123RD STREET
979,PARK ROCK REHAB,BROOKLYN,134,351,11/28/2023,24,1017710065,3,,116 EAST 123RD STREET
980,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013730034,1,M,1468 PARK PLACE
981,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013730037,2,M,1474 PARK PLACE
982,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013730040,3,M,1480 PARK PLACE
983,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013730040,3,,1484 PARK PLACE
984,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013730043,4,M,208 ROCHESTER AVENUE
985,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013730046,5,M,218 ROCHESTER AVENUE
986,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013730049,6,M,1521 STERLING PLACE
987,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013790039,7,M,1522 STERLING PLACE
988,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013790039,7,,230 ROCHESTER AVENUE
989,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013790041,8,M,232 ROCHESTER AVENUE
990,PENNSYLVANIA AVENUE-WORTMAN AVENUE,BROOKLYN,336,194,12/28/2021,24,3013790043,9,M,234 ROCHESTER AVENUE
991,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,1,M,875 PENNSYLVANIA AVENUE
992,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,1,,881 PENNSYLVANIA AVENUE
993,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,1,,879 PENNSYLVANIA AVENUE
994,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,1,,877 PENNSYLVANIA AVENUE
995,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,1,,895 PENNSYLVANIA AVENUE
996,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,2,M,155 WORTMAN AVENUE
997,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,3,M,920 VERMONT STREET
998,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,4,,520 STANLEY AVENUE
999,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,3043690001,4,,530 STANLEY AVENUE
1000,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,1020080013,1,M,120 WEST 140TH STREET
1001,PUBLIC SCHOOL 139 (CONVERSION),MANHATTAN,125,340,11/30/2020,24,1020080013,1,M,120 WEST 140TH STREET
1002,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080034,,,1180 EAST NEW YORK AVENUE
1003,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080036,,,1186 EAST NEW YORK AVENUE
1004,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080041,,,662 RALPH AVENUE
1005,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080038,1,M,1196 EAST NEW YORK AVENUE
1006,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080042,2,M,672 RALPH AVENUE
1007,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080046,3,M,682 RALPH AVENUE
1008,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080050,4,M,692 RALPH AVENUE
1009,RALPH AVENUE REHAB,BROOKLYN,118,352,11/28/2023,25,3035080054,5,M,698 RALPH AVENUE
1010,REID APARTMENTS,BROOKLYN,230,167,11/28/2023,25,3047950016,1,M,728 EAST NEW YORK AVENUE
1011,REID APARTMENTS,BROOKLYN,230,167,11/28/2023,25,3047950016,1,,726 EAST NEW YORK AVENUE
1012,REID APARTMENTS,BROOKLYN,230,167,11/28/2023,25,3047950016,1,,681 MAPLE STREET
1013,REID APARTMENTS,BROOKLYN,230,167,11/28/2023,25,3047950016,1,,720 EAST NEW YORK AVENUE
1014,REID APARTMENTS,BROOKLYN,230,167,11/28/2023,25,3047950016,1,,730 EAST NEW YORK AVENUE
1015,REID APARTMENTS,BROOKLYN,230,167,11/28/2023,25,3047950016,1,,722 EAST NEW YORK AVENUE
1016,RUTLAND TOWERS,BROOKLYN,61,282,11/28/2023,25,3045940064,1,M,955 RUTLAND ROAD
1017,SACK WERN,BRONX,413,280,6/26/2024,25,2035930001,1,M,1710 LAFAYETTE AVENUE
1018,SACK WERN,BRONX,413,280,6/26/2024,25,2035930001,2,M,750 CROES AVENUE
1019,SACK WERN,BRONX,413,280,6/26/2024,25,2035930001,3,M,710 CROES AVENUE
1020,SACK WERN,BRONX,413,280,6/26/2024,25,2035930001,4,M,715 NOBLE AVENUE
1021,SACK WERN,BRONX,413,280,6/26/2024,25,2035940001,5,,712 NOBLE AVENUE
1022,SACK WERN,BRONX,413,280,6/26/2024,25,2035940001,5,M,710 NOBLE AVENUE
1023,SACK WERN,BRONX,413,280,6/26/2024,25,2035980017,6,M,740 BEACH AVENUE
1024,SACK WERN,BRONX,413,280,6/26/2024,25,2035980017,7,M,1810 LAFAYETTE AVENUE
1025,SACK WERN,BRONX,413,280,6/26/2024,25,2035930001,8,,717GAR NOBLE AVENUE
1026,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020120023,,,111 WEST 143RD STREET
1027,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020120023,,,113 WEST 143RD STREET
1028,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020070044,,,114 WEST 139TH STREET
1029,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020110008,,,155 WEST 142ND STREET
1030,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020120009,,,155 WEST 143RD STREET
1031,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020110007,,,157 WEST 142ND STREET
1032,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020120009,,,157 WEST 143RD STREET
1033,SAMUEL (CITY),MANHATTAN,664,377,9/26/2024,25,1020130026,1,M,109 WEST 144TH STREET
1034,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,,
1035,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1036,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1037,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1038,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,,
1039,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1040,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1041,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1042,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1043,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,,
1044,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1045,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1046,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1047,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1048,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1049,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1050,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1051,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1052,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1053,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1054,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1055,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1056,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1057,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1058,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1059,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1060,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1061,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1062,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1063,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1064,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1065,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1066,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1067,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1068,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1069,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1070,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,,
1071,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,,
1072,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,,
1073,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1074,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1075,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1076,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1077,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,,,M,
1078,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,1020090004,39,M,2405 A C POWELL BOULEVARD
1079,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,1020090003,40,M,2403 A C POWELL BOULEVARD
1080,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,1020090001,41,M,173 WEST 140TH STREET
1081,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,1020090001,41,,2401 A C POWELL BOULEVARD
1082,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,1020070057,42,M,138 WEST 139TH STREET
1083,SAMUEL (MHOP) I,MANHATTAN,53,389,11/30/2020,26,1020070056,43,M,136 WEST 139TH STREET
1084,SAMUEL (MHOP) II,MANHATTAN,10,398,11/30/2020,27,1020070042,46,M,110 WEST 139TH STREET
1085,SAMUEL (MHOP) III,MANHATTAN,10,399,11/30/2020,27,1020110009,47,,153 WEST 142ND STREET
1086,SAMUEL (MHOP) III,MANHATTAN,10,399,11/30/2020,27,1020110009,47,M,151 WEST 142ND STREET
1087,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,1,M,845 CAULDWELL AVENUE
1088,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,1,M,851 CAULDWELL AVENUE
1089,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,1,M,855 CAULDWELL AVENUE
1090,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,1,M,861 CAULDWELL AVENUE
1091,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,1,M,865 CAULDWELL AVENUE
1092,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,2,M,821 CAULDWELL AVENUE
1093,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,2,M,825 CAULDWELL AVENUE
1094,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,2,M,829 CAULDWELL AVENUE
1095,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,3,M,611 EAST 158TH STREET
1096,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,3,M,615 EAST 158TH STREET
1097,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,3,M,625 EAST 158TH STREET
1098,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,3,M,635 EAST 158TH STREET
1099,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,3,M,645 EAST 158TH STREET
1100,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,4,M,854 EAGLE AVENUE
1101,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,4,M,850 EAGLE AVENUE
1102,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,4,M,844 EAGLE AVENUE
1103,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,4,M,840 EAGLE AVENUE
1104,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,4,M,834 EAGLE AVENUE
1105,SOUTH BRONX AREA (SITE 402),BRONX,114,305,11/28/2023,27,2026260001,4,M,830 EAGLE AVENUE
1106,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,839 REV JAMES A POLITE AVENUE
1107,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,845 REV JAMES A POLITE AVENUE
1108,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,851 REV JAMES A POLITE AVENUE
1109,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,857 REV JAMES A POLITE AVENUE
1110,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,863 REV JAMES A POLITE AVENUE
1111,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,869 REV JAMES A POLITE AVENUE
1112,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,875 REV JAMES A POLITE AVENUE
1113,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,1,M,881 REV JAMES A POLITE AVENUE
1114,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,2,M,820 HEWITT PLACE
1115,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,2,M,826 HEWITT PLACE
1116,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,2,M,832 HEWITT PLACE
1117,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,2,M,840 HEWITT PLACE
1118,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,2,M,846 HEWITT PLACE
1119,STEBBINS AVENUE-HEWITT PLACE,BRONX,120,353,11/28/2023,27,2026960005,2,M,852 HEWITT PLACE
1120,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013790059,,,1487 SAINT JOHNS PLACE
1121,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013790063,1,M,1483 SAINT JOHNS PLACE
1122,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013790055,2,M,1491 SAINT JOHNS PLACE
1123,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013790031,3,M,1506 STERLING PLACE
1124,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013730054,4,M,1511 STERLING PLACE
1125,STERLING PLACE REHABS (SAINT JOHNS-STERLING),BROOKLYN,83,366,11/28/2023,28,3013810018,5,M,1640 STERLING PLACE
1126,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013790008,1,M,1448 STERLING PLACE
1127,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013790011,2,M,1452 STERLING PLACE
1128,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800025,3,M,1568 STERLING PLACE
1129,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800028,4,M,1578 STERLING PLACE
1130,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800031,5,M,1588 STERLING PLACE
1131,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013800034,6,M,1598 STERLING PLACE
1132,STERLING PLACE REHABS (STERLING-BUFFALO),BROOKLYN,125,368,11/28/2023,28,3013750002,7,M,225 BUFFALO AVENUE
1133,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100016,,,2041 UNION STREET
1134,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100007,,,2063 UNION STREET
1135,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100006,,,2067 UNION STREET
1136,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100001,1,M,2069 UNION STREET
1137,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100001,1,,2079 UNION STREET
1138,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100011,2,M,2045 UNION STREET
1139,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035100011,2,,2055 UNION STREET
1140,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035090059,3,,2068 UNION STREET
1141,SUTTER AVENUE-UNION STREET,BROOKLYN,100,369,11/28/2023,28,3035090059,3,M,2058 UNION STREET
1142,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490041,,,182 TAPSCOTT STREET
1143,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490043,,,188 TAPSCOTT STREET
1144,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490044,,,190 TAPSCOTT STREET
1145,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490041,,,194 TAPSCOTT STREET
1146,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035340001,1,M,725 HOWARD AVENUE
1147,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500034,2,,738 HOWARD AVENUE
1148,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500034,2,M,728 HOWARD AVENUE
1149,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490036,3,M,170 TAPSCOTT STREET
1150,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500016,4,M,175 TAPSCOTT STREET
1151,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500016,4,,185 TAPSCOTT STREET
1152,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035490041,5,M,184 TAPSCOTT STREET
1153,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500011,6,M,187 TAPSCOTT STREET
1154,TAPSCOTT STREET REHAB,BROOKLYN,155,354,11/28/2023,28,3035500011,6,,197 TAPSCOTT STREET
