,building_name,borough,total_units,tds,transferred_date,page_number,bbl,bldg,m,address
293,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3032860001,20,M,1229 GREENE AVENUE
294,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3032860001,21,M,269 CENTRAL AVENUE
295,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3032970001,22,M,270 WILSON AVENUE
296,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3032970001,23,M,1280 GREENE AVENUE
297,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3032970001,24,M,1240 GREENE AVENUE
298,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3032970001,25,M,289 CENTRAL AVENUE
299,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3034030001,3,M,595 EVERGREEN AVENUE
300,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3034100001,4,M,615 EVERGREEN AVENUE
301,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3034150039,5,M,690 EVERGREEN AVENUE
302,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3034090032,6,M,670 EVERGREEN AVENUE
303,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3034150039,7,M,85 COVERT STREET
304,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3034150039,8,M,75 COVERT STREET
305,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3032760001,9,M,160 HIMROD STREET
306,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3033320001,26,M,1201 GATES AVENUE
307,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3033320001,27,M,415 EVERGREEN AVENUE
308,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3033410001,28,M,431 EVERGREEN AVENUE
309,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3033410001,29,M,1210 GATES AVENUE
310,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3033410001,30,M,1230 GATES AVENUE
311,BUSHWICK II (GROUPS B & D),BROOKLYN,300,303,7/18/2019,8,3033410001,31,M,1240 GATES AVENUE
312,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
313,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
314,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
315,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
316,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
317,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
318,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
319,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
320,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
321,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
322,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
323,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
324,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
325,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
326,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
327,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
328,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
329,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,M,
330,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,,
331,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,,,,
332,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,,,1387 GATES AVENUE
333,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340022,,,230 LINDEN STREET
334,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033160001,1,M,176 MENAHAN STREET
335,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033160001,1,M,172 MENAHAN STREET
336,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033160001,1,M,319 WILSON AVENUE
337,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033160001,1,M,323 WILSON AVENUE
338,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033160001,1,M,327 WILSON AVENUE
339,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,242 GROVE STREET
340,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,238 GROVE STREET
341,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,234 GROVE STREET
342,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,230 GROVE STREET
343,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,226 GROVE STREET
344,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,339 WILSON AVENUE
345,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,343 WILSON AVENUE
346,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,2,M,347 WILSON AVENUE
347,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,235 LINDEN STREET
348,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,239 LINDEN STREET
349,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,243 LINDEN STREET
350,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,247 LINDEN STREET
351,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,251 LINDEN STREET
352,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,532 KNICKERBOCKER AVENUE
353,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,528 KNICKERBOCKER AVENUE
354,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033250001,3,M,524 KNICKERBOCKER AVENUE
355,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,4,M,236 LINDEN STREET
356,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,4,M,232 LINDEN STREET
357,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,4,M,228 LINDEN STREET
358,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,4,M,224 LINDEN STREET
359,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,4,M,220 LINDEN STREET
360,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,4,M,357 WILSON AVENUE
361,BUSHWICK II CDA (GROUP E),BROOKLYN,276,324,7/18/2019,9,3033340001,4,M,361 WILSON AVENUE
362,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
363,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
364,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
365,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
366,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
367,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
368,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
369,CLAREMONT PARKWAY-FRANKLIN AVENUE,BRONX,188,334,11/28/2023,10,,,M,
370,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,1,M,1525 FULTON AVENUE
371,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,1,M,1531 FULTON AVENUE
372,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,1,M,1535 FULTON AVENUE
373,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,1,M,1545 FULTON AVENUE
374,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,1,M,560 CLAREMONT PARKWAY
375,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,1,M,550 CLAREMONT PARKWAY
376,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,1,M,544 CLAREMONT PARKWAY
377,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,2,M,3820 3RD AVENUE
378,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,2,M,3812 3RD AVENUE
379,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,2,M,3808 3RD AVENUE
380,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,2,M,3804 3RD AVENUE
381,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029280028,2,M,3800 3RD AVENUE
382,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029310086,3,M,1325 FRANKLIN AVENUE
383,CROWN HEIGHTS,BROOKLYN,121,312,11/28/2023,10,2029310086,3,,1315 FRANKLIN AVENUE
384,DAVIDSON,BRONX,175,190,11/28/2023,10,3013810013,1,M,1634 STERLING PLACE
385,DAVIDSON,BRONX,175,190,11/28/2023,10,3013570068,2,M,1367 SAINT MARKS AVENUE
386,DAVIDSON,BRONX,175,190,11/28/2023,10,3013570065,3,M,1371 SAINT MARKS AVENUE
387,DAVIDSON,BRONX,175,190,11/28/2023,10,3013690058,4,M,1629 PARK PLACE
388,DAVIDSON,BRONX,175,190,11/28/2023,10,3013750029,5,M,1630 PARK PLACE
389,DAVIDSON,BRONX,175,190,11/28/2023,10,3013750031,6,M,1636 PARK PLACE
390,DAVIDSON,BRONX,175,190,11/28/2023,10,3013750034,7,M,1640 PARK PLACE
391,DAVIDSON,BRONX,175,190,11/28/2023,10,3013750036,8,M,1646 PARK PLACE
392,EAGLE AVENUE-EAST 163RD STREET,BRONX,66,224,11/28/2023,10,2026800019,1,M,1150 UNION AVENUE
393,EAGLE AVENUE-EAST 163RD STREET,BRONX,66,224,11/28/2023,10,2026800019,1,,1152 UNION AVENUE
394,EAGLE AVENUE-EAST 163RD STREET,BRONX,66,224,11/28/2023,10,2026800019,1,,1221 PROSPECT AVENUE
395,EAGLE AVENUE-EAST 163RD STREET,BRONX,66,224,11/28/2023,10,2026800019,1,M,818 HOME STREET
396,EAGLE AVENUE-EAST 163RD STREET,BRONX,66,224,11/28/2023,10,2026200036,1,,907 EAGLE AVENUE
397,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,,,1895 SCHIEFFELIN AVENUE
398,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,1,M,1180 GRENADA PLACE
399,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,1,M,1186 GRENADA PLACE
400,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,10,M,1166 GRENADA PLACE
401,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,10,M,1160 GRENADA PLACE
402,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,11,M,1137 229TH DRIVE NORTH
403,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,11,M,1139 229TH DRIVE NORTH
404,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,12,M,1125 229TH DRIVE NORTH
405,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,12,M,1127 229TH DRIVE NORTH
406,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,13,M,1107 EAST 229TH STREET
407,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,13,M,1111 EAST 229TH STREET
408,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,14,M,1135 EAST 229TH STREET
409,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,14,,1126 229TH DRIVE NORTH
410,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,15,M,1141 EAST 229TH STREET
411,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,16,,1145 EAST 229TH STREET
412,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,16,M,1151 EAST 229TH STREET
413,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,16,,1146 229TH DRIVE NORTH
414,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,17,M,1165 EAST 229TH STREET
415,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,18,M,1175 EAST 229TH STREET
416,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,19,M,1189 229TH DRIVE NORTH
417,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,19,M,1195 EAST 229TH STREET
418,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,2,M,3881 BAYCHESTER AVENUE
419,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,2,M,3885 BAYCHESTER AVENUE
420,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,20,M,1170 229TH DRIVE SOUTH
421,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,21,,1135 229TH DRIVE SOUTH
422,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,21,M,1153 229TH DRIVE SOUTH
423,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,21,M,1155 229TH DRIVE SOUTH
424,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,22,,1130 229TH DRIVE SOUTH
425,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,22,M,1132 229TH DRIVE SOUTH
426,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,23,M,1128 EAST 229TH STREET
427,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,23,M,1120 EAST 229TH STREET
428,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,24,M,4044 LACONIA AVENUE
429,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,24,M,4040 LACONIA AVENUE
430,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,25,M,4056 LACONIA AVENUE
431,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,25,M,4064 LACONIA AVENUE
432,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,26,M,4020 LACONIA AVENUE
433,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,26,M,4024 LACONIA AVENUE
434,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,27,M,4034 LACONIA AVENUE
435,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,27,M,4030 LACONIA AVENUE
436,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,28,M,1138 229TH DRIVE SOUTH
437,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,29,M,1154 229TH DRIVE SOUTH
438,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,3,M,3861 BAYCHESTER AVENUE
439,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,3,M,3865 BAYCHESTER AVENUE
440,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,30,M,1160 229TH DRIVE SOUTH
441,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,31,M,1187 226TH DRIVE
442,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,31,M,1183 226TH DRIVE
443,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,32,M,1169 226TH DRIVE
444,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,32,M,1165 226TH DRIVE
445,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,33,,1151 226TH DRIVE
446,EDENWALD,BRONX,2,057,6/27/2023,11,2049050001,33,M,1145 226TH DRIVE
447,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
448,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
449,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
450,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
451,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
452,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
453,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
454,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
455,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
456,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
457,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
458,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
459,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
460,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
461,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
462,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
463,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,
464,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,
465,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,
466,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
467,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
468,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
469,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
470,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
471,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
472,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,,
473,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
474,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,,,M,
475,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180136,1,M,752 FENIMORE STREET
476,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180027,10,M,730 FENIMORE STREET
477,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180026,11,M,728 FENIMORE STREET
478,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180025,12,M,726 FENIMORE STREET
479,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300007,13,M,334 LEFFERTS AVENUE
480,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300008,14,M,336 LEFFERTS AVENUE
481,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300009,15,M,338 LEFFERTS AVENUE
482,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300010,16,M,340 LEFFERTS AVENUE
483,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300011,17,M,342 LEFFERTS AVENUE
484,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3013300012,18,M,344 LEFFERTS AVENUE
485,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180135,2,M,750 FENIMORE STREET
486,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180134,3,M,748 FENIMORE STREET
487,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180133,4,M,746 FENIMORE STREET
488,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180033,5,M,742 FENIMORE STREET
489,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180031,6,M,740 FENIMORE STREET
490,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180030,7,M,738 FENIMORE STREET
491,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180029,8,M,736 FENIMORE STREET
492,FENIMORE-LEFFERTS,BROOKLYN,36,205,11/28/2023,12,3048180028,9,M,732 FENIMORE STREET
493,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037240027,,,260 BRADFORD STREET
494,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,10,M,320 MILLER AVENUE
495,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,11,M,2211 PITKIN AVENUE
496,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,12,M,2215 PITKIN AVENUE
497,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,13,M,2221 PITKIN AVENUE
498,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3039930001,13,M,2219 PITKIN AVENUE
499,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037240029,6,M,2155 PITKIN AVENUE
500,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037240029,7,M,2165 PITKIN AVENUE
501,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,8,M,2189 PITKIN AVENUE
502,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,8,,2185 PITKIN AVENUE
503,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,8,M,2181 PITKIN AVENUE
504,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,9,M,340 MILLER AVENUE
505,FIORENTINO PLAZA,BROOKLYN,160,207,12/28/2021,13,3037250001,9,,330 MILLER AVENUE
506,FORT WASHINGTON AVENUE REHAB,MANHATTAN,226,309,11/30/2020,13,1021360235,1,M,99 FORT WASHINGTON AVENUE
507,FORT WASHINGTON AVENUE REHAB,MANHATTAN,226,309,11/30/2020,13,1021360235,1,M,99 FORT WASHINGTON AVENUE
508,FRANKLIN AVENUE I CONVENTIONAL,BRONX,61,525,11/30/2018,13,2029310070,10,,1375 FRANKLIN AVENUE
509,FRANKLIN AVENUE I CONVENTIONAL,BRONX,61,525,11/30/2018,13,2029310070,10,M,1373 FRANKLIN AVENUE
510,FRANKLIN AVENUE I CONVENTIONAL,BRONX,61,525,11/30/2018,13,2029310066,8,,1383 FRANKLIN AVENUE
511,FRANKLIN AVENUE I CONVENTIONAL,BRONX,61,525,11/30/2018,13,2029310066,8,M,1381 FRANKLIN AVENUE
512,FRANKLIN AVENUE I CONVENTIONAL,BRONX,61,525,11/30/2018,13,2029310068,9,M,1377 FRANKLIN AVENUE
513,FRANKLIN AVENUE I CONVENTIONAL,BRONX,61,525,11/30/2018,13,2029310068,9,,1379 FRANKLIN AVENUE
514,FRANKLIN AVENUE II CONVENTIONAL,BRONX,45,531,11/30/2018,13,2029310064,,,1385 FRANKLIN AVENUE
515,FRANKLIN AVENUE II CONVENTIONAL,BRONX,45,531,11/30/2018,13,2029350007,4,M,1394 FRANKLIN AVENUE
516,FRANKLIN AVENUE II CONVENTIONAL,BRONX,45,531,11/30/2018,13,2029350005,5,M,1392 FRANKLIN AVENUE
517,FRANKLIN AVENUE II CONVENTIONAL,BRONX,45,531,11/30/2018,13,2029350003,6,M,1390 FRANKLIN AVENUE
518,FRANKLIN AVENUE III CONVENTIONAL,BRONX,15,524,11/30/2018,13,2029350030,7,M,631 JEFFERSON PLACE
519,GRAMPION,MANHATTAN,35,281,11/30/2020,13,1019250015,1,M,182 SAINT NICHOLAS AVENUE
520,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,229 WEST 152ND STREET
521,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,225 WEST 152ND STREET
522,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,221 WEST 152ND STREET
523,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,210T WEST 153RD STREET
524,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,210S WEST 153RD STREET
525,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,210R WEST 153RD STREET
526,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,210Q WEST 153RD STREET
527,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,1,M,70 MACOMBS PLACE
528,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,2,M,210P WEST 153RD STREET
529,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,2,M,210N WEST 153RD STREET
530,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,2,M,210M WEST 153RD STREET
531,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,2,M,210L WEST 153RD STREET
532,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,2,,2650 A C POWELL BOULEVARD
533,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,2,M,210K WEST 153RD STREET
534,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,M,211J WEST 151ST STREET
535,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,M,211H WEST 151ST STREET
536,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,2628 A C POWELL BOULEVARD
537,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,M,211G WEST 151ST STREET
538,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,2632 A C POWELL BOULEVARD
539,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,2630 A C POWELL BOULEVARD
540,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,M,211F WEST 151ST STREET
541,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,2622 A C POWELL BOULEVARD
542,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,2624 A C POWELL BOULEVARD
543,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,2620 A C POWELL BOULEVARD
544,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,2626 A C POWELL BOULEVARD
545,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,,207 WEST 151ST STREET
546,HARLEM RIVER,MANHATTAN,577,003,2/17/2022,14,1020370011,3,M,211E WEST 151ST STREET
