,BBL,BLDG#,M,ADDRESS,ZIP CODE,CD #,FC #,SS #,SA #,CC #,BIN#
2114,3014660047,1,M,1763B STERLING PLACE,11233,16,09,25,55,41,3427324
2115,3014660047,1,M,1765 STERLING PLACE,11233,16,09,25,55,41,3427325
2116,3014660047,1,M,1765A STERLING PLACE,11233,16,09,25,55,41,3427325
2117,3014660047,1,M,1765B STERLING PLACE,11233,16,09,25,55,41,3427325
2118,3014660047,1,M,1767 STERLING PLACE,11233,16,09,25,55,41,3427326
2119,3014660047,1,M,1767A STERLING PLACE,11233,16,09,25,55,41,3427326
2120,3014660047,1,,1767B STERLING PLACE,11233,16,09,25,55,41,3427326
2121,3014660049,1,,496 HOWARD AVENUE,11233,16,09,25,55,41,3039386
2122,3014660049,1,,494 HOWARD AVENUE,11233,16,09,25,55,41,3039386
2123,3014700033,2,M,1766 STERLING PLACE,11233,16,09,25,55,41,3348335
2124,3021720001,1,,83 TAYLOR STREET,11249,01,07,18,50,34,3334990
2125,3021720001,1,M,85 TAYLOR STREET,11249,01,07,18,50,34,3334990
2126,3021720001,2,,128 CLYMER STREET,11249,01,07,18,50,34,3334991
2127,3021720001,2,M,130 CLYMER STREET,11249,01,07,18,50,34,3334991
2128,3021720001,3,,140 CLYMER STREET,11249,01,07,18,50,34,3334989
2129,3021720001,3,,123 TAYLOR STREET,11249,01,07,18,50,34,3334989
2130,3021720001,3,M,125 TAYLOR STREET,11249,01,07,18,50,34,3334989
2131,3021720001,3,,119 TAYLOR STREET,11249,01,07,18,50,34,3334989
2132,3021760001,4,,119 WILSON STREET,11249,01,07,18,50,34,3059905
2133,3021760001,4,,114 TAYLOR STREET,11249,01,07,18,50,34,3059905
2134,3021760001,4,M,121 WILSON STREET,11249,01,07,18,50,34,3059905
2135,3021760001,5,,97 WILSON STREET,11249,01,07,18,50,34,3341986
2136,3021760001,5,,110 TAYLOR STREET,11249,01,07,18,50,34,3341989
2137,3021760001,5,,95 WILSON STREET,11249,01,07,18,50,34,3341986
2138,3021760001,5,M,99 WILSON STREET,11249,01,07,18,50,34,3341986
2139,3021760001,6,M,75 WILSON STREET,11249,01,07,18,50,34,3341987
2140,3021760001,6,,73 WILSON STREET,11249,01,07,18,50,34,3341987
2141,3046710007,1,M,1142 LENOX ROAD,11212,17,09,19,58,41,3101906
2142,3046720001,2,M,1144 LENOX ROAD,11212,17,09,19,55,41,3101952
2143,3046520045,3,M,1145 LENOX ROAD,11212,17,09,19,55,41,3101290
2144,3043710001,1,M,570 STANLEY AVENUE,11207,05,08,19,60,42,3324019
2145,3043930001,10,M,190 WORTMAN AVENUE,11207,05,08,19,60,42,3337067
2146,3043930001,11,M,240 WORTMAN AVENUE,11207,05,08,19,60,42,3337068
2147,3043930001,12,M,250 WORTMAN AVENUE,11207,05,08,19,60,42,3337069
2148,3043930001,13,M,245 COZINE AVENUE,11207,05,08,19,60,42,3337065
2149,3043930001,14,M,215 COZINE AVENUE,11207,05,08,19,60,42,3337062
2150,3043930001,14,,213 COZINE AVENUE,11207,05,08,19,60,42,3337062
2151,3043930001,14,,217 COZINE AVENUE,11207,05,08,19,60,42,3337062
2152,3043930001,15,M,195 COZINE AVENUE,11207,05,08,19,60,42,3337061
2153,3043970001,16,M,270 WORTMAN AVENUE,11207,05,08,19,60,42,3324281
2154,3043970001,17,M,300 WORTMAN AVENUE,11207,05,08,19,60,42,3324284
2155,3043970001,18,M,295 COZINE AVENUE,11207,05,08,19,60,42,3324283
2156,3043970001,19,M,285 COZINE AVENUE,11207,05,08,19,60,42,3324282
2157,3043710001,2,M,580 STANLEY AVENUE,11207,05,08,19,60,42,3324020
2158,3043750050,20,,696 STANLEY AVENUE,11207,05,08,19,60,42,3396477
2159,3043750050,21,,670 STANLEY AVENUE,11207,05,08,19,60,42,3412949
2160,3043710001,3,M,630 STANLEY AVENUE,11207,05,08,19,60,42,3324015
2161,3043710001,4,M,640 STANLEY AVENUE,11207,05,08,19,60,42,3324018
2162,3043710001,5,,247 WORTMAN AVENUE,11207,05,08,19,60,42,3324016
2163,3043710001,5,,912 VAN SICLEN AVENUE,11207,05,08,19,60,42,3324016
2164,3043710001,5,M,245 WORTMAN AVENUE,11207,05,08,19,60,42,3324016
2165,3043710001,5,,243 WORTMAN AVENUE,11207,05,08,19,60,42,3324016
2166,1019840001,1,,549 WEST 126TH STREET,10027,09,13,30,70,07,1084125
2167,1019840001,1,,555 WEST 126TH STREET,10027,09,13,30,70,07,1084125
2168,1019840001,1,M,545 WEST 126TH STREET,10027,09,13,30,70,07,1084125
2169,1019840001,2,,3240 BROADWAY,10027,09,13,30,70,07,1084124
2170,1019840001,2,M,3250 BROADWAY,10027,09,13,30,70,07,1084124
2171,1019840001,3,,1414 AMSTERDAM AVENUE,10027,09,13,30,70,07,1084127
2172,1019840001,3,M,1420 AMSTERDAM AVENUE,10027,09,13,30,70,07,1084127
2173,1019840001,4,M,1430 AMSTERDAM AVENUE,10027,09,13,30,70,07,1084128
2174,1019840001,5,M,1470 AMSTERDAM AVENUE,10027,09,13,30,70,07,1084129
2175,1019840001,6,,530 WEST 133RD STREET,10027,09,13,30,70,07,1084130
2176,1019840001,6,M,95 OLD BROADWAY,10027,09,13,30,70,07,1084130
2177,1019880020,1,M,515 WEST 134TH STREET,10031,09,13,30,70,07,1059758
2178,1019880022,2,M,511 WEST 134TH STREET,10031,09,13,30,70,07,1059760
2179,1019880031,3,M,1504 AMSTERDAM AVENUE,10031,09,13,30,70,07,1059765
2180,1019870017,1,M,529 WEST 133RD STREET,10027,09,13,30,70,07,1079738
2181,1019870017,2,M,514 WEST 134TH STREET,10031,09,13,30,70,07,1079741
2182,3017980020,1,M,534 GREENE AVENUE,11216,03,08,25,56,36,3426328
2183,3017980020,1,M,528 GREENE AVENUE,11216,03,08,25,56,36,3426329
2184,3017980020,1,M,524 GREENE AVENUE,11216,03,08,25,56,36,3392441
2185,3017980020,1,M,518 GREENE AVENUE,11216,03,08,25,56,36,3392441
2186,3017980020,2,,325 LEXINGTON AVENUE,11216,03,08,25,56,36,3394299
2187,3017980020,2,M,323 LEXINGTON AVENUE,11216,03,08,25,56,36,3394299
2188,3017980020,2,,327 LEXINGTON AVENUE,11216,03,08,25,56,36,3426330
2189,3017980020,2,M,329 LEXINGTON AVENUE,11216,03,08,25,56,36,3426330
2190,3017980020,2,M,331 LEXINGTON AVENUE,11216,03,08,25,56,36,3426331
2191,3017980005,,,303 NOSTRAND AVENUE,11216,03,08,25,56,36,3000000
2192,3017980077,,,305 LEXINGTON AVENUE,11216,03,08,25,56,36,3343342
2193,3017980004,,,305 NOSTRAND AVENUE,11216,03,08,25,56,36,3000000
2194,3017980003,,,307 NOSTRAND AVENUE,11216,03,08,25,56,36,3000000
2195,3017980002,,,309 NOSTRAND AVENUE,11216,03,08,25,56,36,3000000
2196,3017980007,,,492 GREENE AVENUE,11216,03,08,25,56,36,3000000
2197,3017980008,,,494 GREENE AVENUE,11216,03,08,25,56,36,3000000
2198,3017980009,,,496 GREENE AVENUE,11216,03,08,25,56,36,3000000
2199,3017980077,3,M,311 LEXINGTON AVENUE,11216,03,08,25,56,36,3343342
2200,3017980077,3,M,313 LEXINGTON AVENUE,11216,03,08,25,56,36,3343342
2201,3017980077,3,M,315 LEXINGTON AVENUE,11216,03,08,25,56,36,3426333
2202,3017980077,3,M,317 LEXINGTON AVENUE,11216,03,08,25,56,36,3426333
2203,3017980077,3,M,319 LEXINGTON AVENUE,11216,03,08,25,56,36,3426334
2204,1021160033,1,,1968 AMSTERDAM AVENUE,10032,12,13,31,71,10,1076742
2205,1021160033,1,M,1970 AMSTERDAM AVENUE,10032,12,13,31,71,10,1076742
2206,2041710024,1,,3031 MIDDLETOWN ROAD,10461,10,14,34,82,13,2046141
2207,2041710024,1,M,3033 MIDDLETOWN ROAD,10461,10,14,34,82,13,2046141
2208,2041710024,1,,3035 MIDDLETOWN ROAD,10461,10,14,34,82,13,2046141
2209,2029440001,1,M,1805 CROTONA AVENUE,10457,06,15,32,79,15,2092142
2210,2029440001,1,,1807 CROTONA AVENUE,10457,06,15,32,79,15,2092142
2211,2029440001,2,,1811 CROTONA AVENUE,10457,06,15,32,79,15,2092141
2212,2029440001,2,,615 CROTONA PARK NORTH,10457,06,15,32,79,15,2092141
2213,2029440001,2,M,611 CROTONA PARK NORTH,10457,06,15,32,79,15,2092141
2214,2029440001,2,,601 CROTONA PARK NORTH,10457,06,15,32,79,15,2092141
2215,4160020001,1,M,54-81 ALMEDA AVENUE,11692,14,05,10,31,31,4436447
2216,4160010002,10,M,51-11 ALMEDA AVENUE,11691,14,05,10,31,31,4436442
2217,4160010002,11,M,409 BEACH 51ST STREET,11691,14,05,10,31,31,4436436
2218,4160010002,12,M,51-24 BEACH CHANNEL DRIVE,11691,14,05,10,31,31,4436440
2219,4160010002,13,M,51-32 BEACH CHANNEL DRIVE,11691,14,05,10,31,31,4436441
2220,4160010002,14,M,410 BEACH 54TH STREET,11692,14,05,10,31,31,4436438
2221,4160020001,15,M,411 BEACH 54TH STREET,11692,14,05,10,31,31,4440393
2222,4160020001,16,M,54-22 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436451
2223,3014310037,1,M,2041 PACIFIC STREET,11233,16,08,25,55,41,3038518
2224,3014310043,2,M,334 HOWARD AVENUE,11233,16,08,25,55,41,3038520
2225,3014310043,2,,336 HOWARD AVENUE,11233,16,08,25,55,41,3038520
2226,3014310039,3,M,324 HOWARD AVENUE,11233,16,08,25,55,41,3038519
2227,3014390010,4,M,2020 PACIFIC STREET,11233,16,08,25,55,41,3038674
2228,3014390001,5,M,2065 DEAN STREET,11233,16,08,25,55,41,3038671
2229,3033400020,1,M,85 PALMETTO STREET,11221,04,07,18,54,37,3076429
2230,1017710059,1,M,120 EAST 123RD STREET,10035,11,13,30,68,09,1054420
2231,1017710010,2,M,115 EAST 122ND STREET,10035,11,13,30,68,09,1054411
2232,1017710065,3,,114 EAST 123RD STREET,10035,11,13,30,68,09,1087851
2233,1017710065,3,,116 EAST 123RD STREET,10035,11,13,30,68,09,1087851
2234,3013730034,1,M,1468 PARK PLACE,11213,08,09,20,55,36,3036563
2235,3043690001,1,,895 PENNSYLVANIA AVENUE,11207,05,08,19,60,42,3324011
2236,3043690001,1,,879 PENNSYLVANIA AVENUE,11207,05,08,19,60,42,3324011
2237,3043690001,1,,881 PENNSYLVANIA AVENUE,11207,05,08,19,60,42,3324011
2238,3043690001,1,M,875 PENNSYLVANIA AVENUE,11207,05,08,19,60,42,3324011
2239,3043690001,1,,877 PENNSYLVANIA AVENUE,11207,05,08,19,60,42,3324011
2240,3043690001,2,M,155 WORTMAN AVENUE,11207,05,08,19,60,42,3324014
2241,3043690001,3,M,920 VERMONT STREET,11207,05,08,19,60,42,3324013
2242,3043690011,4,,520 STANLEY AVENUE,11207,05,08,19,60,42,3324010
2243,3043690011,4,,530 STANLEY AVENUE,11207,05,08,19,60,42,3324010
2244,1020080013,1,M,120 WEST 140TH STREET,10030,10,13,30,70,09,1060054
2245,1020080013,1,M,120 WEST 140TH STREET,10030,10,13,30,70,09,1060054
2246,3035080034,,,1180 EAST NEW YORK AVENUE,11212,16,09,25,55,41,3000000
2247,3035080036,,,1186 EAST NEW YORK AVENUE,11212,16,09,25,55,41,3000000
2248,3035080041,,,662 RALPH AVENUE,11212,16,09,25,55,41,3080788
2249,3035080038,1,M,1196 EAST NEW YORK AVENUE,11212,16,09,25,55,41,3080787
2250,3035080042,2,M,672 RALPH AVENUE,11212,16,09,25,55,41,3080789
2251,3035080046,3,M,682 RALPH AVENUE,11212,16,09,25,55,41,3080790
2252,3035080050,4,M,692 RALPH AVENUE,11212,16,09,25,55,41,3080791
2253,3035080054,5,M,698 RALPH AVENUE,11212,16,09,25,55,41,3080792
2254,3047950016,1,,681 MAPLE STREET,11203,09,09,20,43,40,3106612
2255,3047950016,1,,720 EAST NEW YORK AVENUE,11203,09,09,20,43,40,3106612
2256,3047950016,1,,722 EAST NEW YORK AVENUE,11203,09,09,20,43,40,3106612
2257,3047950016,1,M,728 EAST NEW YORK AVENUE,11203,09,09,20,43,40,3106612
2258,3047950016,1,,730 EAST NEW YORK AVENUE,11203,09,09,20,43,40,3106612
2259,3047950016,1,,726 EAST NEW YORK AVENUE,11203,09,09,20,43,40,3106612
2260,3045940064,1,M,955 RUTLAND ROAD,11212,17,09,19,58,41,3099358
2261,2035930001,1,M,1710 LAFAYETTE AVENUE,10473,09,14,34,85,18,2092700
2262,2035930001,2,M,750 CROES AVENUE,10473,09,14,34,85,18,2092699
2263,2035930001,3,M,710 CROES AVENUE,10473,09,14,34,85,18,2092698
2264,2035930001,4,M,715 NOBLE AVENUE,10473,09,14,34,85,18,2092701
2265,2035940001,5,M,710 NOBLE AVENUE,10473,09,14,34,85,18,2021985
2266,2035940001,5,,712 NOBLE AVENUE,10473,09,14,34,85,18,2021985
2267,2035980017,6,M,740 BEACH AVENUE,10473,09,14,34,85,18,2092707
2268,2035980017,7,M,1810 LAFAYETTE AVENUE,10473,09,14,34,85,18,2092706
2269,2035930001,8,,717GAR NOBLE AVENUE,10473,09,14,34,85,18,2112991
2270,1020120023,,,111 WEST 143RD STREET,10030,10,13,30,71,09,1000000
2271,1020120023,,,113 WEST 143RD STREET,10030,10,13,30,71,09,1000000
2272,1020070044,,,114 WEST 139TH STREET,10030,10,13,30,70,09,1000000
2273,1020110008,,,155 WEST 142ND STREET,10030,10,13,30,71,09,1000000
2274,1020120009,,,155 WEST 143RD STREET,10030,10,13,30,71,09,1000000
2275,1020110007,,,157 WEST 142ND STREET,10030,10,13,30,71,09,1000000
2276,1020120009,,,157 WEST 143RD STREET,10030,10,13,30,71,09,1000000
2277,1020130026,1,M,109 WEST 144TH STREET,10030,10,13,30,71,09,1060169
2278,1020150005,10,M,164 WEST 147TH STREET,10039,10,13,30,71,09,1079768
2279,1020150005,10,,2537 A C POWELL BOULEVARD,10039,10,13,30,71,09,1079768
2280,1020150005,11,M,2533 A C POWELL BOULEVARD,10039,10,13,30,71,09,1079767
2281,1020150005,12,M,2529 A C POWELL BOULEVARD,10039,10,13,30,71,09,1079766
2282,1020150005,13,M,2525 A C POWELL BOULEVARD,10039,10,13,30,71,09,1079765
2283,1020120061,14,M,164 WEST 144TH STREET,10030,10,13,30,71,09,1060155
2284,1020120061,14,,2477 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060155
2285,1020120063,15,M,2473 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060156
2286,1020120064,16,M,2469 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060157
2287,1020120003,17,M,2465 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060129
2288,1020120001,18,,2461 A C POWELL BOULEVARD,10030,10,13,30,71,09,1060128
2289,1020120001,18,M,167 WEST 143RD STREET,10030,10,13,30,71,09,1060128
2290,1020120006,19,M,163 WEST 143RD STREET,10030,10,13,30,71,09,1060130
2291,1020130024,2,M,113 WEST 144TH STREET,10030,10,13,30,71,09,1060168
2292,1020120008,20,M,159 WEST 143RD STREET,10030,10,13,30,71,09,1060131
2293,1020120011,21,M,151 WEST 143RD STREET,10030,10,13,30,71,09,1060132
2294,1020120014,22,M,145 WEST 143RD STREET,10030,10,13,30,71,09,1060133
2295,1020120015,23,M,143 WEST 143RD STREET,10030,10,13,30,71,09,1060134
2296,1020120018,24,M,135 WEST 143RD STREET,10030,10,13,30,71,09,1060136
2297,1020120020,25,M,131 WEST 143RD STREET,10030,10,13,30,71,09,1060137
2298,1020110033,26,M,649 MALCOLM X BOULEVARD,10037,10,13,30,71,09,1060117
2299,1020110031,27,M,645 MALCOLM X BOULEVARD,10037,10,13,30,71,09,1060116
2300,1020110022,28,M,129 WEST 142ND STREET,10030,10,13,30,71,09,1060111
2301,1020110015,29,M,141 WEST 142ND STREET,10030,10,13,30,71,09,1060107
2302,1020090004,39,M,2405 A C POWELL BOULEVARD,10030,10,13,30,70,09,1060060
2303,1020090003,40,M,2403 A C POWELL BOULEVARD,10030,10,13,30,70,09,1060059
2304,1020090001,41,,2401 A C POWELL BOULEVARD,10030,10,13,30,70,09,1060058
2305,1020090001,41,M,173 WEST 140TH STREET,10030,10,13,30,70,09,1060058
2306,1020070057,42,M,138 WEST 139TH STREET,10030,10,13,30,70,09,1060048
2307,1020070056,43,M,136 WEST 139TH STREET,10030,10,13,30,70,09,1060047
2308,1020070042,46,M,110 WEST 139TH STREET,10030,10,13,30,70,09,1060037
2309,1020110009,47,M,151 WEST 142ND STREET,10030,10,13,30,71,09,1076698
2310,1020110009,47,,153 WEST 142ND STREET,10030,10,13,30,71,09,1076698
2311,2026260001,1,M,845 CAULDWELL AVENUE,10456,01,15,32,79,17,2091326
2312,2026260001,1,M,851 CAULDWELL AVENUE,10456,01,15,32,79,17,2091326
2313,2026260001,1,M,855 CAULDWELL AVENUE,10456,01,15,32,79,17,2091326
2314,2026260001,1,M,861 CAULDWELL AVENUE,10456,01,15,32,79,17,2091326
2315,2026260001,1,M,865 CAULDWELL AVENUE,10456,01,15,32,79,17,2091326
2316,2026260001,2,M,821 CAULDWELL AVENUE,10456,01,15,32,79,17,2091325
2317,2026960005,1,M,839 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2318,2026960005,1,M,845 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2319,2026960005,1,M,851 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2320,2026960005,1,M,857 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2321,2026960005,1,M,863 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2322,2026960005,1,M,869 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2323,2026960005,1,M,875 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2324,2026960005,1,M,881 REV JAMES A POLITE AVENUE,10459,02,14,32,85,17,2092000
2325,2026960005,2,M,820 HEWITT PLACE,10459,02,14,32,85,17,2092001
2326,2026960005,2,M,826 HEWITT PLACE,10459,02,14,32,85,17,2092001
2327,2026960005,2,M,832 HEWITT PLACE,10459,02,14,32,85,17,2092001
2328,2026960005,2,M,840 HEWITT PLACE,10459,02,14,32,85,17,2092001
2329,2026960005,2,M,846 HEWITT PLACE,10459,02,14,32,85,17,2092001
2330,2026960005,2,M,852 HEWITT PLACE,10459,02,14,32,85,17,2092001
2331,3013790052,,,1487 SAINT JOHNS PLACE,11213,08,09,20,55,36,3036873
2332,3013790063,1,M,1483 SAINT JOHNS PLACE,11213,08,09,20,55,36,3036877
2333,3013790055,2,M,1491 SAINT JOHNS PLACE,11213,08,09,20,55,36,3036875
2334,3013790031,3,M,1506 STERLING PLACE,11213,08,09,20,55,36,3036861
2335,3013730054,4,M,1511 STERLING PLACE,11213,08,09,20,55,36,3036569
2336,3013810018,5,M,1640 STERLING PLACE,11233,08,09,20,55,41,3036911
2337,3013790008,1,M,1448 STERLING PLACE,11213,08,09,20,55,36,3036855
2338,3013790011,2,M,1452 STERLING PLACE,11213,08,09,20,55,36,3036856
2339,3013800025,3,M,1568 STERLING PLACE,11213,08,09,20,55,36,3036888
2340,3013800028,4,M,1578 STERLING PLACE,11213,08,09,20,55,36,3036889
2341,3013800031,5,M,1588 STERLING PLACE,11213,08,09,20,55,36,3036890
2342,3013800034,6,M,1598 STERLING PLACE,11213,08,09,20,55,36,3036891
2343,3013750002,7,M,225 BUFFALO AVENUE,11213,08,09,20,55,41,3036630
2344,3035100016,,,2041 UNION STREET,11212,16,09,25,55,41,3000000
2345,3035100007,,,2063 UNION STREET,11212,16,09,25,55,41,3000000
2346,3035100006,,,2067 UNION STREET,11212,16,09,25,55,41,3000000
2347,3035100001,1,M,2069 UNION STREET,11212,16,09,25,55,41,3080820
2348,3035100001,1,,2079 UNION STREET,11212,16,09,25,55,41,3080820
2349,3035100011,2,M,2045 UNION STREET,11212,16,09,25,55,41,3080825
2350,3035100011,2,,2055 UNION STREET,11212,16,09,25,55,41,3080825
2351,3035090059,3,,2068 UNION STREET,11212,16,09,25,55,41,3080818
2352,3035090059,3,M,2058 UNION STREET,11212,16,09,25,55,41,3080818
2353,3035490036,,,182 TAPSCOTT STREET,11212,16,09,19,55,41,3423994
2354,,,,188 TAPSCOTT STREET,11212,16,09,19,55,41,
2355,3035490039,,,190 TAPSCOTT STREET,11212,16,09,19,55,41,3081472
2356,3035490041,,,194 TAPSCOTT STREET,11212,16,09,19,55,41,3000000
2357,3035340001,1,M,725 HOWARD AVENUE,11212,16,08,25,55,41,3081227
2358,3035500034,2,,738 HOWARD AVENUE,11212,16,09,19,55,41,3081484
2359,3035500034,2,M,728 HOWARD AVENUE,11212,16,09,19,55,41,3081484
2360,3035490033,3,M,170 TAPSCOTT STREET,11212,16,09,19,55,41,3081471
2361,3035500016,4,,185 TAPSCOTT STREET,11212,16,09,19,55,41,3081483
2362,3035500016,4,M,175 TAPSCOTT STREET,11212,16,09,19,55,41,3081483
2363,3035490036,5,M,184 TAPSCOTT STREET,11212,16,09,19,55,41,3423994
2364,3035500011,6,,197 TAPSCOTT STREET,11212,16,09,19,55,41,3081482
2365,3035500011,6,M,187 TAPSCOTT STREET,11212,16,09,19,55,41,3081482
2366,3035490039,7,M,192 TAPSCOTT STREET,11212,16,09,19,55,41,3081472
2367,3035500006,8,,209 TAPSCOTT STREET,11212,16,09,19,55,41,3081481
2368,3035500006,8,M,199 TAPSCOTT STREET,11212,16,09,19,55,41,3081481
2369,,,,N/A OAKLAND PLACE,,,,,,,
2370,2030940014,1,M,2070 CLINTON AVENUE,10457,06,15,32,79,15,2012652
2371,2031430167,,,2251 WEBSTER AVENUE,10457,05,15,33,86,15,2000000
2372,2031430206,,,2273 WEBSTER AVENUE,10457,05,15,33,86,15,2000000
2373,2031437501,,,2291 WEBSTER AVENUE,10458,05,15,33,86,15,2000000
2374,2031437501,,,2303 WEBSTER AVENUE,10458,05,15,33,86,15,2000000
2375,2031437501,,,371 EAST 183RD STREET,10458,05,15,33,86,15,2130369
2376,2031430206,,,380 EAST 183RD STREET,10458,05,15,33,86,15,2000000
2377,2031430167,,,386 FORD STREET,10457,05,15,33,86,15,2000000
2378,2031437501,,,390 EAST 184TH STREET,10458,05,15,33,86,15,2000000
2379,2031437501,,,394 EAST 184TH STREET,10458,05,15,33,86,15,2000000
2380,2031430155,1,M,"365 FORD STREET, WING D",10457,05,15,33,86,15,2092394
2381,2026780001,1,M,950 UNION AVENUE,10459,03,15,32,79,17,2005015
2382,2026800013,1,M,1135 PROSPECT AVENUE,10459,03,15,32,79,17,2091990
2383,2026800013,2,M,819 EAST 167TH STREET,10459,03,15,32,79,17,2091991
2384,2026800013,2,M,817 EAST 167TH STREET,10459,03,15,32,79,17,2091991
2385,2026800013,2,M,815 EAST 167TH STREET,10459,03,15,32,79,17,2091991
2386,2026800013,2,M,813 EAST 167TH STREET,10459,03,15,32,79,17,2091991
2387,2026800013,2,M,811 EAST 167TH STREET,10459,03,15,32,79,17,2091991
2388,2026800001,3,M,1104 UNION AVENUE,10459,03,15,32,79,17,2091986
2389,2026800001,3,M,1102 UNION AVENUE,10459,03,15,32,79,17,2091986
2390,2026800001,3,M,1100 UNION AVENUE,10459,03,15,32,79,17,2091986
2391,2026800001,3,M,1098 UNION AVENUE,10459,03,15,32,79,17,2091986
2392,2026800001,3,M,1096 UNION AVENUE,10459,03,15,32,79,17,2091986
2393,2026800001,4,M,815 EAST 166TH STREET,10459,03,15,32,79,17,2091985
2394,2026800001,4,M,817 EAST 166TH STREET,10459,03,15,32,79,17,2091985
2395,2026800001,4,M,819 EAST 166TH STREET,10459,03,15,32,79,17,2091985
2396,2026800001,5,M,822 EAST 167TH STREET,10459,03,15,32,79,17,2091983
2397,2026800001,5,M,820 EAST 167TH STREET,10459,03,15,32,79,17,2091983
2398,2026800001,5,M,818 EAST 167TH STREET,10459,03,15,32,79,17,2091983
2399,2026800001,6,M,1111 PROSPECT AVENUE,10459,03,15,32,79,17,2091984
2400,2026800001,6,M,1113 PROSPECT AVENUE,10459,03,15,32,79,17,2091984
2401,2026800001,6,M,1115 PROSPECT AVENUE,10459,03,15,32,79,17,2091984
2402,2028790032,,,1921 UNIVERSITY AVENUE,10453,05,13,31,86,14,2000000
2403,2028790043,1,M,1865 UNIVERSITY AVENUE,10453,05,13,31,86,14,2009058
2404,2028790041,2,M,1875 UNIVERSITY AVENUE,10453,05,13,31,86,14,2009057
2405,2028790033,3,M,1895 UNIVERSITY AVENUE,10453,05,13,31,86,14,2009055
2406,2028790030,4,M,1925 UNIVERSITY AVENUE,10453,05,13,31,86,14,2009054
2407,2028790030,4,M,1927 UNIVERSITY AVENUE,10453,05,13,31,86,14,2009054
2408,1021320047,1,M,501 WEST 176TH STREET,10033,12,13,31,72,10,1063193
2409,1021320047,1,,2340 AMSTERDAM AVENUE,10033,12,13,31,72,10,1063193
2410,1021320047,1,,2346 AMSTERDAM AVENUE,10033,12,13,31,72,10,1063193
2411,1021320047,1,M,500 WEST 177TH STREET,10033,12,13,31,72,10,1063193
2412,1021320110,2,M,503 WEST 177TH STREET,10033,12,13,31,72,10,1063213
2413,1021320114,3,M,511 WEST 177TH STREET,10033,12,13,31,72,10,1063215
2414,1021320100,4,,514 WEST 177TH STREET,10033,12,13,31,72,10,1063209
2415,1021320100,4,M,506 WEST 177TH STREET,10033,12,13,31,72,10,1063209
2416,1021320094,5,M,509 WEST 176TH STREET,10033,12,13,31,72,10,1063207
2417,1021100071,2,M,450 WEST 164TH STREET,10032,12,13,31,72,10,1062623
2418,1021110038,3,M,457 WEST 164TH STREET,10032,12,13,31,72,10,1062639
2419,1021110040,4,M,461 WEST 164TH STREET,10032,12,13,31,72,10,1062640
2420,1021110041,5,M,463 WEST 164TH STREET,10032,12,13,31,72,10,1062641
2421,1021110042,6,M,465 WEST 164TH STREET,10032,12,13,31,72,10,1062642
2422,1021210051,7,M,500 WEST 164TH STREET,10032,12,13,31,72,10,1062903
2423,1021110006,8,,2111 AMSTERDAM AVENUE,10032,12,13,31,72,10,1062631
2424,1021110005,8,M,2109 AMSTERDAM AVENUE,10032,12,13,31,72,10,1062630
2425,1021150060,1,M,545 WEST 156TH STREET,10032,12,13,31,71,10,1062726
2426,1021320106,1,M,502 WEST 177TH STREET,10033,12,13,31,72,10,1063212
2427,1021320084,2,M,506 WEST 176TH STREET,10033,12,13,31,72,10,1063203
2428,1021320082,3,M,510 WEST 176TH STREET,10033,12,13,31,72,10,1063202
2429,1021320080,4,M,514 WEST 176TH STREET,10033,12,13,31,72,10,1063201
2430,3013410001,1,M,1625 DEAN STREET,11213,08,09,20,56,36,3324581
2431,3013410001,1,M,1615 DEAN STREET,11213,08,09,20,56,36,3324581
2432,3013410001,1,M,1605 DEAN STREET,11213,08,09,20,56,36,3324581
2433,3013410001,1,M,1595 DEAN STREET,11213,08,09,20,56,36,3324581
2434,3013410001,1,M,1585 DEAN STREET,11213,08,09,20,56,36,3324581
2435,5001960001,1,M,820 HENDERSON AVENUE,10310,01,11,23,61,49,5095813
2436,5001960001,17,,778GAR HENDERSON AVENUE,10310,01,11,23,61,49,5146063
2437,5001960001,2,M,806 HENDERSON AVENUE,10310,01,11,23,61,49,5095814
2438,5001960001,3,M,780 HENDERSON AVENUE,10310,01,11,23,61,49,5095815
2439,5001960001,4,,770 HENDERSON AVENUE,10310,01,11,23,61,49,5095816
2440,5001960001,4,M,778 HENDERSON AVENUE,10310,01,11,23,61,49,5095816
2441,5001960001,4,,210 BROADWAY,10310,01,11,23,61,49,5095816
2442,5001960001,5,M,810 HENDERSON AVENUE,10310,01,11,23,61,49,5095817
2443,5001960001,5,,814 HENDERSON AVENUE,10310,01,11,23,61,49,5095817
