,development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,no_days_open,one_yr_post_transfer
3568,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17167348,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2024-08-05,2024-08-06,09/25/2024,09/11/2024,,,,550.0,9278592.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... LESS THAN 10 FEET AT CEILING IN THE 4th ROOM FROM NORTH LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-07,19.0,VIOLATION CLOSED,2024-10-06,Original,Close,N,2024,2024.0,2025-10-06,60.0,2020-07-17
3569,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17520875,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,C,2024-12-03,2024-12-04,12/24/2024,12/19/2024,,,12/24/2024,530.0,9515531.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES IN THE ENTRANCE LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-05,19.0,VIOLATION CLOSED,2025-01-16,Original,Close,N,2024,2024.0,2025-10-06,42.0,2020-07-17
3570,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,16921654,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2024-04-19,2024-04-28,06/17/2024,06/03/2024,,,,689.0,9135231.0,"§ 27-2005, 2006, 2037 HMC: PROPERLY REPAIR AND ABATE UNSAFE ELECTRIC WIRING CONDITION CONSISTING OF EXPOSED ELECTRIC WIRE AT NORTH WALL AT PUBLIC HALL, 1st STORY",2024-04-29,19.0,VIOLATION CLOSED,2024-07-25,Original,Close,N,2024,2024.0,2025-10-06,87.0,2020-07-17
3575,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115463,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,508.0,7879431.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE 2nd BATHROOM FROM EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2022-04-18,19.0,VIOLATION CLOSED,2023-08-05,Original,Close,N,2022,2022.0,2025-10-06,474.0,2020-07-17
3576,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115465,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,C,2022-04-14,2022-04-15,05/19/2022,05/14/2022,,,,790.0,7879433.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 3; WG TO REPLACE = 0; WG TO REPAIR = 0; IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2022-04-18,19.0,VIOLATION CLOSED,2023-07-13,Original,Close,N,2022,2022.0,2025-10-06,451.0,2020-07-17
3577,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15830538,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2023-03-22,2023-03-22,07/09/2023,06/25/2023,,,,1507.0,8373643.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-22,9.0,VIOLATION DISMISSED,2023-04-07,Original,Close,N,2023,2023.0,2025-10-06,16.0,2020-07-17
3578,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,16145782,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,C,2023-08-01,2023-08-05,09/07/2023,09/02/2023,,,08/31/2023,790.0,8588950.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 0; WG TO REPLACE = 0; WG TO REPAIR = 1; IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-07,19.0,VIOLATION CLOSED,2024-11-29,Original,Close,N,2023,2023.0,2025-10-06,480.0,2020-07-17
3579,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,16145796,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2023-08-01,2023-08-05,09/25/2023,09/11/2023,,,,508.0,8588949.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 6th ROOM FROM NORTH AT EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-07,19.0,VIOLATION CLOSED,2024-06-12,Original,Close,N,2023,2023.0,2025-10-06,310.0,2020-07-17
3580,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,16145801,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2023-08-01,2023-08-05,09/25/2023,09/11/2023,,,08/31/2023,529.0,8588949.0,"§ 27-2005 HMC: REFIT THE ENTRANCE DOOR TO THE ROOM IN THE 3rd ROOM FROM NORTH LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-07,9.0,VIOLATION DISMISSED,2023-11-13,Original,Close,N,2023,2023.0,2025-10-06,98.0,2020-07-17
3581,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,16145807,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2023-08-01,2023-08-05,09/25/2023,09/11/2023,,,08/31/2023,529.0,8588949.0,"§ 27-2005 HMC: REFIT THE CLOSET DOOR AT NORTH WALL IN THE 5th ROOM FROM NORTH LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-07,9.0,VIOLATION DISMISSED,2023-11-13,Original,Close,N,2023,2023.0,2025-10-06,98.0,2020-07-17
3582,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17047863,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2024-06-11,2024-06-12,08/01/2024,07/18/2024,,,,508.0,9203236.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE CLOSET IN THE 2nd PRIVATE HALLWAY FROM NORTH LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-06-13,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-10-06,110.0,2020-07-17
3583,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17167350,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,C,2024-08-05,2024-08-06,08/26/2024,08/21/2024,,,,530.0,9278593.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .... IN THE ENTRANCE LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-08-07,19.0,VIOLATION CLOSED,2025-05-09,Original,Close,N,2024,2024.0,2025-10-06,275.0,2020-07-17
3584,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17889774,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,C,2025-05-08,2025-05-09,06/12/2025,06/07/2025,,,06/09/2025,568.0,9752716.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-05-12,9.0,VIOLATION DISMISSED,2025-08-20,Original,Close,N,2025,2025.0,2025-10-06,100.0,2020-07-17
3588,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,14178534,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2021-04-08,2021-04-08,07/26/2021,07/12/2021,,,,1507.0,7210882.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2021-04-08,9.0,VIOLATION DISMISSED,2021-04-12,Original,Close,N,2021,2021.0,2025-10-06,4.0,2020-07-17
3589,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,16145793,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2023-08-01,2023-08-05,09/25/2023,09/11/2023,,,08/31/2023,529.0,8588949.0,"§ 27-2005 HMC: REFIT THE CLOSET DOOR AT WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-08-07,9.0,VIOLATION DISMISSED,2023-11-13,Original,Close,N,2023,2023.0,2025-10-06,98.0,2020-07-17
3590,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17520880,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,B,2024-12-03,2024-12-04,01/23/2025,01/09/2025,,,01/21/2025,535.0,9515530.0,"§ 27-2005 ADM CODE REMOVE THE TORN AND/OR LOOSE FLOOR COVERING AT 1ST TREAD FORM BOTTOM AT PUBLIC HALL STAIRS, 1st STORY",2024-12-05,9.0,VIOLATION DISMISSED,2025-04-03,Original,Close,N,2024,2024.0,2025-10-06,119.0,2020-07-17
3591,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17520878,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2024-12-03,2024-12-04,03/24/2025,03/10/2025,,,03/24/2025,556.0,9515529.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-05,19.0,VIOLATION CLOSED,2025-09-25,Original,Close,N,2024,2024.0,2025-10-06,294.0,2020-07-17
3592,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115478,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,700.0,7879431.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY",2022-04-18,19.0,VIOLATION CLOSED,2023-08-05,Original,Close,N,2022,2022.0,2025-10-06,474.0,2020-07-17
3593,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,17889775,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,C,2025-05-08,2025-05-09,06/12/2025,06/07/2025,,,06/09/2025,569.0,9752716.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2C, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2025-05-12,9.0,VIOLATION DISMISSED,2025-08-20,Original,Close,N,2025,2025.0,2025-10-06,100.0,2020-07-17
3597,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,14916078,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-02-24,2022-02-24,06/13/2022,05/30/2022,,,,1507.0,7718949.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-24,9.0,VIOLATION DISMISSED,2023-04-07,Original,Close,N,2022,2022.0,2025-10-06,407.0,2020-07-17
3598,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115475,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,500.0,7879431.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2022-04-18,19.0,VIOLATION CLOSED,2023-08-05,Original,Close,N,2022,2022.0,2025-10-06,474.0,2020-07-17
3599,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115476,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,484.0,7879431.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2022-04-18,19.0,VIOLATION CLOSED,2024-04-22,Original,Close,N,2022,2022.0,2025-10-06,735.0,2020-07-17
3600,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115477,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,1501.0,7879431.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2022-04-18,19.0,VIOLATION CLOSED,2023-08-05,Original,Close,N,2022,2022.0,2025-10-06,474.0,2020-07-17
3601,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15115479,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,A,2022-04-14,2022-04-15,08/05/2022,07/22/2022,,,,778.0,7879431.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2022-04-18,19.0,VIOLATION CLOSED,2023-08-05,Original,Close,N,2022,2022.0,2025-10-06,474.0,2020-07-17
3602,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,595 EVERGREEN AVENUE,595.0,EVERGREEN AVENUE,595 EVERGREEN AVENUE,15500004,290845,388779.0,3,595,587,599,EVERGREEN AVENUE,I,2022-11-07,2022-11-07,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-02-23,,Close,N,2022,,2025-10-06,,2020-07-17
3603,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,615 EVERGREEN AVENUE,615.0,EVERGREEN AVENUE,615 EVERGREEN AVENUE,14178535,290850,388780.0,3,615,601,625,EVERGREEN AVENUE,A,2021-04-08,2021-04-08,07/26/2021,07/12/2021,,,,1507.0,7210883.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2021-04-08,9.0,VIOLATION DISMISSED,2021-04-12,Original,Close,N,2021,2021.0,2025-10-06,4.0,2020-07-17
3604,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,615 EVERGREEN AVENUE,615.0,EVERGREEN AVENUE,615 EVERGREEN AVENUE,14916079,290850,388780.0,3,615,601,625,EVERGREEN AVENUE,A,2022-02-24,2022-02-24,06/13/2022,05/30/2022,,,,1507.0,7718950.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-24,9.0,VIOLATION DISMISSED,2022-06-27,Original,Close,N,2022,2022.0,2025-10-06,123.0,2020-07-17
3605,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,615 EVERGREEN AVENUE,615.0,EVERGREEN AVENUE,615 EVERGREEN AVENUE,15500005,290850,388780.0,3,615,601,625,EVERGREEN AVENUE,I,2022-11-07,2022-11-07,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-01-25,,Close,N,2022,,2025-10-06,,2020-07-17
3606,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,615 EVERGREEN AVENUE,615.0,EVERGREEN AVENUE,615 EVERGREEN AVENUE,15830539,290850,388780.0,3,615,601,625,EVERGREEN AVENUE,A,2023-03-22,2023-03-22,07/09/2023,06/25/2023,,,,1507.0,8373644.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-22,9.0,VIOLATION DISMISSED,2023-04-03,Original,Close,N,2023,2023.0,2025-10-06,12.0,2020-07-17
3607,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,690 EVERGREEN AVENUE,690.0,EVERGREEN AVENUE,690 EVERGREEN AVENUE,15500012,290873,388782.0,3,690,682,698,EVERGREEN AVENUE,I,2022-11-07,2022-11-07,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-01-25,,Close,N,2022,,2025-10-06,,2020-07-17
3608,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,690 EVERGREEN AVENUE,690.0,EVERGREEN AVENUE,690 EVERGREEN AVENUE,14916088,290873,388782.0,3,690,682,698,EVERGREEN AVENUE,A,2022-02-24,2022-02-24,06/13/2022,05/30/2022,,,,1507.0,7718956.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-24,9.0,VIOLATION DISMISSED,2022-06-27,Original,Close,N,2022,2022.0,2025-10-06,123.0,2020-07-17
3609,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,690 EVERGREEN AVENUE,690.0,EVERGREEN AVENUE,690 EVERGREEN AVENUE,14178547,290873,388782.0,3,690,682,698,EVERGREEN AVENUE,A,2021-04-08,2021-04-08,07/26/2021,07/12/2021,,,,1507.0,7210891.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2021-04-08,9.0,VIOLATION DISMISSED,2021-04-12,Original,Close,N,2021,2021.0,2025-10-06,4.0,2020-07-17
3610,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,690 EVERGREEN AVENUE,690.0,EVERGREEN AVENUE,690 EVERGREEN AVENUE,15830545,290873,388782.0,3,690,682,698,EVERGREEN AVENUE,A,2023-03-22,2023-03-22,07/09/2023,06/25/2023,,,,1507.0,8373650.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2023-03-22,9.0,VIOLATION DISMISSED,2023-04-07,Original,Close,N,2023,2023.0,2025-10-06,16.0,2020-07-17
3611,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,670 EVERGREEN AVENUE,670.0,EVERGREEN AVENUE,670 EVERGREEN AVENUE,14178542,290864,388781.0,3,670,662,680,EVERGREEN AVENUE,A,2021-04-08,2021-04-08,07/26/2021,07/12/2021,,,,1507.0,7210888.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2021-04-08,9.0,VIOLATION DISMISSED,2021-04-12,Original,Close,N,2021,2021.0,2025-10-06,4.0,2020-07-17
3612,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,670 EVERGREEN AVENUE,670.0,EVERGREEN AVENUE,670 EVERGREEN AVENUE,16106856,290864,388781.0,3,670,662,680,EVERGREEN AVENUE,B,2023-07-19,2023-07-19,09/07/2023,08/24/2023,,,08/31/2023,501.0,8566536.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LOCKSET AT BUILDING ENTRANCE DOOR AT PUBLIC HALL, 1st STORY",2023-07-20,9.0,VIOLATION DISMISSED,2023-11-13,Original,Close,N,2023,2023.0,2025-10-06,116.0,2020-07-17
3613,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,670 EVERGREEN AVENUE,670.0,EVERGREEN AVENUE,670 EVERGREEN AVENUE,14916083,290864,388781.0,3,670,662,680,EVERGREEN AVENUE,A,2022-02-24,2022-02-24,06/13/2022,05/30/2022,,,,1507.0,7718953.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-24,9.0,VIOLATION DISMISSED,2022-06-27,Original,Close,N,2022,2022.0,2025-10-06,123.0,2020-07-17
3614,BUSHWICK II (GROUPS A & C),BROOKLYN,300,2019-07-18,670 EVERGREEN AVENUE,670.0,EVERGREEN AVENUE,670 EVERGREEN AVENUE,15500008,290864,388781.0,3,670,662,680,EVERGREEN AVENUE,I,2022-11-07,2022-11-07,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,2023-01-25,,Close,N,2022,,2025-10-06,,2020-07-17
