,Unnamed: 0,bbl,bldg#,m,direction,house_num,street_name,street_type,zip,full_address,index,development,transfer_date,borough,units,_merge,violationid,buildingid,registrationid,boroid,bin,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year
364,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228704,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,C,2016-05-09,2016-05-12,05/25/2016,05/20/2016,,,,596.0,5428382.0,"§ 27-2026 ADM CODE REPLACE THE BROKEN OR DEFECTIVE WATER CLOSET IN THE BATHROOM LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-12,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,Y,2016,2016.0
365,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228708,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,B,2016-05-09,2016-05-12,06/30/2016,06/16/2016,,,,550.0,5428381.0,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING, 20 SQUARE FEET IN THE BATHROOM LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-12,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,N,2016,2016.0
366,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228744,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,B,2016-05-09,2016-05-20,07/11/2016,06/27/2016,,,,502.0,5434861.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AT NORTH IN THE 3rd ROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-23,19.0,VIOLATION CLOSED,04/18/2022,Original,Close,N,2016,2016.0
367,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228746,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,A,2016-05-09,2016-05-20,09/09/2016,08/26/2016,,,,502.0,5434860.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR AT NORTH IN THE 3rd ROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-23,19.0,VIOLATION CLOSED,04/18/2022,Original,Close,N,2016,2016.0
369,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228724,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,B,2016-05-09,2016-05-20,07/11/2016,06/27/2016,,,,502.0,5434861.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD FLOOR AT WEST IN THE 5th ROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-23,19.0,VIOLATION CLOSED,04/18/2022,Original,Close,N,2016,2016.0
370,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228727,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,A,2016-05-09,2016-05-20,09/09/2016,08/26/2016,,,,502.0,5434860.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILES AT FLOOR, AT WEST IN THE 5th ROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-23,19.0,VIOLATION CLOSED,04/18/2022,Original,Close,N,2016,2016.0
371,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228751,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,A,2016-05-09,2016-05-12,08/29/2016,08/15/2016,,,,506.0,5428380.0,"§ 27-2005 ADM CODE REPLACE WITH NEW THE MISSING DRAWER AT BASE CABINET IN THE KITCHEN LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-12,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,N,2016,2016.0
372,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228755,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,A,2016-05-09,2016-05-12,08/29/2016,08/15/2016,,,,556.0,5428380.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS AND CEILING IN THE ENTIRE APARTMENT LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-12,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,N,2016,2016.0
373,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228757,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,A,2016-05-09,2016-05-12,08/29/2016,08/15/2016,,,,502.0,5428380.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD DOOR IN THE ENTRANCE IN THE 3rd ROOM FROM EAST LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-12,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,N,2016,2016.0
374,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228767,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,A,2016-05-09,2016-05-18,09/05/2016,08/22/2016,,,,501.0,5432823.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE BELL/BUZZER, INTERCOM FROM BUILDING ENTRANCE TO APARTMENT LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-19,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,N,2016,2016.0
375,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228772,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,C,2016-05-09,2016-05-18,06/21/2016,06/16/2016,,,,790.0,5432825.0,"§ 27-2043.1 HMC INSTALL THE MISSING OR REPAIR/REPLACE THE DEFECTIVE WINDOW GUARD(S) IN ACCORDANCE WITH THE SPECIFICATIONS OF THE NEW YORK CITY HEALTH CODE SECTION 24 RCNY CHAPTER 12. WG TO INSTALL = 1; WG TO REPLACE = 0; WG TO REPAIR = 0; LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-19,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,N,2016,2016.0
394,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228819,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,B,2016-05-09,2016-05-18,07/07/2016,06/23/2016,,,,526.0,5432824.0,"§ 27-2005, 2007 ADM CODE REMOVE THE ILLEGAL FASTENING SLIDE BOLT CAPABLE FOR BEEING PADLOCKED INSTALLED AT DOOR IN THE ENTRANCE LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-19,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,Y,2016,2016.0
395,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228824,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,B,2016-05-09,2016-05-18,07/07/2016,06/23/2016,,,,502.0,5432824.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT FLOOR IN THE BATHROOM LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-19,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,N,2016,2016.0
396,57,3018080174,8,M,,435,GATES,AVENUE,11216,435 GATES AVENUE,61,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11228829,299413,389239.0,3,3322227.0,435,435,435,GATES AVENUE,B,2016-05-09,2016-05-18,07/07/2016,06/23/2016,,,,649.0,5432824.0,"§ 27-2026 ADM CODE REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN WASTE LINE AT WASHBASIN IN THE BATHROOM LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2016-05-19,19.0,VIOLATION CLOSED,05/19/2016,Original,Close,Y,2016,2016.0
456,70,3018080162,9,M,,469,GATES,AVENUE,11216,469 GATES AVENUE,74,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11106021,299435,821674.0,3,3050916.0,469,469,469,GATES AVENUE,A,2016-02-06,2016-02-11,05/31/2016,05/17/2016,,,,801.0,5363189.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR THE BROKEN OR DEFECTIVE ENTRANCE DOOR IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT B, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2016-02-12,19.0,VIOLATION CLOSED,05/15/2022,Original,Close,N,2016,2016.0
457,70,3018080162,9,M,,469,GATES,AVENUE,11216,469 GATES AVENUE,74,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11106011,299435,821674.0,3,3050916.0,469,469,469,GATES AVENUE,B,2016-02-06,2016-02-07,03/28/2016,03/14/2016,,,,949.0,5359777.0,"§ 27-2026 ADMIN. CODE: REMOVE ALL OBSTRUCTIONS AND REPAIR ALL DEFECTS IN THE DRAIN IN THE FOYER LOCATED AT APT B, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2016-02-08,9.0,VIOLATION DISMISSED,05/15/2022,Original,Close,N,2016,2016.0
458,70,3018080162,9,M,,469,GATES,AVENUE,11216,469 GATES AVENUE,74,ARMSTRONG I,2/12/20,BROOKLYN,371,both,11106031,299435,821674.0,3,3050916.0,469,469,469,GATES AVENUE,A,2016-02-06,2016-02-07,05/27/2016,05/13/2016,,,,801.0,5359776.0,"§ 27-2005 ADMIN. CODE: PROPERLY REPAIR THE BROKEN OR DEFECTIVE BANISTER AT PUBLIC HALL, 1st STORY",2016-02-08,19.0,VIOLATION CLOSED,05/15/2022,Original,Close,N,2016,2016.0
651,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5327887,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,B,2005-01-31,2005-02-01,10/18/2007,10/04/2007,,,,502.0,3078247.0,§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE CERAMIC TILES AT FLOOR IN THE 1st BATHROOM FROM NORTH AT WEST LOCATED AT APT 1A,2007-08-30,19.0,VIOLATION CLOSED,04/18/2022,Reissued,Close,N,2005,2007.0
652,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328707,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,B,2005-01-31,2005-02-01,10/18/2007,10/04/2007,,,,566.0,3078247.0,§ 27-2018 ADM CODE ABATE THE NUISANCE CONSISTING OF VERMIN ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 1A,2007-08-30,19.0,VIOLATION CLOSED,04/18/2022,Reissued,Close,N,2005,2007.0
653,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328715,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,C,2005-01-31,2005-02-01,09/10/2007,09/05/2007,,,,672.0,3078248.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM ; DOOR LOCKED AT CELLAR,2007-08-30,19.0,VIOLATION CLOSED,08/15/2022,Reissued,Close,N,2005,2007.0
654,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328717,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,A,2005-01-31,2005-02-01,12/17/2007,12/03/2007,,,,529.0,3078246.0,"§ 27-2005 ADM CODE REFIT VESTIBULE DOOR AT PUBLIC HALL, 1st STORY",2007-08-30,19.0,VIOLATION CLOSED,04/11/2022,Reissued,Close,N,2005,2007.0
655,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328721,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,B,2005-01-31,2005-02-01,10/18/2007,10/04/2007,,,,501.0,3078247.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE ENTRANCE DOOR IN THE 1st ROOM FROM EAST LOCATED AT APT 1A, 1st STORY, APARTMENT AT NORTH",2007-08-30,19.0,VIOLATION CLOSED,04/18/2022,Reissued,Close,N,2005,2007.0
656,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328723,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,A,2005-01-31,2005-02-01,12/17/2007,12/03/2007,,,,529.0,3078246.0,"§ 27-2005 ADM CODE REFIT LOWER SASH WINDOW IN THE 3rd ROOM FROM NORTH AT WEST LOCATED AT APT 1A, 1st STORY, APARTMENT AT NORTH",2007-08-30,19.0,VIOLATION CLOSED,04/18/2022,Reissued,Close,N,2005,2007.0
657,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328728,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,B,2005-01-31,2005-02-01,10/18/2007,10/04/2007,,,,579.0,3078247.0,"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT WASH BASIN IN THE 1st BATHROOM FROM NORTH AT EAST LOCATED AT APT 1A, 1st STORY, APARTMENT AT NORTH",2007-08-30,19.0,VIOLATION CLOSED,04/18/2022,Reissued,Close,N,2005,2007.0
658,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5327966,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,B,2005-01-31,2005-02-01,10/18/2007,10/04/2007,,,,508.0,3078247.0,§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE 1st BATHROOM FROM NORTH AT WEST LOCATED AT APT 1A,2007-08-30,19.0,VIOLATION CLOSED,04/18/2022,Reissued,Close,N,2005,2007.0
659,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328706,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,B,2005-01-31,2005-02-01,10/18/2007,10/04/2007,,,,566.0,3078247.0,§ 27-2018 ADM CODE ABATE THE NUISANCE CONSISTING OF VERMIN MICE IN THE ENTIRE APARTMENT LOCATED AT APT 1A,2007-08-30,19.0,VIOLATION CLOSED,04/18/2022,Reissued,Close,N,2005,2007.0
660,84,3018090001,4,M,,775,MARCY,AVENUE,11216,775 MARCY AVENUE,88,ARMSTRONG II,2/12/20,BROOKLYN,248,both,5328710,808795,389260.0,3,3322228.0,775,775,775,MARCY AVENUE,C,2005-01-31,2005-02-01,09/10/2007,09/05/2007,,,,670.0,3078248.0,§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 1A,2007-08-30,19.0,VIOLATION CLOSED,04/21/2022,Reissued,Close,Y,2005,2007.0
705,87,3018090062,5,M,,499,GATES,AVENUE,11216,499 GATES AVENUE,91,ARMSTRONG II,2/12/20,BROOKLYN,248,both,12670148,299458,392558.0,3,3322236.0,499,499,499,GATES AVENUE,I,2018-10-17,2018-10-17,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,01/16/2019,,Close,N,2018,
706,87,3018090062,5,M,,499,GATES,AVENUE,11216,499 GATES AVENUE,91,ARMSTRONG II,2/12/20,BROOKLYN,248,both,10573864,299458,392558.0,3,3322236.0,499,499,499,GATES AVENUE,I,2015-02-20,2015-02-20,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,01/16/2019,,Close,N,2015,
707,87,3018090062,5,M,,499,GATES,AVENUE,11216,499 GATES AVENUE,91,ARMSTRONG II,2/12/20,BROOKLYN,248,both,10930366,299458,392558.0,3,3322236.0,499,499,499,GATES AVENUE,I,2015-10-09,2015-10-09,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,01/16/2019,,Close,N,2015,
708,87,3018090062,5,M,,499,GATES,AVENUE,11216,499 GATES AVENUE,91,ARMSTRONG II,2/12/20,BROOKLYN,248,both,11497624,299458,392558.0,3,3322236.0,499,499,499,GATES AVENUE,I,2016-11-09,2016-11-09,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,01/16/2019,,Close,N,2016,
709,87,3018090062,5,M,,499,GATES,AVENUE,11216,499 GATES AVENUE,91,ARMSTRONG II,2/12/20,BROOKLYN,248,both,12092447,299458,392558.0,3,3322236.0,499,499,499,GATES AVENUE,I,2017-11-22,2017-11-22,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,01/16/2019,,Close,N,2017,
932,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249864,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,B,2018-02-20,2018-02-21,04/12/2018,03/29/2018,,,,568.0,6023213.0,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
933,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249978,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,A,2018-02-20,2018-02-21,06/11/2018,05/28/2018,,,,700.0,6023212.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
934,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249984,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,A,2018-02-20,2018-02-21,06/11/2018,05/28/2018,,,,722.0,6023212.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
947,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249862,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,B,2018-02-20,2018-02-21,04/12/2018,03/29/2018,,,,569.0,6023213.0,"§ 27-2018 ADMIN. CODE: ABATE THE NUISANCE CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
948,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249888,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,B,2018-02-20,2018-02-21,04/12/2018,03/29/2018,,,,508.0,6023213.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST AND SOUTH WALL IN THE BATHROOM LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
949,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249981,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,C,2018-02-20,2018-02-21,03/07/2018,03/02/2018,,,,671.0,6023214.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT PUBLIC HALL, 1st STORY",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
950,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249988,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,A,2018-02-20,2018-02-21,06/11/2018,05/28/2018,,,,778.0,6023212.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
958,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249896,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,B,2018-02-20,2018-02-21,04/12/2018,03/29/2018,,,,550.0,6023213.0,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT CEILING APPROX.8 SQ.FT. IN THE BATHROOM LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
959,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249948,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,B,2018-02-20,2018-02-21,04/12/2018,03/29/2018,,,,508.0,6023213.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 3C, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
960,110,3040290001,2,M,,418,JEROME,STREET,11207,418 JEROME STREET,115,BELMONT-SUTTER AREA,12/28/21,BROOKLYN,72,both,12249952,808609,389831.0,3,3323715.0,418,418,426,JEROME STREET,A,2018-02-20,2018-02-21,06/11/2018,05/28/2018,,,,484.0,6023212.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2018-02-22,19.0,VIOLATION CLOSED,03/15/2018,Original,Close,N,2018,2018.0
