,Unnamed: 0,bbl,bldg#,m,direction,house_num,street_name,street_type,zip,full_address,index,development,transfer_date,borough,units,_merge,violationid,buildingid,registrationid,boroid,bin,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year
6040,516,3037250001,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,14682965,808856,389901.0,3,3327011.0,330,330,340,MILLER AVENUE,B,2021-11-20,2021-11-20,01/10/2022,12/27/2021,,,,501.0,7554274.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LOCKING DEVICE AT DOOR IN THE ENTRANCE LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-11-22,19.0,VIOLATION CLOSED,10/17/2024,Original,Close,N,2021,2021.0
6057,516,3037250001,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,14682968,808856,389901.0,3,3327011.0,330,330,340,MILLER AVENUE,B,2021-11-20,2021-11-20,01/10/2022,12/27/2021,,,,508.0,7554274.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS IN THE 2nd ROOM FROM EAST LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-11-22,19.0,VIOLATION CLOSED,10/17/2024,Original,Close,N,2021,2021.0
6080,516,3037250001,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,10613725,808856,389901.0,3,3327011.0,330,330,340,MILLER AVENUE,A,2015-03-04,2015-03-08,06/26/2015,06/12/2015,,,,550.0,5067489.0,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... MOLDS AT EAST WALL APPROX 4 SQ.FT. IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 2B, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2015-03-09,19.0,VIOLATION CLOSED,12/06/2021,Original,Close,N,2015,2015.0
6081,516,3037250001,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,14682970,808856,389901.0,3,3327011.0,330,330,340,MILLER AVENUE,B,2021-11-20,2021-11-20,01/10/2022,12/27/2021,,,,508.0,7554274.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR ALL WALLS IN THE 4th ROOM FROM EAST LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-11-22,19.0,VIOLATION CLOSED,10/17/2024,Original,Close,N,2021,2021.0
6082,516,3037250001,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,14682971,808856,389901.0,3,3327011.0,330,330,340,MILLER AVENUE,B,2021-11-20,2021-11-20,01/10/2022,12/27/2021,,,,508.0,7554274.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS IN THE PRIVATE HALLWAY LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-11-22,19.0,VIOLATION CLOSED,10/17/2024,Original,Close,N,2021,2021.0
6083,516,3037250001,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,14682972,808856,389901.0,3,3327011.0,330,330,340,MILLER AVENUE,B,2021-11-20,2021-11-20,01/10/2022,12/27/2021,,,,508.0,7554274.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING AND ALL WALLS IN THE 5th ROOM FROM EAST LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-11-22,19.0,VIOLATION CLOSED,10/17/2024,Original,Close,N,2021,2021.0
6086,516,3037250001,9,,,330,MILLER,AVENUE,11207,330 MILLER AVENUE,544,FIORENTINO PLAZA,12/28/21,BROOKLYN,160,both,14682966,808856,389901.0,3,3327011.0,330,330,340,MILLER AVENUE,C,2021-11-20,2021-11-20,12/23/2021,12/18/2021,,,,568.0,7554275.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2021-11-22,19.0,VIOLATION CLOSED,02/19/2025,Original,Close,N,2021,2021.0
6098,519,2029310070,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE,558,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,10901119,79308,213924.0,2,2009707.0,1375,1373,1375,FRANKLIN AVENUE,I,2015-10-05,2015-10-05,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,10/31/2018,,Close,N,2015,
6099,519,2029310070,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE,558,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,10535899,79308,213924.0,2,2009707.0,1375,1373,1375,FRANKLIN AVENUE,I,2015-02-04,2015-02-04,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,10/31/2018,,Close,N,2015,
6100,519,2029310070,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE,558,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,11465095,79308,213924.0,2,2009707.0,1375,1373,1375,FRANKLIN AVENUE,I,2016-10-28,2016-10-28,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,10/31/2018,,Close,N,2016,
6101,519,2029310070,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE,558,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,12065192,79308,213924.0,2,2009707.0,1375,1373,1375,FRANKLIN AVENUE,I,2017-11-13,2017-11-13,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,10/31/2018,,Close,N,2017,
6102,519,2029310070,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE,558,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,12642880,79308,213924.0,2,2009707.0,1375,1373,1375,FRANKLIN AVENUE,I,2018-10-11,2018-10-11,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,10/31/2018,,Close,N,2018,
6103,519,2029310070,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE,558,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,3815382,79308,213924.0,2,2009707.0,1375,1373,1375,FRANKLIN AVENUE,A,2001-05-02,2001-05-02,08/17/2001,08/12/2001,,,,772.0,1654802.0,§ 27-2098 ADM CODE FILE WITH THIS DEPARTMENT A REGISTRATION STATEMENT FOR BUILDING.,2001-05-04,9.0,VIOLATION DISMISSED,03/10/2015,Original,Close,Y,2001,2001.0
6104,519,2029310070,10,,,1375,FRANKLIN,AVENUE,10456,1375 FRANKLIN AVENUE,558,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,596497,79308,213924.0,2,2009707.0,1375,1373,1375,FRANKLIN AVENUE,C,1980-07-28,1976-09-24,11/11/1976,11/09/1976,,,,552.0,207444.0,"D26-11.01, 11.03, 11.05 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE YARD CAUSTS & ROOF THROUGHOUT.",1976-10-12,19.0,VIOLATION CLOSED,10/31/2018,Original,Close,N,1980,1976.0
6110,521,2029310066,8,,,1383,FRANKLIN,AVENUE,10456,1383 FRANKLIN AVENUE,560,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,10535893,79310,213884.0,2,2009705.0,1383,1381,1383,FRANKLIN AVENUE,I,2015-02-04,2015-02-04,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,11/27/2018,,Close,N,2015,
6111,521,2029310066,8,,,1383,FRANKLIN,AVENUE,10456,1383 FRANKLIN AVENUE,560,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,10901111,79310,213884.0,2,2009705.0,1383,1381,1383,FRANKLIN AVENUE,I,2015-10-05,2015-10-05,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,11/27/2018,,Close,N,2015,
6112,521,2029310066,8,,,1383,FRANKLIN,AVENUE,10456,1383 FRANKLIN AVENUE,560,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,11465089,79310,213884.0,2,2009705.0,1383,1381,1383,FRANKLIN AVENUE,I,2016-10-28,2016-10-28,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,11/27/2018,,Close,N,2016,
6113,521,2029310066,8,,,1383,FRANKLIN,AVENUE,10456,1383 FRANKLIN AVENUE,560,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,12065193,79310,213884.0,2,2009705.0,1383,1381,1383,FRANKLIN AVENUE,I,2017-11-13,2017-11-13,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,11/27/2018,,Close,N,2017,
6114,521,2029310066,8,,,1383,FRANKLIN,AVENUE,10456,1383 FRANKLIN AVENUE,560,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,12642881,79310,213884.0,2,2009705.0,1383,1381,1383,FRANKLIN AVENUE,I,2018-10-11,2018-10-11,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,11/27/2018,,Close,N,2018,
6128,524,2029310068,9,,,1379,FRANKLIN,AVENUE,10456,1379 FRANKLIN AVENUE,562,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,10900418,79309,209873.0,2,2009706.0,1379,1377,1379,FRANKLIN AVENUE,I,2015-10-05,2015-10-05,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,08/30/2017,,Close,N,2015,
6132,524,2029310068,9,,,1379,FRANKLIN,AVENUE,10456,1379 FRANKLIN AVENUE,562,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,10535413,79309,209873.0,2,2009706.0,1379,1377,1379,FRANKLIN AVENUE,I,2015-02-04,2015-02-04,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,08/30/2017,,Close,N,2015,
6133,524,2029310068,9,,,1379,FRANKLIN,AVENUE,10456,1379 FRANKLIN AVENUE,562,FRANKLIN AVENUE I CONVENTIONAL,11/30/18,BRONX,61,both,11464668,79309,209873.0,2,2009706.0,1379,1377,1379,FRANKLIN AVENUE,I,2016-10-28,2016-10-28,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,08/30/2017,,Close,N,2016,
6148,527,2029350005,5,M,,1392,FRANKLIN,AVENUE,10456,1392 FRANKLIN AVENUE,566,FRANKLIN AVENUE II CONVENTIONAL,11/30/18,BRONX,45,both,596544,79315,203677.0,2,2009766.0,1392,1392,1392,FRANKLIN AVENUE,A,1978-08-14,1978-08-14,08/18/1982,08/11/1982,08/18/1982,08/01/1982,,508.0,207474.0,"D26-10.01 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR WALL 5 STY REAR APT 3E BATHROOM. , SECTION '' ''",1978-09-05,9.0,VIOLATION DISMISSED,06/12/2019,Original,Close,N,1978,1978.0
6149,527,2029350005,5,M,,1392,FRANKLIN,AVENUE,10456,1392 FRANKLIN AVENUE,566,FRANKLIN AVENUE II CONVENTIONAL,11/30/18,BRONX,45,both,596557,79315,203677.0,2,2009766.0,1392,1392,1392,FRANKLIN AVENUE,C,1979-01-25,1979-01-25,08/09/1982,08/07/1982,08/09/1982,08/01/1982,,670.0,207479.0,"D26-17.07 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES 4TH STY SOUTHEAST APT 3D KITCHEN & BATHROOM. , SECTION '' ''",1979-02-26,9.0,VIOLATION DISMISSED,06/12/2019,Original,Close,Y,1979,1979.0
6150,527,2029350005,5,M,,1392,FRANKLIN,AVENUE,10456,1392 FRANKLIN AVENUE,566,FRANKLIN AVENUE II CONVENTIONAL,11/30/18,BRONX,45,both,9382917,79315,203677.0,2,2009766.0,1392,1392,1392,FRANKLIN AVENUE,B,2012-03-27,2012-03-28,05/17/2012,05/03/2012,,,,686.0,4384388.0,§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING A MINIMUM OF 100 WATTS INCANDESCENT LIGHT REQUIRED.,2012-03-29,19.0,VIOLATION CLOSED,06/12/2019,Original,Close,N,2012,2012.0
6165,529,2029350030,7,M,,631,JEFFERSON,PLACE,10456,631 JEFFERSON PLACE,568,FRANKLIN AVENUE III CONVENTIONAL,11/30/18,BRONX,15,both,9010047,88675,202836.0,2,2009780.0,631,631,631,JEFFERSON PLACE,B,2011-07-07,2011-07-07,08/26/2011,08/12/2011,,,,686.0,4206566.0,§ 27-2040 ADM CODE PROVIDE ADEQUATE LIGHTING AT OR NEAR THE OUTSIDE OF THE FRONT ENTRANCEWAY OF THE BUILDING AND KEEP SAME BURNING FROM SUNSET EVERY DAY TO SUNRISE ON THE DAY FOLLOWING ***MINIMUM 100 WATTS OF INCANDESCENT LIGHT REQUIRED***,2011-07-08,19.0,VIOLATION CLOSED,02/27/2020,Original,Close,N,2011,2011.0
6331,543,1020370011,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,8950446,847377,142520.0,1,1086095.0,2650,2650,2650,ADAM C POWELL BOULEVARD,C,2011-05-18,2011-05-19,05/31/2011,05/26/2011,,,,550.0,4177559.0,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT THE SOUTH WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2011-05-20,19.0,VIOLATION CLOSED,05/19/2025,Original,Close,N,2011,2011.0
6332,543,1020370011,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,8950447,847377,142520.0,1,1086095.0,2650,2650,2650,ADAM C POWELL BOULEVARD,B,2011-05-18,2011-05-19,07/08/2011,06/24/2011,,,,508.0,4177558.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2011-05-20,19.0,VIOLATION CLOSED,05/19/2025,Original,Close,N,2011,2011.0
6333,543,1020370011,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,8950448,847377,142520.0,1,1086095.0,2650,2650,2650,ADAM C POWELL BOULEVARD,B,2011-05-18,2011-05-19,07/08/2011,06/24/2011,,,,508.0,4177558.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE WEST WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2011-05-20,19.0,VIOLATION CLOSED,05/19/2025,Original,Close,N,2011,2011.0
6334,543,1020370011,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,8950449,847377,142520.0,1,1086095.0,2650,2650,2650,ADAM C POWELL BOULEVARD,B,2011-05-18,2011-05-19,07/08/2011,06/24/2011,,,,550.0,4177558.0,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT THE EAST WALL IN THE 3rd ROOM FROM NORTH AT EAST LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2011-05-20,19.0,VIOLATION CLOSED,05/19/2025,Original,Close,N,2011,2011.0
6335,543,1020370011,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,8950450,847377,142520.0,1,1086095.0,2650,2650,2650,ADAM C POWELL BOULEVARD,C,2011-05-18,2011-05-19,05/31/2011,05/26/2011,,,,550.0,4177559.0,"§ 27-2005 HMC:TRACE AND REPAIR THE SOURCE AND ABATE THE NUISANCE CONSISTING OF MOLD ... AT THE EAST WALL IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 4A, 4th STORY, 2nd APARTMENT FROM WEST AT NORTH",2011-05-20,19.0,VIOLATION CLOSED,05/19/2025,Original,Close,N,2011,2011.0
6336,543,1020370011,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,8950451,847377,142520.0,1,1086095.0,2650,2650,2650,ADAM C POWELL BOULEVARD,B,2011-05-18,2011-05-19,07/08/2011,06/24/2011,,,,508.0,4177558.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 4A, 4th STORY, 2nd APARTMENT FROM WEST AT NORTH",2011-05-20,19.0,VIOLATION CLOSED,05/19/2025,Original,Close,N,2011,2011.0
6337,543,1020370011,2,,,2650,ADAM C POWELL,BOULEVARD,10039,2650 ADAM C POWELL BOULEVARD,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,8950453,847377,142520.0,1,1086095.0,2650,2650,2650,ADAM C POWELL BOULEVARD,B,2011-05-18,2011-05-19,07/08/2011,06/24/2011,,,,508.0,4177558.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING IN THE FOYER LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM WEST AT NORTH , SECTION AT EAST",2011-05-20,19.0,VIOLATION CLOSED,05/19/2025,Original,Close,N,2011,2011.0
6454,578,1020370011,5,M,,44,MACOMBS,PLACE,10039,44 MACOMBS PLACE,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,12263617,24534,144958.0,1,1084153.0,44,40,58,MACOMBS PLACE,A,2018-02-25,2018-03-01,06/18/2018,06/04/2018,,,,501.0,6028925.0,"§ 27-2005 ADM CODE PROPERLY REPAIR THE BROKEN OR DEFECTIVE LIGHT FIXTURE AT SOUTH WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2018-03-01,19.0,VIOLATION CLOSED,11/02/2020,Original,Close,N,2018,2018.0
6470,578,1020370011,5,M,,44,MACOMBS,PLACE,10039,44 MACOMBS PLACE,570,HARLEM RIVER,2/17/22,MANHATTAN,577,both,14847227,24534,144958.0,1,1084153.0,44,40,58,MACOMBS PLACE,A,2022-02-15,2022-02-15,06/04/2022,05/21/2022,,,,1507.0,7647302.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-15,9.0,VIOLATION DISMISSED,05/04/2023,Original,Close,N,2022,2022.0
6576,595,1020160060,7,,,2621,ADAM C POWELL,BOULEVARD,10039,2621 ADAM C POWELL BOULEVARD,620,HARLEM RIVER,2/17/22,MANHATTAN,577,both,14847167,3652,144956.0,1,1060197.0,2621,2621,2637,ADAM C POWELL BOULEVARD,A,2022-02-15,2022-02-15,06/04/2022,05/21/2022,,,,1507.0,7641576.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-15,9.0,VIOLATION DISMISSED,05/04/2023,Original,Close,N,2022,2022.0
6722,601,1020370001,8,M,,2850,FREDERICK DOUGLASS,BOULEVARD,10039,2850 FREDERICK DOUGLASS BOULEVARD,640,HARLEM RIVER II ,2/17/22,MANHATTAN,116,both,14847207,4186,144954.0,1,1060604.0,2850,2850,2850,FREDERICK DOUGLASS BOULEVARD,A,2022-02-15,2022-02-15,06/04/2022,05/21/2022,,,,1507.0,7641694.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2022-02-15,9.0,VIOLATION DISMISSED,05/04/2023,Original,Close,N,2022,2022.0
