,bbl,building_num,M,address,zip,bin,street_number,street_name,full_address,violationid,buildingid,registrationid,boro,nta,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,ordernumber,novid,class,novdescription,novissueddate,currentstatus,currentstatusdate,violationstatus,novtype,certifieddate,newcertifybydate,newcorrectbydate,inspectiondate_year,novissued_year
13,2049050001,20.0,M,1170 229 DRIVE SOUTH,10466,2094150,1170,229 DRIVE SOUTH,1170 229 DRIVE SOUTH,16739407,807152,228727,BRONX,Eastchester-Edenwald-Baychester,2024-03-06,2024-03-09,2024-04-09T00:00:00.000,2024-04-04T00:00:00.000,617,8981767.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, EAST WALL IN THE BATHROOM LOCATED AT APT 12G, 12th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-03-11,NOV SENT OUT,2024-03-11T00:00:00.000,Open,Original,,,,2024,2024.0
14,2049050001,20.0,M,1170 229 DRIVE SOUTH,10466,2094150,1170,229 DRIVE SOUTH,1170 229 DRIVE SOUTH,16739411,807152,228727,BRONX,Eastchester-Edenwald-Baychester,2024-03-06,2024-03-09,2024-04-09T00:00:00.000,2024-04-04T00:00:00.000,617,8981767.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) SOUTH WALL, EAST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 12G, 12th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-03-11,NOV SENT OUT,2024-03-11T00:00:00.000,Open,Original,,,,2024,2024.0
15,2049050001,20.0,M,1170 229 DRIVE SOUTH,10466,2094150,1170,229 DRIVE SOUTH,1170 229 DRIVE SOUTH,16739414,807152,228727,BRONX,Eastchester-Edenwald-Baychester,2024-03-06,2024-03-09,2024-04-09T00:00:00.000,2024-04-04T00:00:00.000,617,8981767.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 12G, 12th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-03-11,NOV SENT OUT,2024-03-11T00:00:00.000,Open,Original,,,,2024,2024.0
16,2049050001,20.0,M,1170 229 DRIVE SOUTH,10466,2094150,1170,229 DRIVE SOUTH,1170 229 DRIVE SOUTH,16739409,807152,228727,BRONX,Eastchester-Edenwald-Baychester,2024-03-06,2024-03-09,2024-04-09T00:00:00.000,2024-04-04T00:00:00.000,617,8981767.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL, EAST WALL, WEST WALL IN THE 3rd ROOM FROM NORTH LOCATED AT APT 12G, 12th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-03-11,NOV SENT OUT,2024-03-11T00:00:00.000,Open,Original,,,,2024,2024.0
17,2049050001,3.0,M,3861 BAYCHESTER AVENUE,10466,2094141,3861,BAYCHESTER AVENUE,3861 BAYCHESTER AVENUE,17038481,806272,228735,BRONX,Eastchester-Edenwald-Baychester,2024-06-06,2024-06-06,2024-07-06T00:00:00.000,2024-07-01T00:00:00.000,617,9194650.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st RISER FROM SOUTH AT WEST WALL IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-06-07,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-19T00:00:00.000,Open,Original,,,,2024,2024.0
18,2049050001,3.0,M,3861 BAYCHESTER AVENUE,10466,2094141,3861,BAYCHESTER AVENUE,3861 BAYCHESTER AVENUE,17038482,806272,228735,BRONX,Eastchester-Edenwald-Baychester,2024-06-06,2024-06-06,2024-07-06T00:00:00.000,2024-07-01T00:00:00.000,617,9194650.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-06-07,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-19T00:00:00.000,Open,Original,,,,2024,2024.0
19,2049050001,30.0,M,1160 229 DRIVE SOUTH,10466,2094169,1160,229 DRIVE SOUTH,1160 229 DRIVE SOUTH,17284851,807151,228725,BRONX,Eastchester-Edenwald-Baychester,2024-09-16,2024-09-16,2024-10-16T00:00:00.000,2024-10-11T00:00:00.000,617,9339938.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING, NORTH WALL, SOUTH WALL, EAST WALL IN THE KITCHEN LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-09-17,NOV SENT OUT,2024-09-17T00:00:00.000,Open,Original,,,,2024,2024.0
20,2049050001,30.0,M,1160 229 DRIVE SOUTH,10466,2094169,1160,229 DRIVE SOUTH,1160 229 DRIVE SOUTH,17284853,807151,228725,BRONX,Eastchester-Edenwald-Baychester,2024-09-16,2024-09-16,2024-10-16T00:00:00.000,2024-10-11T00:00:00.000,617,9339938.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) WEST WALL IN THE 5th ROOM FROM NORTH LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-09-17,NOV SENT OUT,2024-09-17T00:00:00.000,Open,Original,,,,2024,2024.0
21,2049050001,30.0,M,1160 229 DRIVE SOUTH,10466,2094169,1160,229 DRIVE SOUTH,1160 229 DRIVE SOUTH,17284854,807151,228725,BRONX,Eastchester-Edenwald-Baychester,2024-09-16,2024-09-16,2024-10-16T00:00:00.000,2024-10-11T00:00:00.000,617,9339938.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING IN THE BATHROOM LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-09-17,NOV SENT OUT,2024-09-17T00:00:00.000,Open,Original,,,,2024,2024.0
22,2049050001,30.0,M,1160 229 DRIVE SOUTH,10466,2094169,1160,229 DRIVE SOUTH,1160 229 DRIVE SOUTH,17324490,807151,228725,BRONX,Eastchester-Edenwald-Baychester,2024-09-30,2024-10-02,2024-11-01T00:00:00.000,2024-10-27T00:00:00.000,617,9364684.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) NORTH WALL IN THE FOYER LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-10-03,NOV SENT OUT,2024-10-03T00:00:00.000,Open,Original,,,,2024,2024.0
23,2049050001,31.0,M,1183 226 DRIVE,10466,2094166,1183,226 DRIVE,1183 226 DRIVE,17339194,807141,290046,BRONX,Eastchester-Edenwald-Baychester,2024-10-07,2024-10-08,2024-11-07T00:00:00.000,2024-11-02T00:00:00.000,617,9374128.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st RISER FROM WEST AT NORTH WALL, EAST WALL IN THE BATHROOM LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-09,NOV SENT OUT,2024-10-09T00:00:00.000,Open,Original,,,,2024,2024.0
24,1020160060,7.0,,2621 A C POWELL BOULEVARD,10039,1060197,2621,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120890,3652,144956,MANHATTAN,Harlem (North),2023-07-21,2023-07-21,2023-08-22T00:00:00.000,2023-08-17T00:00:00.000,617,8569236.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st CLOSET FROM WEST AT NORTH WALL DOOR FRAME IN THE FOYER LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,DEFECT LETTER ISSUED,2025-07-23T00:00:00.000,Open,Original,,,,2023,2023.0
25,1020160060,7.0,,2621 A C POWELL BOULEVARD,10039,1060197,2621,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120889,3652,144956,MANHATTAN,Harlem (North),2023-07-21,2023-07-21,2023-08-22T00:00:00.000,2023-08-17T00:00:00.000,617,8569236.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) CEILING IN THE KITCHEN LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,DEFECT LETTER ISSUED,2025-07-23T00:00:00.000,Open,Original,,,,2023,2023.0
26,1020160060,7.0,,2621 A C POWELL BOULEVARD,10039,1060197,2621,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120891,3652,144956,MANHATTAN,Harlem (North),2023-07-21,2023-07-21,2023-08-22T00:00:00.000,2023-08-17T00:00:00.000,617,8569236.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM NORTH AT EAST WALL, 1st RADIATOR FROM EAST AT SOUTH WALL IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,DEFECT LETTER ISSUED,2025-07-23T00:00:00.000,Open,Original,,,,2023,2023.0
27,1020160060,7.0,,2621 A C POWELL BOULEVARD,10039,1060197,2621,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120894,3652,144956,MANHATTAN,Harlem (North),2023-07-21,2023-07-21,2023-08-22T00:00:00.000,2023-08-17T00:00:00.000,617,8569236.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st CLOSET FROM EAST AT SOUTH WALL DOOR FRAME, 1st DOOR FRAME FROM SOUTH AT WEST WALL, 1st RADIATOR FROM NORTH AT EAST WALL IN THE 1st ROOM FROM EAST AT NORTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,DEFECT LETTER ISSUED,2025-07-23T00:00:00.000,Open,Original,,,,2023,2023.0
28,1020160060,7.0,,2621 A C POWELL BOULEVARD,10039,1060197,2621,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120893,3652,144956,MANHATTAN,Harlem (North),2023-07-21,2023-07-21,2023-08-22T00:00:00.000,2023-08-17T00:00:00.000,617,8569236.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st CLOSET FROM NORTH AT EAST WALL DOOR FRAME IN THE PRIVATE HALLWAY LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,DEFECT LETTER ISSUED,2025-07-23T00:00:00.000,Open,Original,,,,2023,2023.0
29,1020160060,7.0,,2621 A C POWELL BOULEVARD,10039,1060197,2621,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120886,3652,144956,MANHATTAN,Harlem (North),2023-07-21,2023-07-21,2023-08-22T00:00:00.000,2023-08-17T00:00:00.000,617,8569236.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM EAST AT SOUTH WALL IN THE BATHROOM LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,DEFECT LETTER ISSUED,2025-07-23T00:00:00.000,Open,Original,,,,2023,2023.0
30,1020160060,7.0,,2621 A C POWELL BOULEVARD,10039,1060197,2621,ADAM C POWELL BOULEVARD,2621 ADAM C POWELL BOULEVARD,16120887,3652,144956,MANHATTAN,Harlem (North),2023-07-21,2023-07-21,2023-08-22T00:00:00.000,2023-08-17T00:00:00.000,617,8569236.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st CLOSET FROM WEST AT NORTH WALL DOOR FRAME, 1st DOOR FRAME FROM WEST AT NORTH WALL, 1st RISER FROM NORTH AT EAST WALL, SOUTH WALL IN THE 1st ROOM FROM EAST AT SOUTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2023-07-24,DEFECT LETTER ISSUED,2025-07-23T00:00:00.000,Open,Original,,,,2023,2023.0
31,3043930001,13.0,M,245 COZINE AVENUE,11207,3337065,245,COZINE AVENUE,245 COZINE AVENUE,17647351,808025,389886,BROOKLYN,East New York-New Lots,2025-01-22,2025-01-22,2025-02-21T00:00:00.000,2025-02-16T00:00:00.000,617,9593648.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM NORTH AT EAST WALL IN THE FOYER LOCATED AT APT 2F, 2nd STORY, 2nd APARTMENT FROM SOUTH AT WEST , SECTION AT NORTH",2025-01-23,VIOLATION CLOSED,2025-06-03T00:00:00.000,Close,Original,,,,2025,2025.0
32,3043970001,16.0,M,270 WORTMAN AVENUE,11207,3324281,270,WORTMAN AVENUE,270 WORTMAN AVENUE,15319916,398078,389879,BROOKLYN,East New York-New Lots,2022-08-12,2022-08-15,2022-09-14T00:00:00.000,2022-09-09T00:00:00.000,617,8006206.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM NORTH AT EAST WALL IN THE FOYER LOCATED AT APT 6B, 6th STORY, 2nd APARTMENT FROM SOUTH AT WEST",2022-08-16,DEFECT LETTER ISSUED,2025-04-29T00:00:00.000,Open,Original,,,,2022,2022.0
33,3043970001,16.0,M,270 WORTMAN AVENUE,11207,3324281,270,WORTMAN AVENUE,270 WORTMAN AVENUE,17875523,398078,389879,BROOKLYN,East New York-New Lots,2025-05-03,2025-05-04,2025-06-03T00:00:00.000,2025-05-29T00:00:00.000,617,9742657.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st CLOSET FROM EAST AT SOUTH WALL DOOR FRAME, 1st DOOR FRAME FROM NORTH AT EAST WALL, 1st RISER FROM WEST AT NORTH WALL, 2nd RISER FROM WEST AT NORTH WALL, NORTH WALL, EAST WALL, WEST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 6B, 6th STORY, 4th APARTMENT FROM SOUTH AT WEST",2025-05-05,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-20T00:00:00.000,Open,Original,,,,2025,2025.0
34,3043710001,5.0,M,245 WORTMAN AVENUE,11207,3324016,245,WORTMAN AVENUE,245 WORTMAN AVENUE,15124564,809926,389835,BROOKLYN,East New York-New Lots,2022-04-19,2022-04-20,2022-05-20T00:00:00.000,2022-05-15T00:00:00.000,617,7883924.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM WEST AT NORTH WALL IN THE FOYER LOCATED AT APT 13D, 13th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-04-21,VIOLATION CLOSED,2022-11-30T00:00:00.000,Close,Original,,,,2022,2022.0
35,3043710001,5.0,M,245 WORTMAN AVENUE,11207,3324016,245,WORTMAN AVENUE,245 WORTMAN AVENUE,15125466,809926,389835,BROOKLYN,East New York-New Lots,2022-04-19,2022-04-21,2022-05-21T00:00:00.000,2022-05-16T00:00:00.000,622,7885296.0,C,"§ 27-2056.7, 27-2056.8, 27-2056.9 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY PERFORMING ACTIVITIES NECESSARY TO ABATE TESTED LEAD-BASED PAINT FROM REQUIRED WINDOW AND/OR DOOR FRICTION SURFACES FOR APARTMENT AND MAKE FLOORS SMOOTH AND CLEANABLE, POSITIVE LEAD-BASED PAINT IN AN APARTMENT WITH A CHILD UNDER SIX LOCATED AT APT 13D, 13th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2022-04-22,"LEAD DOCS SUBMITTED, NOT ACCEPTABLE",2025-09-04T00:00:00.000,Open,Original,2025-08-26T00:00:00.000,,,2022,2022.0
36,3043710001,5.0,M,245 WORTMAN AVENUE,11207,3324016,245,WORTMAN AVENUE,245 WORTMAN AVENUE,15307842,809926,389835,BROOKLYN,East New York-New Lots,2022-08-04,2022-08-06,2022-09-06T00:00:00.000,2022-09-01T00:00:00.000,617,7998088.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM WEST AT NORTH WALL IN THE 2nd ROOM FROM EAST LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2022-08-08,DEFECT LETTER ISSUED,2025-09-20T00:00:00.000,Open,Original,,,,2022,2022.0
37,3043710001,5.0,M,245 WORTMAN AVENUE,11207,3324016,245,WORTMAN AVENUE,245 WORTMAN AVENUE,15307843,809926,389835,BROOKLYN,East New York-New Lots,2022-08-04,2022-08-06,2022-09-06T00:00:00.000,2022-09-01T00:00:00.000,617,7998088.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM WEST AT NORTH WALL IN THE FOYER LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2022-08-08,DEFECT LETTER ISSUED,2025-09-20T00:00:00.000,Open,Original,,,,2022,2022.0
38,3043710001,8.0,M,185 WORTMAN AVENUE,11207,3324021,185,WORTMAN AVENUE,185 WORTMAN AVENUE,15962543,809922,389838,BROOKLYN,East New York-New Lots,2023-05-02,2023-05-03,2023-06-02T00:00:00.000,2023-05-28T00:00:00.000,617,8474138.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM SOUTH AT WEST WALL IN THE BATHROOM LOCATED AT APT 8D, 8th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2023-05-04,VIOLATION CLOSED,2023-07-14T00:00:00.000,Close,Original,,,,2023,2023.0
39,3043710001,8.0,M,185 WORTMAN AVENUE,11207,3324021,185,WORTMAN AVENUE,185 WORTMAN AVENUE,15967771,809922,389838,BROOKLYN,East New York-New Lots,2023-05-02,2023-05-04,2023-06-03T00:00:00.000,2023-05-29T00:00:00.000,622,8475684.0,C,"§ 27-2056.7, 27-2056.8, 27-2056.9 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY PERFORMING ACTIVITIES NECESSARY TO ABATE TESTED LEAD-BASED PAINT FROM REQUIRED WINDOW AND/OR DOOR FRICTION SURFACES FOR APARTMENT AND MAKE FLOORS SMOOTH AND CLEANABLE, POSITIVE LEAD-BASED PAINT IN AN APARTMENT WITH A CHILD UNDER SIX LOCATED AT APT 8D, 8th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2023-05-05,"LEAD DOCS SUBMITTED, NOT ACCEPTABLE",2025-09-03T00:00:00.000,Open,Original,2023-11-14T00:00:00.000,,,2023,2023.0
40,3043710001,8.0,M,185 WORTMAN AVENUE,11207,3324021,185,WORTMAN AVENUE,185 WORTMAN AVENUE,17784630,809922,389838,BROOKLYN,East New York-New Lots,2025-03-21,2025-03-21,2025-04-22T00:00:00.000,2025-04-17T00:00:00.000,617,9683966.0,C,"§ 27-2056.6 ADM CODE - CORRECT THE LEAD-BASED PAINT HAZARD - PAINT THAT TESTED POSITIVE FOR LEAD CONTENT AND THAT IS PEELING OR ON A DETERIORATED SUBSURFACE - USING WORK PRACTICES SET FORTH IN 28 RCNY §11-06(B)(2) 1st DOOR FRAME FROM WEST AT NORTH WALL IN THE FOYER LOCATED AT APT 8D, 8th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2025-03-24,DEFECT LETTER ISSUED,2025-09-20T00:00:00.000,Open,Original,,,,2025,2025.0
41,4160020001,18.0,M,56-10 BEACH CHANNEL DRIVE,11692,4436453,56-10,BEACH CHANNEL DRIVE,56-10 BEACH CHANNEL DRIVE,14004948,637117,432086,QUEENS,Rockaway Beach-Arverne-Edgemere,2021-01-26,2021-01-27,2021-02-06T00:00:00.000,2021-02-01T00:00:00.000,614,7075662.0,C,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT ,,,,, IN THE ENTIRE APARTMENT LOCATED AT APT 1G, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2021-01-28,VIOLATION CLOSED,2021-07-01T00:00:00.000,Close,Original,2021-07-01T00:00:00.000,,,2021,2021.0
42,4160020001,18.0,M,56-10 BEACH CHANNEL DRIVE,11692,4436453,56-10,BEACH CHANNEL DRIVE,56-10 BEACH CHANNEL DRIVE,14004949,637117,432086,QUEENS,Rockaway Beach-Arverne-Edgemere,2021-01-26,2021-01-27,2021-02-06T00:00:00.000,2021-02-01T00:00:00.000,614,7075663.0,C,"§ 27-2056.8 ADM CODE -CERTIFY COMPLIANCE WITH LEAD-BASED PAINT HAZARD CONTROL REQUIREMENTS DURING PERIOD OF UNIT VACANCY BY SUBMITTING REQUIRED SUPPORTING DOCUMENTATION AND AFFIDAVITS FOR APARTMENT ,,,, IN THE ENTIRE APARTMENT LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2021-01-28,VIOLATION CLOSED,2021-07-01T00:00:00.000,Close,Original,2021-07-01T00:00:00.000,,,2021,2021.0
