development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17510625,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2024-12-04,2024-12-04,12/17/2024,12/05/2024,,,12/10/2024,670.0,9514377.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 13D, 13th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-12-05,9.0,VIOLATION DISMISSED,02/20/2025,Original,Close,Y,2024,2024.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17838467,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-04-19,2025-04-19,05/02/2025,04/20/2025,,,04/22/2025,670.0,9721379.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 6D, 6th STORY, 2nd APARTMENT FROM NORTH AT EAST",2025-04-21,19.0,VIOLATION CLOSED,06/24/2025,Original,Close,Y,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17838468,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-04-19,2025-04-19,05/04/2025,04/27/2025,,,04/22/2025,672.0,9723149.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM,2025-04-21,19.0,VIOLATION CLOSED,06/24/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17869897,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-05-04,2025-05-04,05/17/2025,05/05/2025,,,05/13/2025,670.0,9740747.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 8B, 8th STORY, 5th APARTMENT FROM WEST AT NORTH",2025-05-05,19.0,VIOLATION CLOSED,06/24/2025,Original,Close,Y,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17869898,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-05-04,2025-05-04,05/18/2025,05/11/2025,,,05/13/2025,672.0,9743029.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM,2025-05-05,19.0,VIOLATION CLOSED,06/24/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17549871,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2024-12-12,2024-12-12,01/13/2025,01/08/2025,,,01/08/2025,568.0,9535249.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 12B, 12th STORY, 4th APARTMENT FROM WEST AT NORTH",2024-12-13,9.0,VIOLATION DISMISSED,03/21/2025,Original,Close,N,2024,2024.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17549872,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2024-12-12,2024-12-12,01/13/2025,01/08/2025,,,01/08/2025,569.0,9535249.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 12B, 12th STORY, 4th APARTMENT FROM WEST AT NORTH",2024-12-13,9.0,VIOLATION DISMISSED,03/21/2025,Original,Close,N,2024,2024.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699861,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,A,2025-02-12,2025-02-13,06/03/2025,05/20/2025,,,05/13/2025,556.0,9628472.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT SOUTH WALL IN THE 5th ROOM FROM EAST AT SOUTH LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,07/24/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699862,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,A,2025-02-12,2025-02-13,06/03/2025,05/20/2025,,,05/13/2025,554.0,9628472.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION AT RISER IN THE 5th ROOM FROM EAST AT SOUTH LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,07/24/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699863,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,A,2025-02-12,2025-02-13,06/03/2025,05/20/2025,,,05/13/2025,508.0,9628472.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE 5th ROOM FROM EAST AT SOUTH LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,07/24/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699855,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2025-02-12,2025-02-13,04/04/2025,03/21/2025,,,04/03/2025,508.0,9628473.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE BATHROOM LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,06/16/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,18188880,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2025-08-26,2025-08-27,10/16/2025,10/02/2025,,,,501.0,9970840.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ELECTRICAL OUTLETS AT NORTH AND SOUTH WALL IN THE KITCHEN LOCATED AT APT 11C, 11th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-28,2.0,NOV SENT OUT,08/28/2025,Original,Open,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,18188881,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2025-08-26,2025-08-27,10/16/2025,10/02/2025,,,,501.0,9970840.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE ELECTRICAL OUTLETS IN THE ENTIRE APARTMENT LOCATED AT APT 11C, 11th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-28,2.0,NOV SENT OUT,08/28/2025,Original,Open,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17623566,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-01-15,2025-01-15,01/28/2025,01/16/2025,,,01/27/2025,670.0,9581883.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 14F, 14th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-01-16,19.0,VIOLATION CLOSED,02/10/2025,Original,Close,Y,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699859,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2025-02-12,2025-02-13,04/04/2025,03/21/2025,,,04/03/2025,509.0,9628473.0,"§ 27-2005 ADM CODE PROPERLY SECURE THE LOOSE STEEL GRAB BAR AT BATHTUB IN THE BATHROOM LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,06/16/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17581020,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2024-12-27,2024-12-27,02/17/2025,02/03/2025,,,02/12/2025,1503.0,9557528.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 7E, 7th STORY, 3rd APARTMENT FROM EAST AT SOUTH",2024-12-30,9.0,VIOLATION DISMISSED,04/25/2025,Original,Close,N,2024,2024.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17581021,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2024-12-27,2024-12-27,02/17/2025,02/03/2025,,,02/12/2025,702.0,9557528.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 7E, 7th STORY, 3rd APARTMENT FROM EAST AT SOUTH",2024-12-30,9.0,VIOLATION DISMISSED,04/25/2025,Original,Close,N,2024,2024.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,18059982,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-06-24,2025-06-24,07/16/2025,07/11/2025,,,07/01/2025,530.0,9886367.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH AT FIRE DOOR STAIR ''B'' AT PUBLIC HALL STAIRS, 11th STORY",2025-06-27,19.0,VIOLATION CLOSED,07/03/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699852,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2025-02-12,2025-02-13,04/04/2025,03/21/2025,,,04/03/2025,688.0,9628473.0,"§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES AT CEILING IN THE FOYER LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,06/16/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699853,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2025-02-12,2025-02-13,04/04/2025,03/21/2025,,,04/03/2025,508.0,9628473.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE FOYER LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,06/16/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17699854,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,A,2025-02-12,2025-02-13,06/03/2025,05/20/2025,,,05/13/2025,583.0,9628472.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 11F, 11th STORY, 4th APARTMENT FROM EAST AT SOUTH",2025-02-14,9.0,VIOLATION DISMISSED,07/24/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17510627,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2024-12-04,2024-12-04,01/23/2025,01/09/2025,,,01/21/2025,583.0,9516073.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 13D, 13th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-12-05,9.0,VIOLATION DISMISSED,04/03/2025,Original,Close,N,2024,2024.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17510628,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2024-12-04,2024-12-04,01/23/2025,01/09/2025,,,01/21/2025,508.0,9516073.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE KITCHEN LOCATED AT APT 13D, 13th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-12-05,9.0,VIOLATION DISMISSED,04/03/2025,Original,Close,N,2024,2024.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,18059981,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,A,2025-06-24,2025-06-24,10/14/2025,09/30/2025,,,,556.0,9886363.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING AT PUBLIC HALL, 1st STORY",2025-06-27,2.0,NOV SENT OUT,06/27/2025,Original,Open,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,17934889,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-06-03,2025-06-03,06/23/2025,06/18/2025,,,06/09/2025,530.0,9793331.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES , 11th STORY",2025-06-04,19.0,VIOLATION CLOSED,06/24/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,18059983,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,B,2025-06-24,2025-06-24,08/15/2025,08/01/2025,,,07/30/2025,501.0,9886366.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LATCH AT FIRE DOOR ''B'' AT PUBLIC HALL STAIRS, 11th STORY",2025-06-27,19.0,VIOLATION CLOSED,08/14/2025,Original,Close,N,2025,2025.0
BOSTON SECOR,BRONX,538,9/26/24,2175 REEDS MILL LANE,2175.0,REEDS MILL LANE,2175 REEDS MILL LANE,18188879,806885,229055.0,2,2175,2175,2185,REEDS MILL LANE,C,2025-08-26,2025-08-27,09/10/2025,09/03/2025,,,09/10/2025,742.0,9970841.0,"§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES AT RANGE IN THE KITCHEN LOCATED AT APT 11C, 11th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-08-28,10.0,CIV14 MAILED,09/11/2025,Original,Open,Y,2025,2025.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17376024,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,A,2024-10-26,2024-10-26,02/14/2025,01/31/2025,,,02/12/2025,484.0,9400820.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING FRAME AT PUBLIC HALL, 1st STORY",2024-10-28,9.0,VIOLATION DISMISSED,04/25/2025,Original,Close,N,2024,2024.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,7281362,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,A,2008-05-08,2008-05-09,08/29/2008,08/15/2008,,,,556.0,3268265.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT WALLS & CEILINGS IN THE ENTIRE APARTMENT LOCATED AT APT 14C, 13th STORY",2008-05-12,2.0,NOV SENT OUT,05/12/2008,Original,Open,N,2008,2008.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17381284,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,C,2024-10-29,2024-10-29,11/30/2024,11/25/2024,,,11/27/2024,568.0,9405013.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 15C, 15th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-30,9.0,VIOLATION DISMISSED,02/07/2025,Original,Close,N,2024,2024.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17376025,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,A,2024-10-26,2024-10-26,02/14/2025,01/31/2025,,,02/12/2025,722.0,9400820.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2024-10-28,9.0,VIOLATION DISMISSED,04/25/2025,Original,Close,N,2024,2024.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17376026,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,A,2024-10-26,2024-10-26,02/14/2025,01/31/2025,,,02/12/2025,778.0,9400820.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2024-10-28,9.0,VIOLATION DISMISSED,04/25/2025,Original,Close,N,2024,2024.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17376028,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,A,2024-10-26,2024-10-26,02/14/2025,01/31/2025,,,02/12/2025,500.0,9400820.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2024-10-28,9.0,VIOLATION DISMISSED,04/25/2025,Original,Close,N,2024,2024.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17900778,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,B,2025-05-17,2025-05-17,07/07/2025,06/23/2025,,,07/07/2025,702.0,9761514.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2025-05-19,19.0,VIOLATION CLOSED,07/30/2025,Original,Close,N,2025,2025.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,7281363,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,B,2008-05-08,2008-05-09,06/30/2008,06/16/2008,,,,742.0,3268266.0,"§ 27-2070 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF GAS TO THE FIXTURES STOVE ,SHUT OFF AT VAVLE IN THE KITCHEN LOCATED AT APT 14C, 13th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2008-05-12,2.0,NOV SENT OUT,05/12/2008,Original,Open,Y,2008,2008.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,7281364,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,B,2008-05-08,2008-05-09,06/30/2008,06/16/2008,,,,593.0,3268266.0,"§ 27-2026 ADM CODE REPAIR THE FLUSHING APPARATUS AND MAINTAIN SAME SO AS TO FLUSH EFFECTIVELY THE WATER CLOSET .. IN THE BATHROOM LOCATED AT APT 14C, 13th STORY, 2nd APARTMENT FROM EAST AT SOUTH",2008-05-12,2.0,NOV SENT OUT,05/12/2008,Original,Open,Y,2008,2008.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17376027,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,C,2024-10-26,2024-10-26,11/10/2024,11/03/2024,,,11/07/2024,671.0,9400821.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM SIGNAGE MISSING AT PUBLIC HALL, 1st STORY",2024-10-28,9.0,VIOLATION DISMISSED,01/21/2025,Original,Close,N,2024,2024.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17900775,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,B,2025-05-17,2025-05-17,07/07/2025,06/23/2025,,,,508.0,9761514.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING SOUTH AND WEST WALL IN THE BATHROOM LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2025-05-19,2.0,NOV SENT OUT,05/19/2025,Original,Open,N,2025,2025.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17900776,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,B,2025-05-17,2025-05-17,07/07/2025,06/23/2025,,,,508.0,9761514.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH AND EAST WALL IN THE FOYER LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2025-05-19,2.0,NOV SENT OUT,05/19/2025,Original,Open,N,2025,2025.0
MIDDLETOWN PLAZA,BRONX,179,9/26/24,3033 MIDDLETOWN ROAD,3033.0,MIDDLETOWN ROAD,3033 MIDDLETOWN ROAD,17900777,96365,229060.0,2,3033,3031,3035,MIDDLETOWN ROAD,B,2025-05-17,2025-05-17,07/07/2025,06/23/2025,,,07/07/2025,1503.0,9761514.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 2L, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2025-05-19,19.0,VIOLATION CLOSED,07/30/2025,Original,Close,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,109 WEST 144 STREET,109.0,WEST 144 STREET,109 WEST 144 STREET,12637068,41773,105001.0,1,109,109,111,WEST 144 STREET,I,2018-10-10,2018-10-10,,,,,,780.0,,"§27-2107 ADM CODE OWNER FAILED TO FILE A VALID REGISTRATION STATEMENT WITH THE DEPARTMENT AS REQUIRED BY ADM CODE §27-2097 AND IS THEREFORE SUBJECT TO CIVIL PENALTIES, PROHIBITED FROM CERTIFYING VIOLATIONS, AND DENIED THE RIGHT TO RECOVER POSSESSION OF PREMISES FOR NONPAYMENT OF RENT UNTIL A VALID REGISTRATION STATEMENT IS FILED.",,9.0,VIOLATION DISMISSED,10/22/2018,,Close,N,2018,
SAMUEL (CITY),MANHATTAN,664,9/26/24,109 WEST 144 STREET,109.0,WEST 144 STREET,109 WEST 144 STREET,17949810,41773,105001.0,1,109,109,111,WEST 144 STREET,A,2025-06-04,2025-06-04,09/21/2025,09/07/2025,,,,1507.0,9790540.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2025-06-04,2.0,NOV SENT OUT,06/04/2025,Original,Open,N,2025,2025.0
