development_name,borough,total_units,transferred_date,address,street_number,street_name,full_address,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,17763693,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-03-16,2025-03-17,03/31/2025,03/24/2025,,,03/25/2025,672.0,9674202.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM BOI.ER ROOM DOOR LOCKED AT CELLAR,2025-03-18,9.0,VIOLATION DISMISSED,06/05/2025,Original,Close,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,17763692,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-03-16,2025-03-17,03/29/2025,03/17/2025,,,03/24/2025,670.0,9674024.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2025-03-18,9.0,VIOLATION DISMISSED,06/04/2025,Original,Close,Y,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18254718,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-09-25,2025-09-25,10/27/2025,10/22/2025,,,,568.0,10008290.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-09-26,47.0,NOTICE OF ISSUANCE SENT TO TENANT,09/26/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18260537,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-09-25,2025-09-26,10/12/2025,10/05/2025,,,,501.0,10009854.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE HEAVY DUTY LOCK AND LATCH SET AT BUILDING ENTRANCE DOOR , 1st STORY",2025-09-29,2.0,NOV SENT OUT,09/29/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,17780338,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-03-24,2025-03-24,04/25/2025,04/20/2025,,,04/25/2025,569.0,9684721.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 5B, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2025-03-25,9.0,VIOLATION DISMISSED,07/07/2025,Original,Close,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18238587,41709,102082.0,1,151,151,153,WEST 143 STREET,B,2025-09-16,2025-09-20,11/10/2025,10/27/2025,,,,502.0,10000675.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE FRIE RETARDANT MATERIAL AT SOUTH WALL AND CEILING AT PUBLIC HALL, 5th STORY",2025-09-22,2.0,NOV SENT OUT,09/22/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18238589,41709,102082.0,1,151,151,153,WEST 143 STREET,A,2025-09-16,2025-09-20,01/09/2026,12/26/2025,,,,556.0,10000674.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT CEILING AND SOUTH WALL AT PUBLIC HALL, 5th STORY",2025-09-22,2.0,NOV SENT OUT,09/22/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18184782,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-08-25,2025-08-25,09/14/2025,09/09/2025,,,09/11/2025,530.0,9966579.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH SET AT BUILDING ENTRANCE DOOR, , 1st STORY",2025-08-26,8.0,FALSE CERTIFICATION,09/19/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18184783,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-08-25,2025-08-25,09/14/2025,09/09/2025,,,09/11/2025,530.0,9966580.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH SET AT HOPPER DOOR AT PUBLIC HALL, 5th STORY",2025-08-26,8.0,FALSE CERTIFICATION,09/19/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18184784,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-08-25,2025-08-25,09/14/2025,09/09/2025,,,09/11/2025,530.0,9966580.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH SET AT HOPPER DOOR AT PUBLIC HALL, 4th STORY",2025-08-26,8.0,FALSE CERTIFICATION,09/19/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,17949805,41709,102082.0,1,151,151,153,WEST 143 STREET,A,2025-06-04,2025-06-04,09/21/2025,09/07/2025,,,,1507.0,9790522.0,"(A) § HMC:FILE ANNUAL BEDBUG REPORT IN ACCORDANCE WITH HPD RULE AS DESCRIBED ON THE BACK OF THIS NOTICE OF VIOLATION OR AS DESCRIBED ON HPDS WEBSITE, WWW.NYC.GOV\HPD, SEARCH BED BUGS.",2025-06-04,2.0,NOV SENT OUT,06/04/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18254719,41709,102082.0,1,151,151,153,WEST 143 STREET,C,2025-09-25,2025-09-25,10/27/2025,10/22/2025,,,,567.0,10008290.0,"567 (C) § 27-2017, 27-2017.1, 27-2017.4, 27-2017.5, 27-2017.8, 27-2019, 27-2021 HMC: ABATE THE NUISANCE CONSISTING OF EVIDENCE OF RATS AND ALL UNDERLYING CAUSES CREATING THE PEST INFESTATIONS, BY USING INTEGRATED PEST MANAGEMENT (IPM), ELIMINATE ALL BURROW ENTRY AND PASSAGEWAYS, PEST NESTS, HOLES, GAPS OR CRACKS IN WALLS, CEILINGS, FLOORS, FIXING LEAKS AND MANAGING GARBAGE IN PUBLIC AREAS. EVIDENCE FOUND AT ... IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-09-26,47.0,NOTICE OF ISSUANCE SENT TO TENANT,09/26/2025,Original,Open,Y,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18254721,41709,102082.0,1,151,151,153,WEST 143 STREET,B,2025-09-25,2025-09-25,11/14/2025,10/31/2025,,,,501.0,10008289.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE COUNTER BALANCE AT LOWER WINDOW SASH AT 3RD WINDOW AT SOUTH WALL IN THE 5th ROOM FROM NORTH LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-09-26,2.0,NOV SENT OUT,09/26/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18254722,41709,102082.0,1,151,151,153,WEST 143 STREET,B,2025-09-25,2025-09-25,11/14/2025,10/31/2025,,,,502.0,10008289.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE WOOD AT FLOOR OF BASE CABINET AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-09-26,2.0,NOV SENT OUT,09/26/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18254724,41709,102082.0,1,151,151,153,WEST 143 STREET,B,2025-09-25,2025-09-25,11/14/2025,10/31/2025,,,,702.0,10008289.0,"§ 27-2045(B)(1)(A) HMC, § 12-01, § 12-03 RCNY REPAIR, REPLACE OR PROVIDE AN APPROVED AND OPERATIONAL SMOKE DETECTING DEVICE, INSTALLED IN ACCORDANCE WITH DEPARTMENT OF BUILDINGS RULES AND REGULATIONS MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-09-26,2.0,NOV SENT OUT,09/26/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18254725,41709,102082.0,1,151,151,153,WEST 143 STREET,A,2025-09-25,2025-09-26,01/16/2026,01/02/2026,,,,556.0,10009853.0,§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT AT ALL FLOORS AND LANDINGS AT ALL STORIES AT PUBLIC HALL,2025-09-29,2.0,NOV SENT OUT,09/29/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,151 WEST 143 STREET,151.0,WEST 143 STREET,151 WEST 143 STREET,18254726,41709,102082.0,1,151,151,153,WEST 143 STREET,A,2025-09-25,2025-09-26,01/16/2026,01/02/2026,,,,553.0,10009853.0,§ 27-2011 ADM CODE CLEANSE TO THE SATISFACTION OF THIS DEPARTMENT THE AT ALL FLOORS AND LANDINGS AT ALL STORIES AT PUBLIC HALL,2025-09-29,2.0,NOV SENT OUT,09/29/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572008,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-21,2024-12-21,01/03/2025,12/22/2024,,,,666.0,9546263.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-23,2.0,NOV SENT OUT,12/23/2024,Original,Open,Y,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572015,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-21,2024-12-21,01/05/2025,12/29/2024,,,,671.0,9546877.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT PUBLIC HALL, 1st STORY",2024-12-23,2.0,NOV SENT OUT,12/23/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17649121,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2025-01-25,2025-01-25,02/09/2025,02/02/2025,,,,672.0,9597237.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT CELLAR AT BOILER ROOM,2025-01-27,2.0,NOV SENT OUT,01/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17649123,41707,145228.0,1,145,145,145,WEST 143 STREET,B,2025-01-25,2025-01-25,03/17/2025,03/03/2025,,,,1503.0,9597235.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-01-27,2.0,NOV SENT OUT,01/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17649126,41707,145228.0,1,145,145,145,WEST 143 STREET,B,2025-01-25,2025-01-25,03/17/2025,03/03/2025,,,,1503.0,9597236.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2025-01-27,2.0,NOV SENT OUT,01/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572016,41707,145228.0,1,145,145,145,WEST 143 STREET,A,2024-12-21,2024-12-21,04/11/2025,03/28/2025,,,04/03/2025,722.0,9546874.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2024-12-23,19.0,VIOLATION CLOSED,06/08/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17529911,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-06,2024-12-06,12/19/2024,12/07/2024,,,,666.0,9524914.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-09,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,04/10/2025,Original,Open,Y,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17596612,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2025-01-05,2025-01-05,01/19/2025,01/12/2025,,,,672.0,9563688.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BASEMENT AT BOILER ROOM,2025-01-06,2.0,NOV SENT OUT,01/06/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17596613,41707,145228.0,1,145,145,145,WEST 143 STREET,B,2025-01-05,2025-01-05,02/24/2025,02/10/2025,,,,1503.0,9563686.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-01-06,2.0,NOV SENT OUT,01/06/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17596614,41707,145228.0,1,145,145,145,WEST 143 STREET,B,2025-01-05,2025-01-05,02/24/2025,02/10/2025,,,,702.0,9563686.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-01-06,2.0,NOV SENT OUT,01/06/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17599064,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2025-01-03,2025-01-04,01/19/2025,01/12/2025,,,,672.0,9563689.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED TO BOILER ROOM,2025-01-06,2.0,NOV SENT OUT,01/06/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17529912,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-06,2024-12-06,12/22/2024,12/15/2024,,,,672.0,9525606.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM AT BASEMENT,2024-12-09,2.0,NOV SENT OUT,12/09/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17615749,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2025-01-12,2025-01-12,01/26/2025,01/19/2025,,,,672.0,9574856.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM AT BASEMENT,2025-01-13,2.0,NOV SENT OUT,01/13/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572018,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-21,2024-12-21,01/23/2025,01/18/2025,,,,567.0,9546878.0,HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF RODENTS RATS AT BUILDING ENTRANCE,2024-12-23,2.0,NOV SENT OUT,12/23/2024,Original,Open,Y,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17564377,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-18,2024-12-18,01/01/2025,12/25/2024,,,,671.0,9543108.0,"§ 27-2033 ADM CODE POST NOTICE, IN FORM APPROVED BY THE DEPARTMENT, STATING THE NAME AND LOCATION OF THE PERSON DESIGNATED BY THE OWNER TO HAVE KEY TO BUILDINGS HEATING SYSTEM MISSING AT PUBLIC HALL, 1st STORY",2024-12-19,2.0,NOV SENT OUT,12/19/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17564378,41707,145228.0,1,145,145,145,WEST 143 STREET,A,2024-12-18,2024-12-18,04/07/2025,03/24/2025,,,,722.0,9543107.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2024-12-19,28.0,INVALID CERTIFICATION,04/03/2025,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572011,41707,145228.0,1,145,145,145,WEST 143 STREET,B,2024-12-21,2024-12-21,02/10/2025,01/27/2025,,,,702.0,9546875.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-23,2.0,NOV SENT OUT,12/23/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17615748,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2025-01-12,2025-01-12,01/25/2025,01/13/2025,,,,666.0,9574135.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2025-01-13,2.0,NOV SENT OUT,01/13/2025,Original,Open,Y,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17649122,41707,145228.0,1,145,145,145,WEST 143 STREET,B,2025-01-25,2025-01-25,03/17/2025,03/03/2025,,,,702.0,9597235.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-01-27,2.0,NOV SENT OUT,01/27/2025,Original,Open,N,2025,2025.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17564375,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-18,2024-12-18,01/07/2025,01/02/2025,,,,530.0,9543109.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT COMPACTOR CHUTE AT EAST WALL AT PUBLIC HALL, 3rd STORY",2024-12-19,19.0,VIOLATION CLOSED,08/01/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17564376,41707,145228.0,1,145,145,145,WEST 143 STREET,A,2024-12-18,2024-12-18,04/07/2025,03/24/2025,,,04/03/2025,500.0,9543107.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2024-12-19,19.0,VIOLATION CLOSED,06/08/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17564379,41707,145228.0,1,145,145,145,WEST 143 STREET,A,2024-12-18,2024-12-18,04/07/2025,03/24/2025,,,04/03/2025,484.0,9543107.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2024-12-19,19.0,VIOLATION CLOSED,06/08/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572009,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-21,2024-12-21,01/05/2025,12/29/2024,,,,672.0,9546876.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCK DOOR AT CELLAR AT BOILER ROOM,2024-12-23,2.0,NOV SENT OUT,12/23/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572010,41707,145228.0,1,145,145,145,WEST 143 STREET,B,2024-12-21,2024-12-21,02/10/2025,01/27/2025,,,,1503.0,9546875.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2A, 2nd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-23,2.0,NOV SENT OUT,12/23/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572013,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2024-12-21,2024-12-21,01/11/2025,01/06/2025,,,,530.0,9546879.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES IN THE ENTRANCE LOCATED AT APT 4B, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-23,2.0,NOV SENT OUT,12/23/2024,Original,Open,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572014,41707,145228.0,1,145,145,145,WEST 143 STREET,A,2024-12-21,2024-12-21,04/11/2025,03/28/2025,,,04/03/2025,484.0,9546874.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2024-12-23,19.0,VIOLATION CLOSED,06/08/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17572017,41707,145228.0,1,145,145,145,WEST 143 STREET,A,2024-12-21,2024-12-21,04/11/2025,03/28/2025,,,04/03/2025,778.0,9546874.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2024-12-23,19.0,VIOLATION CLOSED,06/08/2025,Original,Close,N,2024,2024.0
SAMUEL (CITY),MANHATTAN,664,9/26/24,145 WEST 143 STREET,145.0,WEST 143 STREET,145 WEST 143 STREET,17596611,41707,145228.0,1,145,145,145,WEST 143 STREET,C,2025-01-05,2025-01-05,01/18/2025,01/06/2025,,,,666.0,9563044.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2025-01-06,2.0,NOV SENT OUT,01/06/2025,Original,Open,Y,2025,2025.0
