violationid,buildingid,registrationid,boroid,borough,bin_x,bbl_x,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,address,bbl_y,bldg,m,og_address,zip code,cd,fc,ss,sa,cc,bin_y,dev_name,units,transfer,_merge,inspectiondate_year,novissued_year
17574374,812471,501837,5,staten island,5095815,5001960001.0,780,780,780,HENDERSON AVENUE,A,2024-12-23,2024-12-24,04/14/2025,03/31/2025,,,04/14/2025,722,9552590.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, 1st STORY",2024-12-26,28,INVALID CERTIFICATION,04/14/2025,Original,Open,N,780 HENDERSON AVENUE,5001960001,3,M,780 HENDERSON AVENUE,10310,01,11,23,61,49,5095815,WEST BRIGHTON I,490, 6/26/2024,both,2024,2024.0
17574372,812471,501837,5,staten island,5095815,5001960001.0,780,780,780,HENDERSON AVENUE,A,2024-12-23,2024-12-24,04/14/2025,03/31/2025,,,04/14/2025,484,9552590.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR FRAME MISSING AT PUBLIC HALL, 1st STORY",2024-12-26,28,INVALID CERTIFICATION,04/14/2025,Original,Open,N,780 HENDERSON AVENUE,5001960001,3,M,780 HENDERSON AVENUE,10310,01,11,23,61,49,5095815,WEST BRIGHTON I,490, 6/26/2024,both,2024,2024.0
17574373,812471,501837,5,staten island,5095815,5001960001.0,780,780,780,HENDERSON AVENUE,A,2024-12-23,2024-12-24,04/14/2025,03/31/2025,,,04/14/2025,500,9552590.0,"§ 26-1103 ADMIN. CODE: POST AND MAINTAIN A PROPER NOTICE ON WALL OF THE ENTRANCE STORY IN ENGLISH AND SPANISH ON THE AVAILABILITY OF THE AGENCYS HOUSING INFORMATION GUIDE. A SAMPLE NOTICE CAN BE FOUND AT WWW.NYC.GOV/HPD. AT PUBLIC HALL, 1st STORY",2024-12-26,28,INVALID CERTIFICATION,04/14/2025,Original,Open,N,780 HENDERSON AVENUE,5001960001,3,M,780 HENDERSON AVENUE,10310,01,11,23,61,49,5095815,WEST BRIGHTON I,490, 6/26/2024,both,2024,2024.0
17574768,41776,105002,1,manhattan,1060168,1020130024.0,113,113,115,WEST 144 STREET,C,2024-12-23,2024-12-23,01/05/2025,12/24/2024,,,,666,9549955.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-24,19,VIOLATION CLOSED,01/16/2025,Original,Close,Y,113 WEST 144 STREET,1020130024,2,M,113 WEST 144TH STREET,10030,10,13,30,71,09,1060168,SAMUEL (CITY),664, 9/26/2024,both,2024,2024.0
17574854,809557,389844,3,brooklyn,3324288,3043550001.0,773,773,773,STANLEY AVENUE,C,2024-12-23,2024-12-27,01/12/2025,01/05/2025,,,02/28/2025,672,9557597.0,"§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOOKED AT 1ST STORY AT 1st PUBLIC HALL FROM NORTH AT CENTER, 1st STORY",2024-12-30,19,VIOLATION CLOSED,06/30/2025,Original,Close,N,773 STANLEY AVENUE,3043550001,10,,773 STANLEY AVENUE,11207,05,08,19,60,42,3324288,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17574857,809557,389844,3,brooklyn,3324288,3043550001.0,773,773,773,STANLEY AVENUE,B,2024-12-23,2024-12-27,02/17/2025,02/03/2025,,,02/12/2025,507,9557596.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-30,9,VIOLATION DISMISSED,04/25/2025,Original,Close,Y,773 STANLEY AVENUE,3043550001,10,,773 STANLEY AVENUE,11207,05,08,19,60,42,3324288,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17574138,808804,389859,3,brooklyn,3344982,3030270001.0,214,214,220,MAUJER STREET,A,2024-12-23,2024-12-23,04/12/2025,03/29/2025,,,03/14/2025,778,9551104.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2024-12-24,9,VIOLATION DISMISSED,05/27/2025,Original,Close,N,214 MAUJER STREET,3030270001,16,M,214 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
17574139,808804,389859,3,brooklyn,3344982,3030270001.0,214,214,220,MAUJER STREET,A,2024-12-23,2024-12-23,04/12/2025,03/29/2025,,,03/14/2025,700,9551104.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, 1st STORY",2024-12-24,9,VIOLATION DISMISSED,05/27/2025,Original,Close,N,214 MAUJER STREET,3030270001,16,M,214 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
17574853,809557,389844,3,brooklyn,3324288,3043550001.0,773,773,773,STANLEY AVENUE,C,2024-12-23,2024-12-23,01/05/2025,12/24/2024,,,03/13/2025,670,9550049.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-24,19,VIOLATION CLOSED,07/08/2025,Original,Close,Y,773 STANLEY AVENUE,3043550001,10,,773 STANLEY AVENUE,11207,05,08,19,60,42,3324288,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17585391,809553,389881,3,brooklyn,3324294,3043550001.0,725,725,725,STANLEY AVENUE,A,2024-12-23,2024-12-27,04/18/2025,04/04/2025,,,03/19/2025,556,9557595.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING AND EAST WALL AT PUBLIC HALL, 1st STORY",2024-12-30,19,VIOLATION CLOSED,04/30/2025,Original,Close,N,725 STANLEY AVENUE,3043550001,5,M,725 STANLEY AVENUE,11207,05,08,19,60,42,3324294,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17574136,808804,389859,3,brooklyn,3344982,3030270001.0,214,214,220,MAUJER STREET,A,2024-12-23,2024-12-23,04/12/2025,03/29/2025,,,03/14/2025,484,9551104.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2024-12-24,9,VIOLATION DISMISSED,05/27/2025,Original,Close,N,214 MAUJER STREET,3030270001,16,M,214 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
17574140,808804,389859,3,brooklyn,3344982,3030270001.0,214,214,220,MAUJER STREET,A,2024-12-23,2024-12-23,04/12/2025,03/29/2025,,,03/14/2025,1501,9551104.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2024-12-24,9,VIOLATION DISMISSED,05/27/2025,Original,Close,N,214 MAUJER STREET,3030270001,16,M,214 MAUJER STREET,11206,01,07,18,53,34,3344982,WILLIAMSBURG,"1,621", 12/28/2021,both,2024,2024.0
17574371,812471,501837,5,staten island,5095815,5001960001.0,780,780,780,HENDERSON AVENUE,A,2024-12-23,2024-12-24,04/14/2025,03/31/2025,,,04/14/2025,778,9552590.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2024-12-26,28,INVALID CERTIFICATION,04/14/2025,Original,Open,N,780 HENDERSON AVENUE,5001960001,3,M,780 HENDERSON AVENUE,10310,01,11,23,61,49,5095815,WEST BRIGHTON I,490, 6/26/2024,both,2024,2024.0
17585289,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,C,2024-12-23,2024-12-27,01/18/2025,01/13/2025,,,,530,9557594.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGE COMPACTOR HOPPER AT PUBLIC HALL, 7th STORY",2024-12-30,11,VIOLATION WILL BE REINSPECTED,04/11/2025,Original,Open,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17585292,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,C,2024-12-23,2024-12-27,01/18/2025,01/13/2025,,,,530,9557594.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT PUBLIC HALL STAIR A , 6th STORY",2024-12-30,19,VIOLATION CLOSED,04/15/2025,Original,Close,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17585296,809351,389864,3,brooklyn,3324292,3043550001.0,807,807,807,SCHENCK AVENUE,C,2024-12-23,2024-12-27,01/18/2025,01/13/2025,,,,530,9557594.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT FIRE DOOR LEADING TO EAST YARD AT CELLAR",2024-12-30,19,VIOLATION CLOSED,02/19/2025,Original,Close,N,807 SCHENCK AVENUE,3043550001,4,M,807 SCHENCK AVENUE,11207,05,08,19,60,42,3324292,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17585406,808714,389863,3,brooklyn,3324289,3043550001.0,2156,2156,2156,LINDEN BOULEVARD,B,2024-12-23,2024-12-30,02/18/2025,02/04/2025,,,,501,9559494.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LOWER GLASS PANE AT BUILDING ENTRANCE DOOR , 1st STORY",2024-12-31,19,VIOLATION CLOSED,08/11/2025,Original,Close,N,2156 LINDEN BOULEVARD,3043550001,3,M,2156 LINDEN BOULEVARD,11207,05,08,19,60,42,3324289,BOULEVARD,"1,441", 12/28/2021,both,2024,2024.0
17575272,376506,390924,3,brooklyn,3036911,3013810018.0,1640,1640,1640,STERLING PLACE,C,2024-12-24,2024-12-24,01/06/2025,12/25/2024,,,,666,9551540.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE 3rd ROOM FROM EAST AT SOUTH LOCATED AT APT 3D, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-12-26,2,NOV SENT OUT,12/26/2024,Original,Open,Y,1640 STERLING PLACE,3013810018,5,M,1640 STERLING PLACE,11233,08,09,20,55,41,3036911,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
17575274,376506,390924,3,brooklyn,3036911,3013810018.0,1640,1640,1640,STERLING PLACE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,,702,9552367.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-12-26,2,NOV SENT OUT,12/26/2024,Original,Open,N,1640 STERLING PLACE,3013810018,5,M,1640 STERLING PLACE,11233,08,09,20,55,41,3036911,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
17575844,806406,229020,2,bronx,2092698,2035930001.0,710,710,712,CROES AVENUE,C,2024-12-24,2024-12-24,01/06/2025,12/25/2024,,,12/31/2024,670,9551560.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-26,28,INVALID CERTIFICATION,12/31/2024,Original,Open,Y,710 CROES AVENUE,2035930001,3,M,710 CROES AVENUE,10473,09,14,34,85,18,2092698,SACK WERN,413, 6/26/2024,both,2024,2024.0
17575845,806406,229020,2,bronx,2092698,2035930001.0,710,710,712,CROES AVENUE,C,2024-12-24,2024-12-24,01/06/2025,12/25/2024,,,12/31/2024,666,9551560.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-26,28,INVALID CERTIFICATION,12/31/2024,Original,Open,Y,710 CROES AVENUE,2035930001,3,M,710 CROES AVENUE,10473,09,14,34,85,18,2092698,SACK WERN,413, 6/26/2024,both,2024,2024.0
17575370,809922,389838,3,brooklyn,3324021,3043710001.0,185,183,189,WORTMAN AVENUE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,02/13/2025,508,9552574.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 14I, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-12-26,9,VIOLATION DISMISSED,04/28/2025,Original,Close,N,185 WORTMAN AVENUE,3043710001,8,M,185 WORTMAN AVENUE,11207,05,08,19,60,42,3324021,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
17575371,809922,389838,3,brooklyn,3324021,3043710001.0,185,183,189,WORTMAN AVENUE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,02/13/2025,508,9552574.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL, SOUTH WALL, EAST WALL AND CEILING IN THE 3rd ROOM FROM NORTH LOCATED AT APT 14I, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-12-26,9,VIOLATION DISMISSED,04/28/2025,Original,Close,N,185 WORTMAN AVENUE,3043710001,8,M,185 WORTMAN AVENUE,11207,05,08,19,60,42,3324021,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
17575275,376506,390924,3,brooklyn,3036911,3013810018.0,1640,1640,1640,STERLING PLACE,C,2024-12-24,2024-12-24,01/08/2025,01/01/2025,,,,672,9552368.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BASEMENT,2024-12-26,2,NOV SENT OUT,12/26/2024,Original,Open,N,1640 STERLING PLACE,3013810018,5,M,1640 STERLING PLACE,11233,08,09,20,55,41,3036911,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
17575273,376506,390924,3,brooklyn,3036911,3013810018.0,1640,1640,1640,STERLING PLACE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,,1503,9552367.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3D, 3rd STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-12-26,2,NOV SENT OUT,12/26/2024,Original,Open,N,1640 STERLING PLACE,3013810018,5,M,1640 STERLING PLACE,11233,08,09,20,55,41,3036911,STERLING PLACE REHABS (SAINT JOHNS-STERLING),83, 11/28/2023,both,2024,2024.0
17575286,809923,389889,3,brooklyn,3337067,3043930001.0,190,190,190,WORTMAN AVENUE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,02/13/2025,508,9552575.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT SOUTH WALL IN THE PRIVATE HALLWAY LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-12-26,9,VIOLATION DISMISSED,04/28/2025,Original,Close,N,190 WORTMAN AVENUE,3043930001,10,M,190 WORTMAN AVENUE,11207,05,08,19,60,42,3337067,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
17575287,809923,389889,3,brooklyn,3337067,3043930001.0,190,190,190,WORTMAN AVENUE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,02/13/2025,508,9552575.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-12-26,9,VIOLATION DISMISSED,04/28/2025,Original,Close,N,190 WORTMAN AVENUE,3043930001,10,M,190 WORTMAN AVENUE,11207,05,08,19,60,42,3337067,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
17575288,809923,389889,3,brooklyn,3337067,3043930001.0,190,190,190,WORTMAN AVENUE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,02/13/2025,508,9552575.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE 4th ROOM FROM EAST AT NORTH LOCATED AT APT 8H, 8th STORY, 2nd APARTMENT FROM WEST AT NORTH",2024-12-26,9,VIOLATION DISMISSED,04/28/2025,Original,Close,N,190 WORTMAN AVENUE,3043930001,10,M,190 WORTMAN AVENUE,11207,05,08,19,60,42,3337067,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
17575847,806406,229020,2,bronx,2092698,2035930001.0,710,710,712,CROES AVENUE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,01/30/2025,579,9552555.0,"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT SINK BASE CABINET IN THE KITCHEN LOCATED AT APT 6J, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-26,9,VIOLATION DISMISSED,04/14/2025,Original,Close,N,710 CROES AVENUE,2035930001,3,M,710 CROES AVENUE,10473,09,14,34,85,18,2092698,SACK WERN,413, 6/26/2024,both,2024,2024.0
17575369,809922,389838,3,brooklyn,3324021,3043710001.0,185,183,189,WORTMAN AVENUE,B,2024-12-24,2024-12-24,02/13/2025,01/30/2025,,,02/13/2025,508,9552574.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT WEST AND EAST WALL IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 14I, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-12-26,9,VIOLATION DISMISSED,04/28/2025,Original,Close,N,185 WORTMAN AVENUE,3043710001,8,M,185 WORTMAN AVENUE,11207,05,08,19,60,42,3324021,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
17575846,806406,229020,2,bronx,2092698,2035930001.0,710,710,712,CROES AVENUE,C,2024-12-24,2024-12-24,01/08/2025,01/01/2025,,,12/31/2024,672,9552556.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BOILER ROOM,2024-12-26,9,VIOLATION DISMISSED,03/13/2025,Original,Close,N,710 CROES AVENUE,2035930001,3,M,710 CROES AVENUE,10473,09,14,34,85,18,2092698,SACK WERN,413, 6/26/2024,both,2024,2024.0
17578278,56605,222289,2,bronx,2092128,2029280028.0,544,544,560,CLAREMONT PARKWAY,B,2024-12-25,2024-12-25,02/13/2025,01/30/2025,,,02/12/2025,501,9551782.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LOCK MECHANISM AT APARTMENT ENTRANCE DOOR IN THE ENTRANCE LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''SOUTH''",2024-12-26,9,VIOLATION DISMISSED,04/25/2025,Original,Close,N,544 CLAREMONT PARKWAY,2029280028,1,M,544 CLAREMONT PARKWAY,10457,03,15,32,79,16,2092128,CLAREMONT PARKWAY-FRANKLIN AVENUE,188, 09/28/2023,both,2024,2024.0
17578279,56605,222289,2,bronx,2092128,2029280028.0,544,544,560,CLAREMONT PARKWAY,A,2024-12-25,2024-12-25,04/14/2025,03/31/2025,,,02/12/2025,556,9551781.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE EAST WALL IN THE 1st ROOM FROM NORTH AT EAST LOCATED AT APT 3A, 3rd STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''SOUTH''",2024-12-26,9,VIOLATION DISMISSED,04/25/2025,Original,Close,N,544 CLAREMONT PARKWAY,2029280028,1,M,544 CLAREMONT PARKWAY,10457,03,15,32,79,16,2092128,CLAREMONT PARKWAY-FRANKLIN AVENUE,188, 09/28/2023,both,2024,2024.0
17578936,41786,106825,1,manhattan,1060150,1020120052.0,148,148,150,WEST 144 STREET,A,2024-12-26,2024-12-26,04/15/2025,04/01/2025,,,04/03/2025,484,9553452.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, 1st STORY",2024-12-27,19,VIOLATION CLOSED,06/13/2025,Original,Close,N,148 WEST 144 STREET,1020120052,7,M,148 WEST 144TH STREET,10030,10,13,30,71,09,1060150,SAMUEL (CITY),664, 9/26/2024,both,2024,2024.0
17579441,41776,105002,1,manhattan,1060168,1020130024.0,113,113,115,WEST 144 STREET,B,2024-12-26,2024-12-26,02/14/2025,01/31/2025,,,,583,9553449.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 6th ROOM FROM NORTH LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-27,2,NOV SENT OUT,12/27/2024,Original,Open,N,113 WEST 144 STREET,1020130024,2,M,113 WEST 144TH STREET,10030,10,13,30,71,09,1060168,SAMUEL (CITY),664, 9/26/2024,both,2024,2024.0
17579779,808855,389894,3,brooklyn,3327009,3037250001.0,320,320,320,MILLER AVENUE,C,2024-12-26,2024-12-26,01/08/2025,12/27/2024,,,02/25/2025,670,9553308.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-12-27,19,VIOLATION CLOSED,06/24/2025,Original,Close,Y,320 MILLER AVENUE,3037250001,10,M,320 MILLER AVENUE,11207,05,08,19,54,42,3327009,FIORENTINO PLAZA,160, 12/28/2021,both,2024,2024.0
17585139,41776,105002,1,manhattan,1060168,1020130024.0,113,113,115,WEST 144 STREET,B,2024-12-26,2024-12-26,02/14/2025,01/31/2025,,,,583,9553448.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE 1st ROOM FROM NORTH LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-27,2,NOV SENT OUT,12/27/2024,Original,Open,N,113 WEST 144 STREET,1020130024,2,M,113 WEST 144TH STREET,10030,10,13,30,71,09,1060168,SAMUEL (CITY),664, 9/26/2024,both,2024,2024.0
17584986,808023,389885,3,brooklyn,3337062,3043930001.0,215,213,217,COZINE AVENUE,B,2024-12-26,2024-12-27,02/17/2025,02/03/2025,,,02/13/2025,570,9557541.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF BEDBUGS IN THE ENTIRE APARTMENT LOCATED AT APT 4H, 4th STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-12-30,9,VIOLATION DISMISSED,04/28/2025,Original,Close,N,215 COZINE AVENUE,3043930001,14,M,215 COZINE AVENUE,11207,05,08,19,60,42,3337062,LINDEN,"1,586", 12/28/2021,both,2024,2024.0
17585142,41776,105002,1,manhattan,1060168,1020130024.0,113,113,115,WEST 144 STREET,B,2024-12-26,2024-12-27,02/17/2025,02/03/2025,,,,702,9555685.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 1A, 1st STORY, 1st APARTMENT FROM WEST AT NORTH",2024-12-30,2,NOV SENT OUT,12/30/2024,Original,Open,N,113 WEST 144 STREET,1020130024,2,M,113 WEST 144TH STREET,10030,10,13,30,71,09,1060168,SAMUEL (CITY),664, 9/26/2024,both,2024,2024.0
17579445,41776,105002,1,manhattan,1060168,1020130024.0,113,113,115,WEST 144 STREET,C,2024-12-26,2024-12-26,01/08/2025,12/27/2024,,,,666,9553183.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM NORTH AT EAST",2024-12-27,2,NOV SENT OUT,12/27/2024,Original,Open,Y,113 WEST 144 STREET,1020130024,2,M,113 WEST 144TH STREET,10030,10,13,30,71,09,1060168,SAMUEL (CITY),664, 9/26/2024,both,2024,2024.0
