violationid,buildingid,registrationid,boroid,borough,bin_x,bbl_x,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,address,bbl_y,bldg,m,og_address,zip code,cd,fc,ss,sa,cc,bin_y,dev_name,units,transfer,_merge,inspectiondate_year,novissued_year
16090859,354134,389895,3,brooklyn,3328463,3039930001.0,2211,2211,2211,PITKIN AVENUE,B,2023-07-12,2023-07-16,09/04/2023,08/21/2023,,,,502,8561830.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILE IN THE KITCHEN LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-17,19,VIOLATION CLOSED,05/30/2025,Original,Close,N,2211 PITKIN AVENUE,3039930001,11,M,2211 PITKIN AVENUE,11207,05,08,19,54,42,3328463,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16090860,354134,389895,3,brooklyn,3328463,3039930001.0,2211,2211,2211,PITKIN AVENUE,A,2023-07-12,2023-07-16,11/03/2023,10/20/2023,,,11/03/2023,508,8561829.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 3D, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-17,9,VIOLATION DISMISSED,01/15/2024,Original,Close,N,2211 PITKIN AVENUE,3039930001,11,M,2211 PITKIN AVENUE,11207,05,08,19,54,42,3328463,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16102358,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-12,2023-07-14,11/03/2023,10/20/2023,,,10/20/2023,484,8562374.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR DEFECTIVE AT PUBLIC HALL, 1st STORY",2023-07-17,9,VIOLATION DISMISSED,01/02/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16090809,807570,389861,3,brooklyn,3324275,3043770001.0,908,908,920,ASHFORD STREET,C,2023-07-12,2023-07-16,08/05/2023,07/31/2023,,,03/13/2025,530,8562295.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE ... IN THE ENTRANCE LOCATED AT APT 1B, 1st STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-17,21,NOT COMPLIED WITH,06/04/2025,Original,Open,N,908 ASHFORD STREET,3043770001,18,M,908 ASHFORD STREET,11207,05,08,19,60,42,3324275,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16092978,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,B,2023-07-13,2023-07-14,09/04/2023,08/21/2023,,,04/25/2025,508,8562317.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING, WEST WALL, NORTH WALL IN THE BATHROOM LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-17,19,VIOLATION CLOSED,06/15/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16093816,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,C,2023-07-13,2023-07-15,08/05/2023,07/31/2023,,,08/02/2023,530,8562375.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HOPPER DOOR AT CHUTE AT PUBLIC HALL, 2nd STORY, SECTION ''P''",2023-07-17,19,VIOLATION CLOSED,12/07/2023,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16093818,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-13,2023-07-15,11/03/2023,10/20/2023,,,11/03/2023,700,8562373.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING AT PUBLIC HALL, SECTION ''P''",2023-07-17,9,VIOLATION DISMISSED,01/15/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16092979,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,A,2023-07-13,2023-07-14,11/03/2023,10/20/2023,,,,554,8562316.0,"§ 27-2005 ADM CODE PAINT METAL IN ACCORDANCE WITH DEPT. REGULATION THE RADIATOR AND RISER AT SOUTH WALL IN THE KITCHEN LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-17,19,VIOLATION CLOSED,04/15/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16092980,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,A,2023-07-13,2023-07-14,11/03/2023,10/20/2023,,,,556,8562316.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT THE CEILING IN THE 5th ROOM FROM EAST LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-17,19,VIOLATION CLOSED,04/15/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16093817,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-13,2023-07-15,11/03/2023,10/20/2023,,,11/03/2023,1501,8562373.0,"§ 27-2046.1 HMC: POST A PROPER NOTICE OF CARBON MONOXIDE DETECTING DEVICE REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, IN A COMMON AREA OF A CLASS A MULTIPLE DWELLING NEAR INSPECTION CERTIFICATE OR PROVIDE NOTICE TO TENANTS IN A PRIVATE DWELLING.",2023-07-17,9,VIOLATION DISMISSED,01/15/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16093822,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-13,2023-07-15,11/03/2023,10/20/2023,,,10/20/2023,778,8562373.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, SECTION ''P''",2023-07-17,9,VIOLATION DISMISSED,01/02/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16093820,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-13,2023-07-15,11/03/2023,10/20/2023,,,10/20/2023,485,8562373.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME READILY ACCESSIBLE FOR SIGNATURE, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR AT MISSING AT PUBLIC HALL, SECTION ''P''",2023-07-17,9,VIOLATION DISMISSED,01/02/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16093821,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-13,2023-07-15,11/03/2023,10/20/2023,,,10/20/2023,722,8562373.0,"§ 27-2053 ADM CODE POST SIGN ON WALL OF ENTRANCE STORY BEARING NAME, ADDRESS INCLUDING APARTMENT NUMBER IF ANY, AND TELEPHONE NUMBER OF SUPERINTENDENT, JANITOR OR HOUSEKEEPER. AT PUBLIC HALL, SECTION ''P''",2023-07-17,9,VIOLATION DISMISSED,01/02/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16092976,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,B,2023-07-13,2023-07-17,09/05/2023,08/22/2023,,,,508,8563865.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL, SOUTH WALL, EAST WALL, WEST WALL IN THE 1st ROOM FROM EAST LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-18,19,VIOLATION CLOSED,04/15/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16092977,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,B,2023-07-13,2023-07-17,09/05/2023,08/22/2023,,,,508,8563865.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE NORTH WALL, SOUTH WALL, EAST WALL, WEST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-18,19,VIOLATION CLOSED,04/15/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16092974,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,B,2023-07-13,2023-07-14,09/04/2023,08/21/2023,,,02/25/2025,1503,8562317.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-17,19,VIOLATION CLOSED,04/15/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16092975,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,B,2023-07-13,2023-07-14,09/04/2023,08/21/2023,,,02/25/2025,702,8562317.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE IN THE ENTIRE APARTMENT LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-17,19,VIOLATION CLOSED,04/15/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16092973,808713,389841,3,brooklyn,3324285,3043550001.0,2150,2150,2150,LINDEN BOULEVARD,C,2023-07-13,2023-07-14,08/17/2023,08/12/2023,,,08/15/2024,569,8562318.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2B, 2nd STORY, 2nd APARTMENT FROM NORTH AT EAST",2023-07-17,19,VIOLATION CLOSED,07/24/2025,Original,Close,N,2150 LINDEN BOULEVARD,3043550001,1,,2150 LINDEN BOULEVARD,11207,05,08,19,60,42,3324285,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16093819,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-13,2023-07-15,11/03/2023,10/20/2023,,,10/20/2023,484,8562373.0,"§ 329, M/D LAW AND DEPT. RULES AND REGS. PROVIDE A COMPLETED CERTIFICATE OF INSPECTION VISITS IN A PROPER FRAME AT OR NEAR MAILBOXES, BOTTOM EDGE OF FRAME BETWEEN 48-62 INCHES ABOVE FLOOR MISSING AT PUBLIC HALL, SECTION ''P''",2023-07-17,9,VIOLATION DISMISSED,01/02/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
16104707,809929,389853,3,brooklyn,3324279,3043770001.0,357,357,359,WORTMAN AVENUE,C,2023-07-14,2023-07-17,08/06/2023,08/01/2023,,,,530,8563883.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE DOOR FRAME AT PUBLIC HALL, 1st STORY",2023-07-18,19,VIOLATION CLOSED,08/29/2023,Original,Close,N,357 WORTMAN AVENUE,3043770001,14,M,357 WORTMAN AVENUE,11207,05,08,19,60,42,3324279,BOULEVARD,"1,441", 12/28/2021,both,2023,2023.0
16111337,806458,227961,2,bronx,2091009,2022810010.0,411,409,411,EAST 136 STREET,A,2023-07-14,2023-07-18,11/05/2023,10/22/2023,,,11/03/2023,106,8565246.0,"§ 53, 187, 231 M/D LAW AND DEPARTMENT RULES AND REGULATIONS. PROVIDE A SHOE PROPERLY SECURED TO BOTTOM OF STRING OF DROPLADDER USING NUTS AND BOLTS AT 1ST FIRE ESCAPE FROM NORTH AT BUILDING FRONT",2023-07-19,9,VIOLATION DISMISSED,01/15/2024,Original,Close,N,411 EAST 136 STREET,2022810010,6,M,411 EAST 136TH STREET,10454,01,14,29,84,08,2091009,"BETANCES II, 18",78, 11/16/2018,both,2023,2023.0
16097954,40683,144847,1,manhattan,1059760,1019880022.0,511,511,511,WEST 134 STREET,A,2023-07-14,2023-07-23,11/10/2023,10/27/2023,,,10/10/2023,778,8569612.0,"§ 27-2104 ADM CODE POST AND MAINTAIN A PROPER SIGN ON WALL OF ENTRANCE STORY SHOWING THE REGISTRATION NUMBER ASSIGNED BY THE DEPARTMENT AND THE ADDRESS OF THE BUILDING. AT PUBLIC HALL, 1st STORY",2023-07-24,9,VIOLATION DISMISSED,12/21/2023,Original,Close,N,511 WEST 134 STREET,1019880022,2,M,511 WEST 134TH STREET,10031,09,13,30,70,07,1059760,MANHATTANVILLE REHAB (GROUP 2),46, 11/30/2020,both,2023,2023.0
16104945,837587,388798,3,brooklyn,3326139,3033410001.0,431,425,443,EVERGREEN AVENUE,C,2023-07-15,2023-07-15,08/17/2023,08/12/2023,,,,569,8562360.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 3B, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2023-07-17,19,VIOLATION CLOSED,05/15/2024,Original,Close,N,431 EVERGREEN AVENUE,3033410001,28,M,431 EVERGREEN AVENUE,11221,04,07,18,54,37,3326139,BUSHWICK II (GROUPS B & D),300, 7/18/2019,both,2023,2023.0
16104946,837587,388798,3,brooklyn,3326139,3033410001.0,431,425,443,EVERGREEN AVENUE,B,2023-07-15,2023-07-15,09/04/2023,08/21/2023,,,,508,8562359.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE PRIVATE HALLWAY LOCATED AT APT 3B, 3rd STORY",2023-07-17,19,VIOLATION CLOSED,06/12/2024,Original,Close,N,431 EVERGREEN AVENUE,3033410001,28,M,431 EVERGREEN AVENUE,11221,04,07,18,54,37,3326139,BUSHWICK II (GROUPS B & D),300, 7/18/2019,both,2023,2023.0
16110349,809121,388791,3,brooklyn,3326145,3033410001.0,125,125,129,PALMETTO STREET,B,2023-07-16,2023-07-19,09/07/2023,08/24/2023,,,,507,8566939.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK OVER CEILING BY SKYLIGHT AT PUBLIC HALL, 3rd STORY",2023-07-20,19,VIOLATION CLOSED,04/10/2024,Original,Close,Y,125 PALMETTO STREET,3033410001,35,M,125 PALMETTO STREET,11221,04,07,18,54,37,3326145,BUSHWICK II (GROUPS B & D),300, 7/18/2019,both,2023,2023.0
16100369,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,A,2023-07-17,2023-07-21,11/07/2023,10/24/2023,,,,583,8568667.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100370,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,A,2023-07-17,2023-07-21,11/07/2023,10/24/2023,,,,733,8568667.0,"§ 27-2065 ADM CODE PROVIDE VENTILATION FOR WATER CLOSET COMPARTMENT AND/OR BATHROOM AND FILE APPLICATION FOR APPROVAL BEFORE DOING WORK VENT IN BATHROOM AT WEST WALL IS COVER IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100372,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,A,2023-07-17,2023-07-21,11/07/2023,10/24/2023,,,,583,8568668.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100375,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,B,2023-07-17,2023-07-21,09/08/2023,08/25/2023,,,,583,8568672.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100376,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,B,2023-07-17,2023-07-21,09/08/2023,08/25/2023,,,,508,8568672.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100378,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,B,2023-07-17,2023-07-21,09/08/2023,08/25/2023,,,,502,8568672.0,"§ 27-2005 ADM CODE PROPERLY REPAIR WITH SIMILAR MATERIAL THE BROKEN OR DEFECTIVE VINYL TILE IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100379,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,B,2023-07-17,2023-07-21,09/08/2023,08/25/2023,,,,688,8568673.0,"§ 27-2037, 2038 HMC: PROVIDE A SAFE AND ADEQUATE SUPPLY OF ELECTRIC SERVICE TO THE FIXTURES LIGHT AT CEILING IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100371,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,B,2023-07-17,2023-07-21,09/08/2023,08/25/2023,,,,508,8568670.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT NORTH WALL IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100374,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,B,2023-07-17,2023-07-21,09/08/2023,08/25/2023,,,,508,8568671.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT CEILING IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100377,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,A,2023-07-17,2023-07-21,11/07/2023,10/24/2023,,,,733,8568669.0,"§ 27-2065 ADM CODE PROVIDE VENTILATION FOR WATER CLOSET COMPARTMENT AND/OR BATHROOM AND FILE APPLICATION FOR APPROVAL BEFORE DOING WORK VENT IS COVERED IN THE BATHROOM IN THE BATHROOM LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16100373,808856,389901,3,brooklyn,3327011,3037250001.0,330,330,340,MILLER AVENUE,B,2023-07-17,2023-07-21,09/08/2023,08/25/2023,,,,583,8568671.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK AT CEILING IN THE KITCHEN LOCATED AT APT 4D, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2023-07-21,19,VIOLATION CLOSED,10/17/2024,Original,Close,N,330 MILLER AVENUE,3037250001,9,,330 MILLER AVENUE,11207,05,08,19,54,42,3327011,FIORENTINO PLAZA,160, 12/28/2021,both,2023,2023.0
16102038,955148,432085,4,queens,4436454,4160020001.0,56-16,56-16,56-16,BEACH CHANNEL DRIVE,C,2023-07-18,2023-07-19,08/02/2023,07/26/2023,,,,510,8567039.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF GAS PIPE AT CEILING.(ROOM FOR SLEEPING) IN THE 1st ROOM FROM NORTH AT WEST LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-07-20,9,VIOLATION DISMISSED,04/25/2024,Original,Close,N,56-16 BEACH CHANNEL DRIVE,4160020001,19,M,56-16 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436454,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2023,2023.0
16102037,955148,432085,4,queens,4436454,4160020001.0,56-16,56-16,56-16,BEACH CHANNEL DRIVE,C,2023-07-18,2023-07-19,08/08/2023,08/03/2023,,,08/03/2023,530,8567040.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE .. IN THE ENTRANCE LOCATED AT APT 1C, 1st STORY, 1st APARTMENT FROM EAST AT SOUTH",2023-07-20,19,VIOLATION CLOSED,09/08/2023,Original,Close,N,56-16 BEACH CHANNEL DRIVE,4160020001,19,M,56-16 BEACH CHANNEL DRIVE,11692,14,05,10,31,31,4436454,OCEAN BAY APARTMENTS (BAYSIDE),"1,395", 12/31/2016,both,2023,2023.0
16101726,847377,142520,1,manhattan,1086095,1020370011.0,2650,2650,2650,ADAM C POWELL BOULEVARD,A,2023-07-18,2023-07-19,11/06/2023,10/23/2023,,,11/06/2023,700,8566972.0,"§ 27-2045 ADM CODE POST A PROPER NOTICE OF SMOKE DETECTOR REQUIREMENTS, IN A FORM APPROVED BY THE COMMISSIONER, AT OR NEAR THE MAIL BOX MISSING",2023-07-20,9,VIOLATION DISMISSED,01/17/2024,Original,Close,N,2650 ADAM C POWELL BOULEVARD,1020370011,2,,2650 A C POWELL BOULEVARD,10039,10,13,30,71,09,1086095,HARLEM RIVER,577, 02/17/2022,both,2023,2023.0
