,level_0,Unnamed: 0,bbl,bldg#,m,direction,house_num,street_name,street_type,zip,full_address,index,development,transfer_date,borough,units,_merge,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,days_converted,vio_days_after_conversion,yr_post_conversion,days_vio_open,vio_open_range
8859,9353,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,14634833,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2021-10-23,2021-10-24,11/25/2021,11/20/2021,,,11/19/2021,568.0,7524919.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2021-10-25,9.0,VIOLATION DISMISSED,2022-01-31,Original,Close,N,2021,2021.0,2025-11-23,3249 days,1757 days,4,98 days,three to six months
8860,9354,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,14971365,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-03-07,2022-03-07,04/26/2022,04/12/2022,,,04/26/2022,579.0,7795270.0,"§ 27-2026 ADM CODE REPAIR THE LEAKY AND/OR DEFECTIVE FAUCETS AT BATHTUB IN THE BATHROOM LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-03-08,19.0,VIOLATION CLOSED,2022-06-18,Original,Close,N,2022,2022.0,2025-11-23,3249 days,1892 days,5,102 days,three to six months
8861,9355,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,14971367,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-03-07,2022-03-07,04/26/2022,04/12/2022,,,04/26/2022,508.0,7795270.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING &EAST WALL IN THE BATHROOM LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-03-08,19.0,VIOLATION CLOSED,2022-06-18,Original,Close,N,2022,2022.0,2025-11-23,3249 days,1892 days,5,102 days,three to six months
8862,9356,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15328168,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-08-17,2022-08-19,10/10/2022,09/26/2022,,,,508.0,8012494.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR CEILING. IN THE KITCHEN LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-08-22,19.0,VIOLATION CLOSED,2022-12-31,Original,Close,N,2022,2022.0,2025-11-23,3249 days,2055 days,5,131 days,three to six months
8863,9357,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15489260,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2022-11-12,2022-11-13,11/27/2022,11/20/2022,,,11/23/2022,576.0,8148786.0,"§ 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF COLD WATER FOR THE FIXTURES , IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2022-11-14,19.0,VIOLATION CLOSED,2022-12-27,Original,Close,Y,2022,2022.0,2025-11-23,3249 days,2142 days,5,43 days,one to three months
8864,9359,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13858658,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2020-10-15,2020-10-16,12/07/2020,11/23/2020,,,12/07/2020,1503.0,6984431.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2020-10-19,19.0,VIOLATION CLOSED,2021-02-04,Original,Close,N,2020,2020.0,2025-11-23,3249 days,1384 days,3,108 days,three to six months
8865,9360,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,18052540,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2025-06-18,2025-06-21,07/16/2025,07/11/2025,,,07/15/2025,530.0,9886579.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH, DOOR AT BUILDING WEST, ENTRANCE AT PUBLIC HALL, 1st STORY",2025-06-27,19.0,VIOLATION CLOSED,2025-08-20,Original,Close,N,2025,2025.0,2025-11-23,3249 days,3091 days,8,54 days,one to three months
8866,9361,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,14492975,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,A,2021-08-20,2021-08-20,12/10/2021,11/26/2021,,,11/16/2021,550.0,7450137.0,"§ 27-2017.3 HMC: TRACE AND REPAIR THE SOURCE AND ABATE THE VISIBLE MOLD CONDITION... EAST WALL IN THE BATHROOM LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2021-08-23,9.0,VIOLATION DISMISSED,2022-01-27,Original,Close,N,2021,2021.0,2025-11-23,3249 days,1693 days,4,157 days,three to six months
8867,9362,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15639066,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-12-28,2022-12-31,02/21/2023,02/07/2023,,,02/21/2023,1503.0,8239254.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2023-01-03,9.0,VIOLATION DISMISSED,2023-05-04,Original,Close,N,2022,2023.0,2025-11-23,3249 days,2188 days,5,121 days,three to six months
8868,9363,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13349260,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2019-10-21,2019-10-22,12/11/2019,11/27/2019,,,,702.0,6643304.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2019-10-23,19.0,VIOLATION CLOSED,2019-12-09,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1024 days,2,47 days,one to three months
8869,9364,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13349264,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,A,2019-10-21,2019-10-22,02/09/2020,01/26/2020,,,,556.0,6643303.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT ALL WALLS & CEILINGS IN THE ENTIRE APARTMENT LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2019-10-23,19.0,VIOLATION CLOSED,2020-10-16,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1024 days,2,359 days,six months to a year
8870,9365,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13476826,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2019-11-30,2019-11-30,12/15/2019,12/10/2019,,,,672.0,6748464.0,"§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR AT PUBLIC HALL, 1st STORY",2019-12-02,19.0,VIOLATION CLOSED,2020-10-16,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1064 days,2,319 days,six months to a year
8871,9366,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,16516149,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2023-12-07,2023-12-08,12/21/2023,12/14/2023,,,12/20/2023,672.0,8839310.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM BOILER ROOM DOOR LOCKED AT ROOF,2023-12-08,9.0,VIOLATION DISMISSED,2024-03-01,Original,Close,N,2023,2023.0,2025-11-23,3249 days,2532 days,6,84 days,one to three months
8872,9367,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,18359771,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2025-11-06,2025-11-10,12/29/2025,12/15/2025,,,,552.0,10073054.0,"§ 27-2010, 2011, 2012 ADM CODE REMOVE THE ACCUMULATION OF REFUSE AND/OR RUBBISH AND MAINTAIN IN A CLEAN CONDITION THE BUILDING FRONT , 1st STORY",2025-11-10,2.0,NOV SENT OUT,2025-11-10,Original,Open,N,2025,2025.0,2025-11-23,3249 days,3232 days,8,13 days,one week to a month
8873,9368,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,12976871,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2019-03-23,2019-03-25,04/05/2019,03/24/2019,,,,670.0,6432656.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 7F, 7th STORY, 3rd APARTMENT FROM SOUTH AT WEST",2019-03-26,19.0,VIOLATION CLOSED,2019-04-16,Original,Close,Y,2019,2019.0,2025-11-23,3249 days,812 days,2,21 days,one week to a month
8874,9369,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13349255,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2019-10-21,2019-10-22,12/11/2019,11/27/2019,,,,508.0,6643304.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2019-10-23,19.0,VIOLATION CLOSED,2020-10-16,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1024 days,2,359 days,six months to a year
8875,9370,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13349262,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2019-10-21,2019-10-22,12/11/2019,11/27/2019,,,,1503.0,6643304.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). DEFECTIVE LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2019-10-23,19.0,VIOLATION CLOSED,2019-12-09,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1024 days,2,47 days,one to three months
8876,9371,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13476865,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2019-11-30,2019-11-30,12/28/2019,12/23/2019,,,,568.0,6748466.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF ROACHES IN THE ENTIRE APARTMENT LOCATED AT APT 7F, 7th STORY, 3rd APARTMENT FROM SOUTH AT WEST",2019-12-02,19.0,VIOLATION CLOSED,2021-11-05,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1064 days,2,704 days,more than a year
8877,9372,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13476866,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2019-11-30,2019-11-30,01/20/2020,01/06/2020,,,,566.0,6748465.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF VERMIN FLIES IN THE ENTIRE APARTMENT LOCATED AT APT 7F, 7th STORY, 3rd APARTMENT FROM SOUTH AT WEST",2019-12-02,19.0,VIOLATION CLOSED,2020-10-16,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1064 days,2,319 days,six months to a year
8878,9373,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13476868,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2019-11-30,2019-11-30,01/20/2020,01/06/2020,,,,702.0,6748465.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 7F, 7th STORY, 3rd APARTMENT FROM SOUTH AT WEST",2019-12-02,19.0,VIOLATION CLOSED,2021-02-11,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1064 days,2,437 days,more than a year
8879,9374,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,13476871,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2019-11-30,2019-11-30,01/20/2020,01/06/2020,,,,1503.0,6748465.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 7F, 7th STORY, 3rd APARTMENT FROM SOUTH AT WEST",2019-12-02,19.0,VIOLATION CLOSED,2021-02-11,Original,Close,N,2019,2019.0,2025-11-23,3249 days,1064 days,2,437 days,more than a year
8880,9375,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,14492972,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2021-08-20,2021-08-20,10/11/2021,09/27/2021,,,,508.0,7450138.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR EAST WALL IN THE BATHROOM LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2021-08-23,19.0,VIOLATION CLOSED,2022-06-18,Original,Close,N,2021,2021.0,2025-11-23,3249 days,1693 days,4,299 days,six months to a year
8881,9376,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15614387,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-12-08,2022-12-12,01/31/2023,01/17/2023,,,,576.0,8217957.0,"§ 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF COLD WATER FOR THE FIXTURES AT WASH BASIN IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2022-12-13,19.0,VIOLATION CLOSED,2022-12-27,Original,Close,Y,2022,2022.0,2025-11-23,3249 days,2168 days,5,14 days,one week to a month
8882,9377,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15614390,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-12-08,2022-12-12,01/31/2023,01/17/2023,,,,577.0,8217957.0,"§ 27-2024 ADM CODE PROVIDE ADEQUATE SUPPLY OF HOT WATER FOR THE FIXTURES AT WASH BASIN IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2022-12-13,19.0,VIOLATION CLOSED,2022-12-27,Original,Close,Y,2022,2022.0,2025-11-23,3249 days,2168 days,5,14 days,one week to a month
8883,9378,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15639063,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-12-28,2022-12-31,02/21/2023,02/07/2023,,,02/21/2023,702.0,8239254.0,"§ 27-2045 ADM CODE REPAIR OR REPLACE THE SMOKE DETECTOR DEFECTIVE LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2023-01-03,9.0,VIOLATION DISMISSED,2023-05-04,Original,Close,N,2022,2023.0,2025-11-23,3249 days,2188 days,5,121 days,three to six months
8884,9379,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,16369180,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,A,2023-11-04,2023-11-05,02/23/2024,02/09/2024,,,02/23/2024,556.0,8718287.0,"§ 27-2013 ADM CODE PAINT WITH LIGHT COLORED PAINT TO THE SATISFACTION OF THIS DEPARTMENT NORTH WALL AT PUBLIC HALL, 1st STORY",2023-11-06,19.0,VIOLATION CLOSED,2024-09-20,Original,Close,N,2023,2023.0,2025-11-23,3249 days,2499 days,6,319 days,six months to a year
8885,9380,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,16375222,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2023-11-12,2023-11-12,12/02/2023,11/27/2023,,,12/01/2023,530.0,8727113.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE FIREDOOR A, AT WEST, TO FIRESTAIRS AT PUBLIC HALL, 5th STORY",2023-11-13,19.0,VIOLATION CLOSED,2023-12-19,Original,Close,N,2023,2023.0,2025-11-23,3249 days,2507 days,6,36 days,one to three months
8886,9381,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,16516147,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2023-12-07,2023-12-08,12/20/2023,12/08/2023,,,12/20/2023,666.0,8837796.0,"§ 27-2029 ADM CODE PROVIDE AN ADEQUATE SUPPLY OF HEAT FOR THE APARTMENT IN THE ENTIRE APARTMENT LOCATED AT APT 7J, 7th STORY, 1st APARTMENT FROM NORTH AT EAST",2023-12-08,9.0,VIOLATION DISMISSED,2024-03-01,Original,Close,Y,2023,2023.0,2025-11-23,3249 days,2532 days,6,84 days,one to three months
8887,9382,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,17294120,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2024-09-19,2024-09-20,10/06/2024,09/29/2024,,,,510.0,9349152.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF WOOD PANEL ON NORTH WALL NEAR BUILDING ENTRANCE DOOR APPROXIMATELY 8 SQUARE FEET AT PUBLIC HALL, 1st STORY",2024-09-23,19.0,VIOLATION CLOSED,2024-11-04,Original,Close,N,2024,2024.0,2025-11-23,3249 days,2819 days,7,42 days,one to three months
8888,9383,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,18359776,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2025-11-06,2025-11-10,11/29/2025,11/24/2025,,,11/21/2025,530.0,10073055.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES HOPPER AT PUBLIC HALL, 5th STORY",2025-11-10,3.0,NOV CERTIFIED ON TIME,2025-11-21,Original,Open,N,2025,2025.0,2025-11-23,3249 days,3232 days,8,13 days,one week to a month
8889,9384,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,18109816,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2025-07-18,2025-07-22,08/11/2025,08/06/2025,,,08/05/2025,530.0,9919619.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGES AT FRONT ENTRANCE TO BUILDING",2025-07-23,19.0,VIOLATION CLOSED,2025-08-11,Original,Close,N,2025,2025.0,2025-11-23,3249 days,3121 days,8,19 days,one week to a month
8890,9385,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,18052541,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2025-06-18,2025-06-21,08/15/2025,08/01/2025,,,08/15/2025,501.0,9886578.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE LATCH, BUILDING WEST, REAR ENTRANCE AT PUBLIC HALL, 1st STORY",2025-06-27,19.0,VIOLATION CLOSED,2025-08-20,Original,Close,N,2025,2025.0,2025-11-23,3249 days,3091 days,8,54 days,one to three months
8891,9386,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,12976872,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,C,2019-03-23,2019-03-25,04/08/2019,04/03/2019,,,04/03/2019,672.0,6432543.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM LOCKED DOOR. AT CELLAR,2019-03-26,9.0,VIOLATION DISMISSED,2019-09-24,Original,Close,N,2019,2019.0,2025-11-23,3249 days,812 days,2,182 days,six months to a year
8892,9387,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,14971366,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-03-07,2022-03-07,04/26/2022,04/12/2022,,,04/26/2022,583.0,7795270.0,"§ 27-2026, 2027 HMC: PROPERLY REPAIR THE SOURCE AND ABATE THE EVIDENCE OF A WATER LEAK OVER CEILING IN THE BATHROOM LOCATED AT APT 5J, 5th STORY, 1st APARTMENT FROM NORTH AT EAST",2022-03-08,19.0,VIOLATION CLOSED,2022-06-18,Original,Close,N,2022,2022.0,2025-11-23,3249 days,1892 days,5,102 days,three to six months
8893,9388,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15489261,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-11-12,2022-11-13,01/02/2023,12/19/2022,,,12/05/2022,1503.0,8148785.0,"§ 27-2046.1 HMC: REPAIR OR REPLACE THE CARBON MONOXIDE DETECTING DEVICE(S). MISSING IN THE ENTIRE APARTMENT LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2022-11-14,19.0,VIOLATION CLOSED,2022-12-12,Original,Close,N,2022,2022.0,2025-11-23,3249 days,2142 days,5,28 days,one week to a month
8894,9389,964,4160020001,17,M,,54-30,BEACH CHANNEL,DRIVE,11692,54-30 BEACH CHANNEL DRIVE,995,OCEAN BAY (BAYSIDE),2016-12-31,QUEENS,1395,both,15489263,811219,432087.0,4,54-30,54-30,54-30,BEACH CHANNEL DRIVE,B,2022-11-12,2022-11-13,01/02/2023,12/19/2022,,,12/05/2022,508.0,8148785.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE SOUTH WALL IN THE BATHROOM LOCATED AT APT 3F, 3rd STORY, 1st APARTMENT FROM SOUTH AT WEST",2022-11-14,19.0,VIOLATION CLOSED,2022-12-12,Original,Close,N,2022,2022.0,2025-11-23,3249 days,2142 days,5,28 days,one week to a month
