,level_0,Unnamed: 0,bbl,bldg#,m,direction,house_num,street_name,street_type,zip,full_address,index,development,transfer_date,borough,units,_merge,violationid,buildingid,registrationid,boroid,housenumber,lowhousenumber,highhousenumber,streetname,class,inspectiondate,approveddate,originalcertifybydate,originalcorrectbydate,newcertifybydate,newcorrectbydate,certifieddate,ordernumber,novid,novdescription,novissueddate,currentstatusid,currentstatus,currentstatusdate,novtype,violationstatus,rentimpairing,inspectiondate_year,novissued_year,date_pulled,days_converted,vio_days_after_conversion,yr_post_conversion,days_vio_open,vio_open_range
2468,2526,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574676,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 3A, BLDG. 881, EAST 1, 3RD STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-12-16,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2469,2527,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574678,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 3B, BLDG. 881, EAST 2, 3RD STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-12-16,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2470,2528,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574682,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 4B, BLDG. 881, EAST 2, 4TH STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-08-27,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2471,2529,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574684,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 5C, BLDG. 881, SOUTH 1, 5TH STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-12-16,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2472,2530,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574689,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 6A, BLDG. 881, EAST 1, 6TH STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-08-27,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2473,2531,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574691,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 6B, BLDG. 881, EAST 2, 6TH STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-08-27,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2474,2532,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574707,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 2F, BLDG. 893, NORTH 1, 2ND STORY.POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-08-27,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2475,2533,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574709,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 3A, BLDG. 893, EAST 1, 3RD STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-08-27,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2476,2534,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17184485,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-08-11,2024-08-11,08/31/2024,08/26/2024,,,08/29/2024,530.0,9285421.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE LATCH SET AT BUILDING FRONT AT PUBLIC HALL, 1st STORY",2024-08-12,19.0,VIOLATION CLOSED,2025-06-25,Original,Close,N,2024,2024.0,2025-11-23,1426 days,957 days,2,317 days,six months to a year
2477,2535,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17282127,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-09-18,2024-09-18,10/20/2024,10/15/2024,,,10/08/2024,569.0,9343466.0,"HMC ADM CODE: § 27-2017.4 ABATE THE INFESTATION CONSISTING OF MICE IN THE ENTIRE APARTMENT LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-09-19,9.0,VIOLATION DISMISSED,2024-12-19,Original,Close,N,2024,2024.0,2025-11-23,1426 days,995 days,2,91 days,three to six months
2478,2536,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17282128,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-09-18,2024-09-18,10/08/2024,10/03/2024,,,10/08/2024,530.0,9343467.0,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE INOPERABLE HINGES AT DOOR IN THE ENTRANCE LOCATED AT APT 2D, 2nd STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-09-19,9.0,VIOLATION DISMISSED,2024-12-19,Original,Close,N,2024,2024.0,2025-11-23,1426 days,995 days,2,91 days,three to six months
2479,2537,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17342582,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2024-10-11,2024-10-16,12/05/2024,11/21/2024,,,12/05/2024,507.0,9385903.0,"§ 27-2005 ADM CODE REPAIR THE ROOF SO THAT IT WILL NOT LEAK AT CEILING AND EAST WALL IN THE 1st ROOM FROM NORTH LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-17,9.0,VIOLATION DISMISSED,2025-02-18,Original,Close,Y,2024,2024.0,2025-11-23,1426 days,1018 days,2,124 days,three to six months
2480,2538,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17342584,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2024-10-11,2024-10-16,12/05/2024,11/21/2024,,,12/05/2024,501.0,9385903.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE MORTISE LATCH AT DOOR IN THE ENTRANCE LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-10-17,9.0,VIOLATION DISMISSED,2025-02-18,Original,Close,N,2024,2024.0,2025-11-23,1426 days,1018 days,2,124 days,three to six months
2481,2539,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17425739,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-11-17,2024-11-22,11/30/2024,11/18/2024,,,03/13/2025,670.0,9447620.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 4A, 4th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-11-25,19.0,VIOLATION CLOSED,2025-07-08,Original,Close,Y,2024,2024.0,2025-11-23,1426 days,1055 days,2,225 days,six months to a year
2482,2540,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17625060,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2025-01-16,2025-01-18,03/11/2025,02/25/2025,,,05/08/2025,508.0,9589555.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR THE CEILING AND SOUTH WALL IN THE BATHROOM LOCATED AT APT 6C, 6th STORY, 1st APARTMENT FROM EAST AT SOUTH",2025-01-21,19.0,VIOLATION CLOSED,2025-06-27,Original,Close,N,2025,2025.0,2025-11-23,1426 days,1115 days,3,157 days,three to six months
2483,2541,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18324665,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2025-10-26,2025-10-26,12/15/2025,12/01/2025,,,11/18/2025,508.0,10052805.0,"§ 27-2005 ADM CODE REPAIR THE BROKEN OR DEFECTIVE PLASTERED SURFACES AND PAINT IN A UNIFORM COLOR AT EAST WALL IN THE 4th ROOM FROM NORTH LOCATED AT APT 6F, 6th STORY, 1st APARTMENT FROM WEST AT NORTH",2025-10-27,10.0,CIV14 MAILED,2025-11-19,Original,Open,N,2025,2025.0,2025-11-23,1426 days,1398 days,3,27 days,one week to a month
2484,2542,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17889945,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2025-05-07,2025-05-09,06/30/2025,06/16/2025,,,,522.0,9753656.0,"§ 27-2005, 2007 ADM CODE FIRE EGRESS DEFECTIVE. REMOVE OBSTRUCTING BARS OR UNLAWFUL GATES FROM AT LEAST 1 WINDOW OR PROVIDE APPROVED TYPE GATE .. IN THE ENTIRE APARTMENT LOCATED AT APT 1F, 1st STORY, 1st APARTMENT FROM NORTH AT EAST , SECTION ''893''",2025-05-12,22.0,FIRST NO ACCESS TO RE- INSPECT VIOLATION,2025-09-03,Original,Open,N,2025,2025.0,2025-11-23,1426 days,1226 days,3,195 days,six months to a year
2485,2543,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16237948,809354,389847.0,3,881,881,893,SCHENCK AVENUE,A,2023-09-20,2023-09-21,01/09/2024,12/26/2023,,,10/11/2023,1506.0,8649784.0,"§ 27-2005 HMC: POST, IN A FORM APPROVED BY THE COMMISSIONER, AND MAINTAIN A NOTICE IN A COMMON AREA OF THE BUILDING REGARDING THE PROCEDURES THAT SHOULD BE FOLLOWED WHEN A GAS LEAK IS SUSPECTED AT PUBLIC HALL, 1st STORY",2023-09-22,9.0,VIOLATION DISMISSED,2023-12-22,Original,Close,N,2023,2023.0,2025-11-23,1426 days,631 days,1,91 days,three to six months
2486,2544,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567740,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-08,01/22/2024,01/15/2024,,,,501.0,8883803.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE DOOR IN THE ENTRANCE LOCATED AT APT 4D893, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-01-09,19.0,VIOLATION CLOSED,2024-04-17,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,99 days,three to six months
2487,2545,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567739,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2024-01-02,2024-01-08,02/27/2024,02/13/2024,,,,501.0,8883796.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE DOOR FRAME IN THE ENTRANCE LOCATED AT APT 4D893, 4th STORY, 1st APARTMENT FROM SOUTH AT WEST",2024-01-09,19.0,VIOLATION CLOSED,2025-08-15,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,584 days,more than a year
2488,2546,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17282129,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2024-09-18,2024-09-18,11/07/2024,10/24/2024,,,11/07/2024,529.0,9343465.0,§ 27-2005 HMC: REFIT METAL DOOR AT THE ENTRANCE TO THE BUILDING,2024-09-19,9.0,VIOLATION DISMISSED,2025-01-21,Original,Close,N,2024,2024.0,2025-11-23,1426 days,995 days,2,124 days,three to six months
2489,2547,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17378850,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-10-27,2024-10-27,11/09/2024,10/28/2024,,,11/07/2024,670.0,9399769.0,"§ 27-2031 ADM CODE PROVIDE HOT WATER AT ALL HOT WATER FIXTURES IN THE ENTIRE APARTMENT LOCATED AT APT 6A, 6th STORY, 1st APARTMENT FROM NORTH AT EAST",2024-10-28,9.0,VIOLATION DISMISSED,2025-01-21,Original,Close,Y,2024,2024.0,2025-11-23,1426 days,1034 days,2,85 days,one to three months
2490,2548,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17378851,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-10-27,2024-10-29,11/12/2024,11/05/2024,,,11/07/2024,672.0,9405716.0,§ 27-2033 ADM CODE PROVIDE READY ACCESS TO BUILDINGS HEATING SYSTEM DOOR LOCKED AT BASEMENT,2024-10-30,9.0,VIOLATION DISMISSED,2025-01-21,Original,Close,N,2024,2024.0,2025-11-23,1426 days,1034 days,2,83 days,one to three months
2491,2549,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,17455549,809354,389847.0,3,881,881,893,SCHENCK AVENUE,B,2024-11-27,2024-11-29,01/20/2025,01/06/2025,,,01/17/2025,501.0,9488419.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE RADIATOR VALVE, AT WEST WALL IN THE 2nd ROOM FROM NORTH AT WEST LOCATED AT APT 5E, 5th STORY, 2nd APARTMENT FROM SOUTH AT WEST",2024-12-02,9.0,VIOLATION DISMISSED,2025-03-31,Original,Close,N,2024,2024.0,2025-11-23,1426 days,1065 days,2,119 days,three to six months
2492,2550,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567590,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-03,01/17/2024,01/10/2024,,,,510.0,8875228.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 2C881, 2nd STORY, 1st APARTMENT FROM EAST AT SOUTH",2024-01-04,19.0,VIOLATION CLOSED,2024-10-01,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,271 days,six months to a year
2493,2551,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567591,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-03,01/17/2024,01/10/2024,,,,510.0,8875229.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 3A881, 3rd STORY, 1st APARTMENT FROM NORTH AT EAST",2024-01-04,19.0,VIOLATION CLOSED,2024-11-20,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,321 days,six months to a year
2494,2552,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567594,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-03,01/17/2024,01/10/2024,,,,510.0,8875230.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 3B881, 3rd STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-01-04,19.0,VIOLATION CLOSED,2024-11-20,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,321 days,six months to a year
2495,2553,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567598,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-03,01/17/2024,01/10/2024,,,,510.0,8875231.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 4B881, 4th STORY, 2nd APARTMENT FROM NORTH AT EAST",2024-01-04,19.0,VIOLATION CLOSED,2024-08-06,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,215 days,six months to a year
2496,2554,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567615,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-03,01/17/2024,01/10/2024,,,,510.0,8875238.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 3F893, 3rd STORY, 1st APARTMENT FROM WEST AT NORTH",2024-01-04,19.0,VIOLATION CLOSED,2024-11-20,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,321 days,six months to a year
2497,2555,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567616,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-03,01/17/2024,01/10/2024,,,,510.0,8875239.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 4F893, 4th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-01-04,19.0,VIOLATION CLOSED,2024-11-20,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,321 days,six months to a year
2498,2556,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567617,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-03,01/17/2024,01/10/2024,,,,510.0,8875240.0,"§ 27-2005 ADM CODE & 309 M/D LAW ABATE THE NUISANCE CONSISTING OF FIRE DAMAGE IN THE ENTIRE APARTMENT LOCATED AT APT 5F893, 5th STORY, 1st APARTMENT FROM WEST AT NORTH",2024-01-04,19.0,VIOLATION CLOSED,2024-11-20,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,321 days,six months to a year
2499,2557,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567661,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-08,01/22/2024,01/15/2024,,,,501.0,8883797.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE GLASS PANES AT UPPER AND LOWER SASHES AT WINDOW AT PUBLIC HALL, 3rd STORY, SECTION ''881''",2024-01-09,19.0,VIOLATION CLOSED,2024-04-17,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,99 days,three to six months
2500,2558,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16567662,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2024-01-02,2024-01-08,01/22/2024,01/15/2024,,,,501.0,8883797.0,"§ 27-2005 HMC: PROPERLY REPAIR OR REPLACE THE BROKEN OR DEFECTIVE GLASS PANES AT UPPER AND LOWER SASHES AT WINDOW AT PUBLIC HALL, 4th STORY, SECTION ''881''",2024-01-09,19.0,VIOLATION CLOSED,2024-04-17,Original,Close,N,2024,2024.0,2025-11-23,1426 days,735 days,2,99 days,three to six months
2501,2559,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,16574717,809354,389847.0,3,881,881,893,SCHENCK AVENUE,I,2024-01-04,2024-01-09,,,,,,765.0,,"§ 27-2142 ADM CODE APTS HAVE BEEN VACATED BY THIS DEPARTMENT AND CANNOT BE REOCCUPIED UNTIL SO ORDERED AFTER PROOF OF COMPLIANCE FOR APTS 6F, BLDG. 893, NORTH 1, 6TH STORY POSTED 01/04/24 VACATE ORDER #247258",,19.0,VIOLATION CLOSED,2024-08-27,,Close,N,2024,,2025-11-23,1426 days,737 days,2,,more than a year
2502,2560,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18439413,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2025-11-14,2025-11-22,,,,,,530.0,,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGE IN THE ENTRANCE LOCATED AT APT 5D, 5th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''881'', 1st FROM NORTH AT EAST",,1.0,VIOLATION OPEN,2025-11-21,,Open,N,2025,,2025-11-23,1426 days,1417 days,3,,more than a year
2503,2561,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18439428,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2025-11-14,2025-11-22,,,,,,530.0,,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE AT NORTH WALL THAT LEADS TO STAIRS HINGE IN THE PUBLIC HALL LOCATED AT PUBLIC PARTS, 5th STORY, SECTION ''881'', 1st FROM NORTH AT EAST",,1.0,VIOLATION OPEN,2025-11-21,,Open,N,2025,,2025-11-23,1426 days,1417 days,3,,more than a year
2504,2562,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18439433,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2025-11-14,2025-11-22,,,,,,530.0,,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGE IN THE ENTRANCE LOCATED AT APT 6D, 6th STORY, 1st APARTMENT FROM SOUTH AT WEST , SECTION ''893'', 2nd FROM NORTH AT EAST",,1.0,VIOLATION OPEN,2025-11-21,,Open,N,2025,,2025-11-23,1426 days,1417 days,3,,more than a year
2505,2563,260,3043770001,12,M,,881,SCHENCK,AVENUE,11207,881 SCHENCK AVENUE,266,BOULEVARD,2021-12-28,BROOKLYN,1441,both,18439437,809354,389847.0,3,881,881,893,SCHENCK AVENUE,C,2025-11-14,2025-11-22,,,,,,530.0,,"§ 27-2005, 27-2007, 27-2041.1 HMC, §238, § 309; § 107 (2) ( C) MDL AND 28 RCNY §25-171: REPLACE OR REPAIR THE SELF-CLOSING DOORS THAT IS MISSING OR DEFECTIVE HINGE IN THE ENTRANCE LOCATED AT APT 4C, 4th STORY, 1st APARTMENT FROM EAST AT SOUTH , SECTION ''893'', 2nd FROM NORTH AT EAST",,1.0,VIOLATION OPEN,2025-11-21,,Open,N,2025,,2025-11-23,1426 days,1417 days,3,,more than a year
